,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X600688.SH,X600886.SH,X601991.SH,X600352.SH,X600362.SH,X600188.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X000709.SZ,X002460.SZ,X002466.SZ,X600299.SH,X000629.SZ,X000883.SZ,X600219.SH,X601158.SH,X000553.SZ,X600985.SH,X002353.SZ,X000401.SZ,X000630.SZ,X601699.SH,X600426.SH,X000027.SZ,X600583.SH,X000825.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447984632149352,0,0,0,0,0,0,0,0,0,0,0.0150242641937575,0,0,0,0,0.00362087797980066,0.036069959440434,0.0325695586624695,0.0376187440895197,0,0,0,0,0.0551799463567734,0,0,0,0,0,0,0.0445921477412813,0.0550461732350897,0,0.00139071155735856,0,-0.00164865377116654,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882933941544134,0,0.0932280790219299,0,0,0,0,0,0,0,0,0,0.00855589211234734,0.0499885616709232,0.0161681853889341,0,0,0,0.0109946496058478,0,0,0,0,0.081993985485879,0,0.0866883662895714,0,0,0.0305262126884401,0,0,0,0,0,0,0,-0.0220585780419044,0,0,0,0,-0.0186990744363,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070483213365049,0,0,0.0634549426803525,0,0.0366790678935622,0,0,0,0,0,0,0.0822346846207372,0,0,0,0,0,0.130258086344099,0,0,0,0,0,-0.0578872513645699,0,0,0.0917122935188339,0,0,0,0,0,0,0,-0.00494990086116213,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681818379236034,0,0.0669533565161302,0,0,0,0.318544530581174,0,0.036917052181653,0,0,0,0.0759756142296808,0,0,0.00406393764980224,0,0,0,0,0,0,0,0,0,0,0.0454413842082191,0,0,0,0,0,0,0,0,0,0,0,-0.0143824184566051,0,0,0,0,0.0348770687653979,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346166423729348,0,0,0,0.180071566702313,0,0.0485529321610315,0,0,0,0,0,0,0,0,0,0.0852106120755289,0,0.0759212651999204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234103156871321,0,0,0,0,0.0239195930760122,0,0
X600309.SH,0,0,0,0.0690956503951653,0,0,0,0,0,0,0,0,0,0,0,0.266130336443974,0,0,0,0,0,0,0,0,0,0,0.0701660080048295,0.0766612058783867,0.130876693418289,0,0,0,0,0,0,0,0,0,0.111817190063212,0,-0.0921004390510743,-0.144509773470443,0,0,0,0,0,0,0,0,0,0.00151674104259116,0.089890831842552,0,0,0,0.190661490368948,0,0
X600011.SH,0,0,0,0,0,0.0830619638709694,0,0,0.0619850998450791,0,0,0,0,0,0,0,0,0,0,0,0,0.0159401312648498,0,0,0,-0.0382581433742011,0,0,0,0,0,0,0,0,0.265667931491976,0,0,0,-0.117819218048968,0,0,0,0,0,0,0,0,0,0,0.260081256340356,0,0.0129874142026281,0.00917473052913812,0,-0.107696537506826,0,-0.0294943657000397,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699067190017313,0,0,0,-0.102010509230295,-0.00962144382317662,0,0,0,0,0,0.77266751156316,0,0,0,0,0,0,0,0,0,0,0,0,0.00773343238426978,0,-0.0692319350631622,0,0,0,0,0,0,0,0,0,-0.0916595497055838,0,0,0.00553170242514101,0,-0.133008012836605,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.232442559592041,0,0,0,0,0,0,0.182646295935918,0,0,0.162772902447329,0.0162333715518834,0.0231056682813073,0,0,0,0,0,0,0.000792680424579053,0,0,0.0519838454040423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407106953958848,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.186511632162432,0,0,0,0,0,0,0,0.167680175111332,0,0,0.0602173156840193,0,0.0107905249811581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27141275099943,0,0,0,0,0,0,0,-0.00656843185900555,0,0,0,0.0167207115355428,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156219546557631,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.189608734348988,0,0,0,0,0,0.0969955792417441,0,0.0953585567493076,0,0.0030291181436919,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0293502736119382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126015400996566,0,0.0153382042791417,0,0,0,0,0,0.0917749830449092,0,0,0,0,0,0,0,0,0,0,0.0455069286000954,0,0.0694932208461793,0,0,0.00846244042122682,0,0,0,0,0,0,0,0,0,0,0,0,0.0203147168060304,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269457786853631,0,-0.0124777296176459,0,0,0,0,0,0,0,0,0,0,0,0.0159266332200314,0,0,0,0,0,0,0,0,0,0.204409781674737,0,0,0,0.24158312604385,0,0,0,0.0102039954570785,0,0,0,0,0.0205055031944096,0,0
