,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X600027.SH,X002271.SZ,X000786.SZ,X601992.SH,X000723.SZ,X002466.SZ,X600176.SH,X002460.SZ,X600516.SH,X600299.SH,X000898.SZ,X600583.SH,X002353.SZ,X600489.SH,X601158.SH,X000883.SZ,X600426.SH,X000709.SZ,X600612.SH,X600219.SH,X000629.SZ,X000792.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0612417220418984,0.0658202881743424,0,0,0,0,0,0,0,0,0,0.0287596099541444,0,0,0,0.00247840897814235,0,0,0.0177447315929965,0,0,0,0.000518638714844697,0,0,0.0107878437354014,0.116040409879574,0,0,0,0.0293218905032825,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405617918707812,2.16840434497101e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0336459201110018,0,0,0,0,0,0,0,0,0.0509331242396621,0.0123728677128356,0,0,0,0,0,0,0.116073355364083,0,0,0,0,0,0,0,0.0047006368021101,0,0,0,0.096823384202791,0,0,0,0,-0.04530913629674,0,0,0,0,0,-0.0182649769628023,0,-0.00805050701914519,0.0411439599912835,0,0,0,0.0199048000929976,0,0
X601088.SH,0,0,0,0.0215014441899792,0,0.0579225716040494,0,0,0,0.147505612899787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112865403922403,0,0,0,0,0,-0.0285228817462097,0,0,0,0,-0.158097199850768,0,0,0,0,0,-0.0489483550044775,0,0,-0.101644909427571,0,0,0,0,0,0,0,-0.0282870381591026,-8.67361737988404e-19,0,0,0,0.0218763776293922,0,0
X600585.SH,0,0,0,0,0.0765178336173599,0,-0.0704478160106966,0,0,0.0537908321929991,0.0561401327821852,0,0,0,0,0,0,0,0,0,0.335758063484412,0,0,0,0,0,-0.00876450597102844,0.00638991518439316,0.0641351249057337,-0.142653812240479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171621606563447,-0.0191985758572578,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0425288460032761,0.0436137562148582,0,0,0,0.0784819854781331,0,0,0,0,0,0.00633359381188039,0,0,0.151535424378806,0,0,0.0301767174045778,0,0,0.144132549465376,0,0,0,0,0,0,0,0,0.00854676592470212,0,0,0,0,-0.0288495722177919,0,0,0,0,0,0,0,-0.0380054056869779,0,0,0,0,-0.0147062603016267,0,0
X600019.SH,0,0,0.275734961854109,0,0,0,-0.0480350848032304,0,0,0.0243126736059082,0,0,0,0,0,0,0,0,0.00427087227117267,0,0,0,0,0,0,0,0.0267885165207164,-0.00489713632014595,0,0,0,0,0,0.0421181287186713,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0195267243376808,-0.0100581591080687,0,0,0,0.0260664000524458,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458782263606944,0,0,0.128916971105815,0,0,0,0,0,0,0,0,-0.158523017681826,0.0625173494863786,0.0335633269338492,0.0191395494106418,0,0,0,0,1.13501360177179,0,0,0,0,0.00667204712110852,0,0,0.171427974718972,0,0,0,0,0,0,0,0,-0.0411321270053393,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0979808811067936,0,0,0,-0.018104143132402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333123367532071,0.111636456194183,0,0,-0.129405642377572,0,0.12107033606462,0,0.101304569175355,0,0,0.0695932296565916,0.0182175806436405,0,0,0,0,0,0,0,0,0.0730162973419267,0,0,0,0,0,0.135134671865093,0,0,0.00780395298733425,0,0,0,-0.00760527710143524,0,0
X601898.SH,0.0486909436671979,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0.532431364483858,0,0.157409699437158,0,0,0,0,-0.0100620200068335,0,-0.175082092107071,-0.01283364431646,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.111785289993956,0,0,0,0,0,0,0,0,-0.00134984981039663,0,0,0,0,0,0,0,-0.0145197371639577,0,0,0,0,0.0493847828717792,0,0
X000708.SZ,0,0,0.47898027177645,0,0,0,0,0,0,0,0,0.349655535480083,0,0,0.295014221534718,0,0,0,0,0,0.00189691338518433,0,0,0.045793207817627,0,0,0,0,0,0,0,0,0,0,0,0.368548448908789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541386197909946,0,0,0,0.0311884020683763,0,0
X600886.SH,0,0,0,0,0,0,-0.0921333368065308,0,0,0.111395778469952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117924996160069,0.0632530184961973,0,0,-0.199334649930834,0,0,0,-0.0333209554134829,0,0,0,0,0,0,0,0,0,0.0161519562305872,0,0,0,0,0.276453263191716,0,0,-0.0130766213338965,0,0,0,0.0379940204268346,0,0
X600010.SH,0,0,0,0,-0.102650977837648,0,0,0,0.128390404934479,0.126426339981801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105330263431972,-0.0328195926836446,0.258329991486881,0.0459144030400878,0.087509451764042,0,0,0,0,0,-0.0372298372998165,0,0,0,0,-0.00765609394286008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105487621337818,0,0,0,0.0560196119548154,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00892550792294721,0,0,0,0.0195757372060351,0,0,0,0,0,0,0,0,0,0.0468157672631544,0,0.0402856163160173,0.108534521902666,0.0415417085406611,0,0.000626827918660677,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100279111706067,0.262852655275826,0,0,0,0.0511570996638245,0,0,0.0147170492357239,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162761131707379,0,0.0097683704164614,0,0.088701805074203,0.236258106555659,0.0103396761797997,0,0.0417103445296616,0,0.0157784115647324,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0255452394520155,0,0,0,0,0,0,0,0,0,0,0.0252633673951595,0,0,0,0,0.0481258393640687,0,0
