,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600660.SH,X600010.SH,X000877.SZ,X600188.SH,X000301.SZ,X600011.SH,X002271.SZ,X000708.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X002326.SZ,X600426.SH,X002080.SZ,X000408.SZ,X300037.SZ,X600803.SH,X000723.SZ,X600219.SH,X600399.SH,X600096.SH,X601991.SH,X600141.SH,X000786.SZ,X600795.SH,X300073.SZ,X600352.SH,X600489.SH,X002353.SZ,X000825.SZ,X002407.SZ,X600516.SH,X000831.SZ,X600688.SH,X000027.SZ,X600295.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00540640012803457,0,0,0,0.0733763370268764,0.0346362760488941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027995905963285,0,0,0,0,0,0,0,0.140696397529134,0,0.0600409302134227,0.0231728193312135,0.0570713074068411,0.0595111991995264,0,0.104754371102583,0,0,-0.00112069765195894,0,0,0,0,-0.0547542772882502,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0121292007897117,0,0,0,0,0.0921230362000813,0.0455624560353766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775259578506654,0,0,0,0,0,0,0,0,0,0,0.11255963357053,0,0,0,0.0196829820670582,0,0.0495959404352634,0.122223766269391,0,0,0,-0.00508746790999699,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0359338138909713,0,0.0552959039375936,0,0.16216303034462,0,0.0121978832190407,0,0.0544853943077197,0,0,0.354693674152748,0,0,0.0851363588528065,-0.0211583663288597,0,0,0,0,0.119823526093429,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286663657042043,0,0,0,0,0.0819970271354617,0,0,0,0.027126274576165,0,0,0,-0.00217269065370542,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.00849960336928677,0,-0.105248664759189,0,0,0,0,0,0,0,0,0,0,0,-0.0036225564620997,0.29499217068038,0,0,0,-0.017390675792395,-0.0125221229377772,0,0,0,0,0,0.0672455206800268,0,-0.0541224261251682,0,0,0,6.93889390390723e-18,0,0,-0.0239662609601024,0,0,0,0,0,0.0401158968908464,0,0,0,0,0.0312542007659846,0,0
X002460.SZ,0,0,0,0,0,0,0,0.403646927589036,0,0,0,0,0,-0.0325197347921831,0,0,0,0,0,0.170985394296316,0,0,0,0,0,0,0,0,0.0297368221401594,0,0,0,0.107645189480651,0,0,0.0360049066995522,0,0,0,0,0,0,-0.00688296103758749,0.333422208246429,0,0,0,0,0.0177602652849267,0,0,0,0,0,0,0,0,0,0
X600585.SH,-0.125360328867587,0,0,0,0,0,0,0,0,0,0,0,0.489539953764388,0.110385262268606,0,0,0.118039068944266,0,0,0,0,0,0,0.0728913717410959,0,0,-0.056870628089099,0,-0.0465994192236886,0,0,0,0,0.0268653445237982,0,0,0,0,0,0,0,0,0,0,0,-0.0196694401481197,0,0,0,0,0,0.0308803394839155,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.314429329494786,0,0,0,0,0,0,0.0657926830255146,0,0,0,0,0,0,0,0,0,0.268341612414308,0,0,0,0,0,-0.028264668489295,0,3.46944695195361e-18,0,0,-0.111831484889016,0,0,0.129124219033628,0,0,0,0,0.0159192987424416,0,0.165889681010024,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.441972952415854,0,0.119199787307819,0,0,0,0,0,0,0,0.0630287517113643,0,0.00235329095381679,0,0,0,0,0,0,0,0,0,0,0.160382835601163,0,0,0,0.0606248168057306,0,-0.0179900653152287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563158150852134,0,0,0,-0.0106488442845018,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0371977689723628,0.0637925514529879,0,0,0,0,0.0269576727189908,0.143691157642906,0,0,0,0,0.117852688196792,0,0,0,0,0,0,0.0173039871006075,0,0,0.0980865102872507,0,0,0.0643360879161519,0.0848506629982036,0,0,0,-0.0207158717582375,0,0,0,0,0,0,0.262206069344028,0,0.00866675486659183,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.269846815176903,0.116252409566089,0,0,0,-0.162992071618476,0,-0.143789511778413,0,-6.93889390390723e-18,0,0,0,0,0,0,0.452594841302358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107571859497088,0,0.0391523309263469,0.0242543657850829,0.203609925293128,0,0.100329971247873,-0.231205055231176,0,0,0.0275179613885482,0,0,0,0.0651925623840254,0,0
