,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600011.SH,X002271.SZ,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X600188.SH,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X000408.SZ,X600027.SH,X600688.SH,X300073.SZ,X000807.SZ,X002353.SZ,X600352.SH,X600801.SH,X300037.SZ,X000825.SZ,X600486.SH,X600489.SH,X600516.SH,X000630.SZ,X600157.SH,X000959.SZ,X002326.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0628656472830116,0,0,0,0,0,0,0,0,0,-0.0492673758838046,0,0,0,0.0259696777411707,0,0,0.0298180793077886,0,0.0141368505033481,0,-0.088625802929063,0,0,0,0,0,0,0,0,0,0,0.129992659193634,0.169824869814067,0,0,0,0,0,0,0,0,0,0.0995597478755255,0.147582225996575,0,0,0,0,0,-0.0499418060816332,0,0,0,0,-0.0365852810542156,0,0
X600028.SH,0.211305451927955,0,0.0256273709546272,0,0,0,0,-0.00912562231256076,0,0,0,0,0,0,0,0,0.0392713126541107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722792212748869,-0.0344937016995721,0,0,0,0.0337634308002189,0,0,0,0,0,0.0219710698819598,0,0,-0.0213908204487039,0,0,-0.0312110669982946,0.00327632337240268,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0155235970968853,0.063357836350789,0,0,0,0,0,0.225194222445503,0,-0.139730810586418,0,0,0,0.013769937413118,0,0,0.0563986273782634,0,0,0,0,0,0,0,0,0.227629237669713,0,0,0.123027668017077,0,0,0,0,0,0,0,0,0,0.0929854943711904,0,0,0,0,0.0226556693706658,0,0,0,-0.00464149506805256,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.109044795052112,0.0447143818992576,-0.133938630638884,0,0,0.04370056920148,0,0,0,0,0,-0.0819432705119028,0,0,0,0.0518242039650915,0,0,0,0.106918691492261,0,0.0148576397921926,0,0,0,0,-0.0347430409470566,0,0,0,0,0,0,0,0,0,0.0843453368551702,0,0,0,-0.032114136328007,0,0,0,0,-0.00987525078926313,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0670788238137601,0,0,0,0.118034780588866,0,0.0666262027667214,0,0,0,0,0.0252718126315542,0,0,0,0.24766398119827,0,0.0733401823973935,0,0,0,-0.00975969512135832,0,0,0,0,0,0,0,0,0.244349722308156,0,0,0,0,0,0,0,0.00647113554966129,-0.116560513607431,0,0,-0.0155217276532984,-3.46944695195361e-18,0,0,0,-0.0376134211483961,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.559512089571743,0,0,0,0,0,0,-0.102985374000972,0,0.0567780804146028,0,0,0,0,0,0,-0.0901757782995696,0,0,0,0,0.146994714657093,0,0,0,-0.0144221010696945,0.185555066339702,0,0,0,0,0.176715836335736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0910415136134182,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0714690695940554,0,0,0,0,0,0.0793574837310613,0,0,0,0.0240243514206242,0,0,0,0,0,0,0,0,0,0.027030608767618,0,0,0,0,0,0.0629165067938188,0,0,0.0194639782166584,0,0.00523718433886256,0,0,0,0,0,0.0349715847933698,0,0.135254978666476,0,0,0,0,0,0,-0.0144864918035217,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.381640399388786,0.224642033460825,0,0,0,0,0,0,0,0,0.157734997341945,0,0,0,0,0,0,0.106667796665051,-0.14188882684354,0,0,0,0,0,0.21064060044891,0,0,0,0,0,0,0,0,0,0,0,-0.03665026418169,0,0,0,0,0,0,-0.050500029684888,0.0912947712018596,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.55858244182394,0.0208588943637113,0.112513127226498,0,0,0,0.22536037097794,0,0.033572687538345,0.115301216975335,0,0,0,0,0,0,0,0,0,-0.202358479085349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0398335356398561,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.461322164009573,0,0.156333739513093,0.0177043729612143,0,0,0,0,0,0,0.0807915099784421,0,-0.00207800285737752,0,0,0,0,0,0,0,-0.0240520889201405,0,0,0,0,0,0,0.2909066447811,-0.0979244688603993,0,0.150697102197983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412295828798896,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158447726260686,0,0,0,0,0,0,0,0.149078983521794,0,0,0.36976193903491,0,0,0,0,0,0,0,0,0,0,0.0401791823887799,0,0.120527404724698,0.0106496735349803,0,0,0,0.0324918385971262,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,-0.0192079362321053,0,-0.0232414936992946,0,0,0,0,-0.0112766300103183,0,0.101584850597495,0,0,0,0,0,0,0,-0.0181501704974887,0.696474119904831,0,0,0,0,0,0,-0.0101107119532968,0,-0.0731922442212687,0,0,0,0,0,0,0.233970626470345,0,0,0,0,0,0,0,0,-0.0725230600788684,0,0,0,0,-3.46944695195361e-18,0,0
X600660.SH,0,0,0,0.239436822517366,0,0,0,0,0,-0.125441776227188,0,0.0433198976613002,0,-0.0770079858901005,0,0,0,-0.0310509884373992,0,0,0,0,0,0,0,0.0438990680422786,0,0,0,0,0,0,0,0,0,0.0582069319513788,-0.00359073694335656,0,0,0,0,-0.0117367893382569,0,0,-0.0704124173773655,0,0,0,0,0,0,0,0,0,0,0,-0.0423551857984723,0,0
X000877.SZ,0,0,0,0,0,-0.00337780722733141,0.28723486738063,-0.0551740182268655,0,-0.0164158664678516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472208669413966,0.0237212465542731,0,0,0,0,0,0,0,0,0,0,0,0,0.185141852166527,0,0.0624815458928061,0,0,0.00866395292832495,0,0.0614511330021212,0,0,0,0,-0.0201089926639808,-0.0671661353588617,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0887726134483135,0,0,0.0580140443778682,0,0,0,0,0.120481410508881,0,0.040397014084433,0,0,0,0.15204890035441,0,0,0,0.109615443984654,0,0,0,0.00239879606586097,0,0,0.00914711640043197,0,0,0,0,0,0.00462708030872554,0,0,0,0,0,0,0,0.0421072939390427,0,0,0,0,0.0411143123893662,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.321657981148958,0,0,-0.0770358114218251,0.0318278343710857,0,0.0030214880200413,0,0.203927219358044,0,0.0212694248011793,0,0,0,0,0,0,0,0,0,0,0,0.0140162079472028,0,-8.67361737988404e-19,0,0,0,0.0979775047202125,0,0,0.202764516843365,0,0,0,0,0,0,0,0.150333069181723,0,0,0,0.0359997619403075,-0.0752256178276783,0,0,0,0,0,0
X600188.SH,0,0,0.14471638056343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702884708568456,0.0182641574145565,0,0.543395942468911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12126726503067,0.262623732485249,0,0,0,0,0,0,0.00630952976553495,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0434620606584022,0,0,0,0.251694830557059,0.166006351485868,0,0.114251475345929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104701937747869,0,0,0.354582994426628,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0151158929200877,-4.33680868994202e-19,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0839588856764115,0,0,0.108308945958394,-0.0938536925639943,0,0,0,0.483872025062154,-0.0372789554221507,0.190433359647371,0,0,0,0,0,0,0,0,0,0.201279854616273,0,0,0,0,0,0,0,0,-0.400960483463453,0,0,0,0,0,0,0,0,0,0,0,0.170068226803181,0,0,0.134953284385026,0.0362540889520254,0,0,0,8.67361737988404e-19,0,0
X600547.SH,0,0,0,0,0,0.165517382018656,0,-0.00674781449973382,-0.114086782605422,-0.0804743554935652,-0.0946779904312499,0,0,0,-0.119813938753311,0,0,0.0829716297026713,-0.0510377645583015,0,0,0,0,0,0,0,0,0,-0.0110015762269383,0,-0.0107763016151444,0,0,0,0,0,0,0,0,0,0.0643287469766728,0,0,0,0,0,0,0,0,0,0,-0.00231519792281433,0.00336799600033039,0,0,0,-0.0108720918904065,0,0
