,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X000301.SZ,X601898.SH,X002466.SZ,X601600.SH,X600547.SH,X600362.SH,X600111.SH,X600188.SH,X600010.SH,X000786.SZ,X600011.SH,X600886.SH,X600426.SH,X600176.SH,X601991.SH,X600803.SH,X600795.SH,X000408.SZ,X000027.SZ,X600352.SH,X600219.SH,X000825.SZ,X002080.SZ,X600315.SH,X002353.SZ,X600489.SH,X000898.SZ,X600688.SH,X000932.SZ,X300037.SZ,X600801.SH,X000807.SZ,X000830.SZ,X002409.SZ,X000959.SZ,X600399.SH,X600486.SH,X601699.SH,X600027.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0238942562015032,0.0152331654857927,0,0,0,0.00333248591332546,0.11649780332127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658175507402295,0,-0.0334221321855594,0,0,0,0,0,0,0,0,0,-0.027936930532078,0.0614302059422916,0,0,0,0,0.0175927891040601,0,0.00170981769208744,0,0,0,0,0,0,0
X600028.SH,0,0,0.0614210994831363,0,0,0,0.123710170712299,0,0,0,0,0,0,0,0,0,0,0.0772220323342441,0,0,0,0,0,0,0,0,0.0284047505269667,-0.044962365357251,0,0,0,0,-0.0245558690535681,0,0,0,0,0,0.0382917180986306,0,0,0.0743169614245617,0.0184477811194533,0,0,0,0,0,0,0.0268088393252722,0,0.0279006427734556,0.0716346025951034,0,0,0,-0.0313198119491161,0,0
X601088.SH,0,0,0,0.0756042717185221,0,0,0,0,0,0,0,0,0,0,0,0,0.0818851792626527,0.225313593523755,0,0,0,0,0,0,0,0,0,0.037251347804341,0,0,0,0,0,-0.00815811817758697,0,0,0,0,0,0,0,0,0,0,0,-0.00460981936316013,0,0.00967342781512627,0,0.0313891010519268,0,0.034821989806909,0.0134082648940903,0,0,0,-0.0122487003592117,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775324660000841,0,0,0.057302480353389,0,0,0.187804339265128,0.109002026242094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151004939265977,0,0,0,0.0775679786395543,0.0610643677075617,0,0,0,-0.0798529005525149,-0.0141303807276665,0,0,0,-0.0346469248850529,0,0
X600585.SH,0,0,0,0,0,0.0190000403870364,0,0,0,0,0,0,0,0,0,0,0,0.0364870978139079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371182369417207,0,0,0,0,-0.120259326395472,0,0.093020508223457,0.0489554628085435,0.0338396777433798,0.0299452467166717,0,0,0,-0.0629071770871931,0,0,0,0,0,-0.135353599838237,0.148903072017865,0,0,0,0.0188954007081326,0,0
X002460.SZ,0,0,0,0,0,0,0,0.16097655228316,0,0,0.0576222843888673,0,0.454041957919099,0,0,0,0,0,0,0,0,0,0.0689274504743185,0,0,0,0,0,0.0159732766465803,0,0.118618553301882,-0.0712346678639844,0,0,0,0,0,0,0.0403067535375203,0.195435728853428,0,0.167260372623522,0,0,0,0,0,0,0,0,0,0,0.00562005536822541,0,0,0,-0.0249921434098916,0,0
X600019.SH,0,0,0,0.00764988018343712,0,0,0,0,0,0,0,0,0.0570307407914625,0,0,0,0,0,0,0,0,0,0,0.107146373806261,0,0,0,0,0,0,0,0.199123342144312,0,0,0,0,0.196890383589081,0,0.0731352602270126,0,0,0.0326730182897573,0,-0.19107832678998,0.064758203747222,0.131379569499673,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0767239999095352,0,0,0,0,0,-0.0368671327157431,0.197885029523722,0,0,0.0578659042282874,0,0,0,0.0225486481881592,0,0,0,0,0,0.141058736958503,0,0.0326928635591587,0,0,0,0,0,0,0,0,0,0,0,0.245991185296228,0,0.0553196382195279,0,0.11912995902435,-0.103075273297181,0,0,0,0,-0.113673348713965,0,-0.041101108916187,-0.0122254082495408,0,0,0,0,0,0
X002271.SZ,0,0,0,0.116130328311569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118770574550965,0.0389072219284015,0,0,0.023476891634487,-0.0305226468651202,0,0,0.0396543084693564,0,0,-0.0949212461444274,0,0,0,0,-0.0246906558571438,0,0,0.137878559962278,0,0,0,0,0,-0.0233732968082935,0,0,0,0.0352461187204621,0,0
X000708.SZ,0,0,0,0,0,0.0391941078968449,0,0,0,0,0,0,0.00472746104504204,0.067265275299083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935506108633368,0,0,0,0,0,0.019498600088206,0,0,0.0795192616314535,0,0.13021912837722,0,0,0,0,0,0,0,0,0.0191224503836259,0,0.0348505904609593,0,-0.107942588594891,-0.00836158799753533,0,0,0,-0.0250517200523881,0,0
