,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X002460.SZ,X601992.SH,X300072.SZ,X600362.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000408.SZ,X000786.SZ,X000553.SZ,X600176.SH,X600219.SH,X000723.SZ,X600339.SH,X002271.SZ,X600489.SH,X000959.SZ,X600352.SH,X601158.SH,X600808.SH,X000883.SZ,X000807.SZ,X000983.SZ,X000630.SZ,X600549.SH,X000825.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0117939470141519,0,-0.035933730381196,0.220273060271366,0.0534339680536187,0,0.0408215273201667,-0.0674283259851904,0,0,0,0,0,0,0,0,0,0,0.0112450610337501,0,0,-0.0608617368432053,0,0,0,0,0,0,0.0386408302137362,0,0,0.0610355710196525,0,-0.00617761910057431,0,0,0,0,0,0,0,0,0,0.00148408413317973,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.054538837442727,0.00899026299028966,0,0,0,0,0,0,0,0,0,0,-0.0220974531462813,0,0.0354177128574343,0,0,0.00337779326279947,0,-0.00537734025192046,0,0,0,0,0,0,0,0.00335719054078152,0,0,-0.0146972242037193,0,0.0660951069959022,0,0,0.0357665874891236,0,-0.0202141344637581,0,0,0,0,0,-0.00772617495734609,0,0,0.000112303983594739,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.00378079097811605,0,0,-0.0542122024692224,0,0,0,0,0.990285111320736,-0.0029550325723532,0,-0.10078953906424,0,0,0,0,0,0,0,0,0,-0.100414064737705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11634781173978,0,0.0101088101715314,0.0931610577637889,0,0,0.0190579787899098,-0.0086388789800593,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0832392348268402,0,0,0,0,0,0,0.0537089100887247,0,0,0,0,0,0.0145670138783729,0,0,0.0813436412428649,0,0,0,0,-0.111341524470643,0,0,0,0,0,0,0,0,0,0,0,0.257330376541633,0,-0.0135110917182125,0.0136343891405455,0,0,0.210685551217508,-0.0457392327657209,-0.107147541665639,-0.0212843533166379,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0496046562711841,0,0,0,0,0,0,0,0,0,0.0999952358700938,0,0,0,0,0,0.0434423093728361,0,-0.064591763602619,0,0,-0.0943627110584986,0,0,0,0.134606676144006,0.0358810106028099,0,0,-0.0440036414833011,0,0,0,0,0,0,0.0123136463192034,0,0.13069268182274,0,0,-0.0423259034370897,-0.0539938554510793,0,0,-0.0551071007168644,0.0648445186375704,-0.05190279702952,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.475684985246841,0,0,0,0,0,0,0,0,0,0,0.00214097919172825,0,0,0,0,0,0,0,0,0,0,0,-0.0498900136102241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128631930400211,0,0,0,0.220595054276069,0,0,-0.0351565344259721,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0479091936135901,0,0,0.0701901771231978,0,0,0,0,0,0,0,0,0.229553147307838,0,0,0,0.00683203169871703,0,0,0,0.299721740564403,0,0,0,0,0,0,0,0,0.0344365421730891,0,0,0,0,0,0,0.106759533201601,0,0,0.0989651056035218,0,0.0221997829390247,0,0,0,-0.0101125884536484,0.00336449927954962,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250333920397399,0,0,0,0.155140100280192,0.0423666847317422,0,0,0,-0.000410228305632322,0,0,0,0,0,0,0,0.128882672622551,0,-0.0541496768167067,0,0.021259578454723,0,0.0247580454550308,0,0.00633410549107535,0,0,0,-0.0127240005170335,0,0,0,0,0.0769285322875186,0,-0.01145686424014,0.00603842943087217,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.622620358235114,0,0,0,0,0,0.120155883868794,0,-0.115613506707291,0.0368693393430221,0,0,0,0,0.100519459571055,0,0,0.0368199530999543,0,0,0,0,0,0,-0.123079203080276,0,0.0483660782209828,0,0,0,-0.381688090714695,0,0,0.241787387105386,0,-0.135929904308285,0,-0.0131454248202025,0,0,0,0,0,0,0,0.0358687410017979,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.00187885097160897,0.0371997390671062,0,0,0,0,0,0,0,0,0,0,0.0948942210515957,0.420673568559169,0,0,0,0,0,0.153973659173329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212445757202061,0,0,0.014239272390811,0,0.00683487920156082,0,0,0,-0.00283670399110317,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0452966053922359,0,-0.0347912721336359,0,0,0,0,0,0,0,0,-0.028480151565838,0.547673436525647,0,0,0,0.0681533633994185,0,0,-0.0240622512211811,0,0,0,0,-1.73472347597681e-18,0,0,0.0608114293464044,0,0,0,0,0,0,0,0,0,0,0,-0.0567204086218737,0,0,0,0,0.279076610126407,0,0,0,-0.0264977463988714,-0.0109432899047755,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0309344831098554,0,0.0219391820385434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492214834500766,0,0,-0.0947270268094776,-0.0516925558236057,0,0,0,0,0,0,0,0,0,0,0,0,0.0292950591028208,0,0,0.0598429647436493,0,0.05212251729304,0,-0.0554635811891545,1.73472347597681e-18,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0193572548036554,0.100453652126487,0,0.060849132455188,0,0,0,0,0,0,0,0.0503640069171102,0,0.101749289362569,0,0,0,0,0.0443549767058966,-0.145147916500646,0,0.0229848377214413,0,0,0,0,0.199657233369989,0.0192382889035163,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590764111498722,0,0,0,0,0,0
X600795.SH,0,0,0,0.0523711517053621,0,0,0,0,0,0,0,0,0,0,-0.0874947570230783,0,0,-0.247306066313974,0,0,0,0,0,0,0.110169208150672,0,0,0,0,0,0.0517931875794908,0,0,0,0,0,0,0,0,0,0,0.131334577623897,0,0.096629062785558,0,0,0,-0.0928947851483211,0,0,0,-0.0216605509614504,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,-0.0178908592445624,0,0.593363251879796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802342428780028,0,0,0.0573254238872294,0.0701929307087503,0,0,0,0,0,0,0,0,0,0,0,0,-0.103118014969495,0,0,0,0,0,0,0.00220468357449758,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.078839549444903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440274429771925,0,0.0966413778944956,0,0,-0.0214203405256066,0,0,-0.0254275925104344,0.0326430408057043,0,0.0455381508942829,0,0,0,0,0,0,0,0,0,0,0,0.140497656526929,0,0,0.0986191771809687,0,-0.244674505606644,0,-0.0224363094270489,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0.125755348207025,0.0160234938743066,0,0,0,0,0,0,-0.131312261680026,0,0.11951793963748,0,0,0,0,0,0,0,0,0,-0.1256327550935,0,-0.0414848825797667,0,0,0,0.121811764974758,0.125609888774958,0,0,0,-0.265451436830776,0,0,0,0,0,-0.0823832239868276,0,-0.113251742835601,0,0,0,0.241158224427925,0,0,1.0842021724855e-19,0.0697276874872756,-0.108729841535727,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193456925825818,0,0,0.0665443910930921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168614954875839,0.768335608197136,0,-8.67361737988404e-19,0,0,-0.0153533916446722,0.00481756103574849,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0876007302044693,0,0,0,0,0,0,0,0.161164939307584,0,0,0,0,0,0,0,0,0,0,0,0.00671211307734577,-0.0865378777774649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420261159063101,0,0.0331771101907275,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,-0.0641406724629403,0,0,0.108949130309943,0,0,0.0527905977137054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193912725255952,0,0,0,0,0.0299338414868401,0.0245717694724012,0,0,0.209603027932879,-0.0561534290962453,0,0,0,0,0,0,0,0,0,0,0,0.146299333870351,0,-0.0203921900145487,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.136728990542871,0,0,0,0.0912902792247643,0,0,0,0,0,-0.0104984159965043,0.0335034100873432,0,0,0,0,0,0.00644325697424364,0,0,0,0,0,0,0,0.0372293210235683,0,0,0,0,0,0,0,0.648266987012497,0,0,0,0,0,0.0171867966987907,0,0,0,0,0,0,0.00208083947371133,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,-0.21601372816786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526930094272126,0,0,-0.117770866754626,0,0,0.260562463205389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331776111519128,0.260065694826894,0,0.546430097201257,0,0,0,-0.0406847419997297,-0.00806332252502764,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0141589002979901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499077532123445,0,0,0,0,0,0,0.0564723631954985,0,-0.0277809944904775,-0.0108769381476654,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.171057802251297,-0.016659982442838,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0.789898282442823,0,0.0699775900856854,0,0,0,0,0.415559761661633,0,0,-0.0350358258420607,0,0,0.169826457820839,0,0,0,0,4.33680868994202e-19,0,0,0.0706845251677824,-3.46944695195361e-18,0,0.20608633022367,0,0,0,0,0,0.427610804456649,0,0,0,0,0.229977725516599,-0.214639460214683,0,0,0,0,0,-0.0626801154674703,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.139354934271537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127369638052458,0,0,0,0,0,0,0,0.00012207715924594,0,0,0,-0.0298559910403535,0,0,0,0,0,0,0,0.133427023407097,0,0,0.574939497736456,0,0,0,0,0,0,0,0,-0.0276739798217444,0.00117490249297715,0,0,0,0,0,0
X000709.SZ,0,0,0,0.014679638587554,0,0,0.231401906241197,0,0.0526219301497496,0,0,0,0,0,1.73472347597681e-18,0,0,0.0461074788355043,0,0,0,0.083196230149307,0,0,0,0,0,0,0,0.039299989434218,0,0,0,0,0,0,0.0124758976757628,0,0.297507412441424,0,0,0.0570721719345253,0,-0.0580197483368424,0.101461523063253,0,0,0,0,0,-0.0575061333235833,0.0223775654226046,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.274781962050502,0,0,0,0.155099078880454,0,-0.0494582300593206,0,0,0,0,0,0,-0.138460593386231,0.304107484297357,0,0,0,0,0.0862930190649579,0,0,0,0.0756863259833858,0,0,0.1210440932121,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.137456740585651,-0.00631453724156642,0,0.127218252542959,0.0368356008351452,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0924523717414579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324430430641599,0,0,0,-0.0247295919241988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153571467459066,0,0.0342667097536462,0.0473459787336947,0,0,-0.0117054924132106,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0429513023209856,0,0,0,0,0.0692460106181207,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504548728793442,0.0642451994929994,0.0214249318175161,0,0,0,0,0,0,0,0,0,0.0314494527965177,0,0,0,0,0,0,0,0.00942318005036261,0,0,0.0448419710706462,-0.0521994952378471,0.168794981814533,0,-0.00392386612520656,0,0,0,0,0,0,0
X000408.SZ,0,0,-6.93889390390723e-18,0,0,-0.829652222869972,0,0,0,0,0.220083947037565,0,0,0,0,0,0,0,0.196228042607878,0,0.405116619967511,0.0435655984759497,0,0.0774675090951606,0,0,0.327743007439792,0,0,0,-0.0269115058799245,0,0,0.378712641961328,0,-0.197697234890597,0,0,0,0,0,0.0656605182969996,0,0.00807614199605213,0,0,0,0,0,0.217336483320015,0.23546354450881,-0.115846652200992,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.227724335703688,0,0,0,0,0,0,0,-0.0545493803667793,0,0.439084921305583,0,0,-0.0692393944263243,0,0,0,0,0,0,0,0,0,-0.0767473306997817,0,0.106453727900633,0.333326106742255,0,0.0357947702593676,-0.107446264640646,0,0,0,0.0381656453958822,0,0,0,0,0,0,0,0.181654810152213,0,0,0,0.00397403345098849,0,0,0,0,0,0
X000553.SZ,0,0,0,0,-0.0546970724934611,-0.0660479147284815,0,0,0.0303759607238434,0,-0.10749365014292,0,0,0,0,0.104107757327898,0,0,0,0.0939710904368351,0,0,0,3.46944695195361e-18,0,0,-0.0041422270570407,0,0,0,0.0233380780540412,0,0,0,0,0.074749057071002,0,0,0,0,0,0,0,0.0171911188188306,-0.00101254213584262,0,0,0.121065142966049,0.137916535174271,0,-0.154438178218316,0.118858219793157,0,0,0,0,0,0
X600176.SH,0,0,0,-0.166826471041757,0,0.0611419372540906,0,0,0.0404520447404553,0,0,0,0,0,0,0.0914664174643556,0.0295133561502361,0,0,0,0,0,0,0,0,0,0.0373786182565036,0,0,0.0406448331063968,0.037280359948969,-0.0289499032609064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287324063750643,0,0.0716688148774696,-0.056067103074039,0.066408659003018,0,0,0,0,0,0
X600219.SH,0,0,0,0,-0.138959972154485,0.195007082314077,0,0,0,0,0,0,-0.010079251874882,0,0,0,0,0.0707568255465088,0,0,0,0.0711724908693819,0,0,0,0,0,0,0,0.0122347897870412,0,0.0609420209070977,0,0,0,0,0,0,0,0,0,0,0,0.0763002919076424,1.73472347597681e-18,0,0.141241353599633,0,0,0,-0.0127216019697996,-0.00550104811750993,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0.0979024703688404,0.0224565776397355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225676473750711,0,0,-0.0975830794901,0,0,-0.0813192721333535,0.11711818220233,0,0,0,0,0,0,0,0.157499706261472,0.00585193493247679,0,0,0,0,0.111317570934976,0,0,-0.181703017589953,0,0,0.00717701519830452,0,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0.0210557666319803,0,0,0,0,0,-0.18708333887457,0.145979409243566,0.0420075699736377,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00412340050999842,0,0,0,0.031869104264508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216150124535662,0,0,0,-0.0214910882348228,0,0,0,0,0,0,0
X002271.SZ,0,0,0,-0.146043544772587,0,0,0,0,-0.107166379706766,0,0,0,0,0,-0.0836729266303994,-0.0487552591894998,0,0,0,0,0,0.197458509464387,0,-0.0325045691948673,0,0,0.01771896800644,0,0,-0.305782827952996,0,-0.313897991628448,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0672905779354982,0.0549919285408664,0.151623832480027,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,-0.0253546878485959,0,0,0,-0.0176716878352189,0,0,0,0,0,0.203793723403536,-0.00806149117557877,0,-0.0195000265949566,0,0,0,0,0,0,0.0341112607092013,0,0,0,0,0,0,0,0,0,0,0.0109341681653303,0,0,0.215231116678446,0,0,0,0,0,0,0.0110762332614847,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687156218474538,0.0321320990721891,0,0,0,0,0,0,0,0.0480813329188094,0.101019242914614,0.0732511465798283,0.0501040990012731,0,0,0,0,0,0,0,0.115445108631836,0,0,0,0,0,0,0.158425219409205,0,0,0,0,0,0,0,0,0,0.0127922074421471,0,0,0,0,0,0
