,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X600660.SH,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600362.SH,X601600.SH,X600176.SH,X600426.SH,X601898.SH,X600010.SH,X600801.SH,X600188.SH,X600352.SH,X600489.SH,X000301.SZ,X600111.SH,X600795.SH,X601991.SH,X600688.SH,X600299.SH,X600803.SH,X002075.SZ,X600486.SH,X600219.SH,X600027.SH,X000932.SZ,X002466.SZ,X601992.SH,X300037.SZ,X002080.SZ,X002353.SZ,X601168.SH,X000630.SZ,X002409.SZ,X000898.SZ,X000723.SZ,X000807.SZ,X000027.SZ,X000883.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0017801681535116,0,0,0,0,0.0144466977167742,0,0,0.0108545438490417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416488611898832,0,0,0.0182750724864157,0,0,0.0181089752036088,0,0.00835548730403872,0.0873411707797728,0,0,0,0.0489718162332241,0,0,0,0,0,-0.0198884645905547,0,0,0,-0.00803260992792263,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0127184175659492,0,0,0.0241106734632368,0,0,0,0,-0.00865974020204227,0,0,0,0.0178919610243351,0.0177855011463988,0.00981635687676574,0,0,0,0,0.0167810061205941,0,0,0,0,0,0,0,0,0.0249572392251011,0,0.0210733670507221,0,0,0,0,0.0455212648291239,0,0,-0.0222877835152066,0,-0.00565882137630279,0,0,0,0,-0.0129188819896156,0,0
X601088.SH,0,0,0,0,0,0,-0.0223969425665806,0,0,0.0900088617634596,0,0,0.017417413279397,0,0,0,-0.0193572141335515,0,0,0,0,0.252130791322956,0,0,0.00808224217545639,0,0,0.0629633514689719,0,-0.0257297783106661,0,0,0,0,0,0,0.0141262909837649,0,-0.0195326382083379,0,0,0,0,0,0,0,0.0563055357841071,0,0,0,0,0,0,0,0,0,-0.00604594398261706,0,0
X600585.SH,0,0,0,0,0,0,0,0.0891386675692388,0,0.107854228505148,0,-0.0354734728593465,0,0,0,0,0,0.0564057456073992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567152899106533,0,0,0,0,0,0,0,0,0.0227831378630258,0,0.0110464717655746,0.0110134719985713,0,0,0,0.00899183158672236,0,0
X600309.SH,0,0,0,0,0,0,3.46944695195361e-18,0.102704947825712,0,0,-0.00831701411676884,0,0,0,0,0,0,0.363164264965746,0,0,0,0,0,0.0946165919675278,0,0,0,0,0,0,-0.160357470506327,0.180998311324551,0.147669965332743,0,0,0,0.00140282191756269,0,0.170435569375465,0.0798379946945341,0.299158373469452,0,0,0,0,0,0,0,0,0,0,0.014041028689401,0,0,0,0,0.0109033843632677,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.00413606168927356,0,0,0,-0.0336043197287809,0.0784908173185708,0.00650303450924822,0,0,0,0,0,0,0,0,0,0.0491438732838041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244159844163684,0,0,0.031714363609461,-8.67361737988404e-19,0,0,0,0.00483301699330538,0.0576905812028313,0.0322155270084775,0,0,0,0.0163394628251346,0,0
X000708.SZ,0,0,0,0,0.00384761926982555,0,0,0,0,0,0,0.0405273874450118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978235315911074,0,0,0,0,0.120536245356956,0.107906057771791,0,-0.0117776174720326,0.0206141533625109,0,0,0,0,0,0,0,0,0,0.0145730036209072,0,0,0,0,0,0,0.0473307941412582,0,0
X600547.SH,0,0,0,0,0,0,0.0179536751380722,0,0,0.124928266582659,0,0,0,0,0,0,0,0.0511267797097737,0,0,0,0,0,0.579702223976259,0,0.049968031422804,0,0,0,0,0,-0.000649986078116678,0,0.0350036219769709,0,0,0.029583707594877,0,0.0213449920758153,0,0,0,0,0,0,0,0,0,0,0.0136200258822994,0,-0.0126238488649362,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.111688861024483,0,0,0,0,-0.0624667623038095,0,0,0,0,0,0,0,0,-0.00140518194149089,0,0,0.136244904546879,0,0,0,0,0,0,0,0.206550468618551,0,0,0,-0.0759576934731475,0,-0.0304364749149818,0,0.255144610447061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636519093597562,0,0,0,0.0120622086639142,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0108375115734351,0,0.137517107281323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226864464721219,0,0,0,0,0,0.309563849506639,0,0.287884858367433,0,0,0.205305209682345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605708343150264,0,0
