,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X002460.SZ,X300072.SZ,X000898.SZ,X600111.SH,X600352.SH,X600176.SH,X601992.SH,X000553.SZ,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X002271.SZ,X600315.SH,X601158.SH,X600426.SH,X000408.SZ,X601699.SH,X600489.SH,X000830.SZ,X600808.SH,X000883.SZ,X600219.SH,X000630.SZ,X600339.SH,X002470.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.171726584131091,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.024404904697487,0.0764003075142016,0,0,0,0,0.0523234941008682,0.0635462909028085,0,0,0,0,0,0.0234767881182155,0,0,0,0.0287436351612429,0,0,0,0.102438763182303,0,0,0,0,0,0,0,0,0.113919425555397,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.242831316383568,0,0,0,0,0,0,0,0.0440340309119549,-0.0525879142510587,0.333780740778036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108260423847982,0,0.147480260317042,0,0,0,0,0,0,-0.0419362644056005,0,0,0,-0.0209592022759959,-0.00591687320430825,0,-0.247321101658701,0,0,0,0
X601088.SH,0,0.324332037984696,0,0.195240092701403,0.179382397265189,0,-0.00444340595560178,0,0.139763364138089,0,0,0,0,0,0,0,0,0,0,0,-0.0219571976711228,0,0,-0.0147200857431471,0,0,0,0,0,-0.130903691988237,0,0,0,0,0,0,0,0,-0.0635891216459184,0.272278460092898,0,0,0,0,0,0,0,0,0,0,0,-0.0578565420249636,0,0,0,0,0,0
X600019.SH,0,0,0.284587193105286,0,0,0,0,0,0.325605421681533,0,0,0,0,0,0,0,0,0,0,-0.107028952776257,0,0,0,0,0,0,0,0,0,0,0,-0.0133523646583257,0,-0.112614947187652,0,0,0,0,0,0,0,-0.0390876340281936,0.240641411381915,0,0,0,-0.0593840786219914,0,0,1.73472347597681e-18,-0.00132737150846493,-0.0152019658234275,0,0,0,0,0,0
X600585.SH,0,0,0.123810658301287,0.10773897655875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00585200977773214,0,0,0,0,0.157889849475159,0,-0.115717305266452,0,0,-0.0896444091803843,0,0,0,0.0193827002836898,0,0,0,0.34422174745209,0,0,0,0,0.106644674887778,0,0,0,-0.060664895526555,0.0146896488447261,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0787179580122018,0,0.0423471334057734,0,0,0,0,0,0.231106193643872,0,-0.0833159416543149,0,0.18627861157663,0.0582611837491902,0.0489105414088011,0,0,0,0.191357209433338,0,0,0,0,0,0,0,0,0,0,0,-0.0488704411082405,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295304368233981,0.113893291072199,0,0,0,0,0,0,0,0.346263115599721,0,0,0,0,0,0.0630204535733749,0,0,0,0,0,0,0.0145193295177835,0,0,0,0.172418036693786,0,0.140615520745999,0,0,0.0417068418808258,0,0,0,-0.48507862497025,0,0
X600188.SH,0,0,0.425948966383751,0.185807803010505,0,0,-0.0928051445839263,0,0,0,0,0.24812800893763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282441586829881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19713823912083,0,0,0,0,0,0,0.122644639529134,0,0.215415482668431,0,-0.0113372481288098,0.00675048798680258,0,0,0,0,0,0
X601898.SH,0,0.00923355634337275,0,0,0,0,0,0,0.0451443384988804,0,0,0,0,0,0,0,0,0,0,0.0539135266900029,0,0,0.0577400840295047,0,0.0413912372035794,0,0.0975093413490041,0.00128823463585261,0.0653174814285364,0,0,0,0,0,0,0,0,0,0,0.126759385374684,0,0,0,0,0.0238303714608571,0,0,0,0,0,-0.00569668385315491,-0.0215356292444645,0,0,0,0,0,0
X601600.SH,0,0,0,0.175522800872819,0,0,0,0,0,0,0,0,0,-0.00327139437615386,0,0,0,0,0,0,0,0,0,0,0,0,0.0282536084142722,0,0,0,0.0463556615946157,0,0,0,-0.317846145214327,-3.46944695195361e-18,0,0,0,0.340549279349313,0,0,0,0,0,0,0,0,0.0426577960343329,-0.140834240752771,-0.0276626241216089,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0923843326273943,0,0,0,0,0,0,0,0,0,0,0.0875910426611402,0.405678933870555,0,0,0.181077669085491,0,-0.053089058347223,0,0,0,0,0,-0.00688338683084671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512806093189581,-0.00797457675897625,0,0,0,0,0,0
X600688.SH,0,0.162573025773725,0.172787255031235,0,0.0392770625735712,0,0.0558057605785129,0.0312914146470943,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00995735535529645,0,0,0,0,0,0,0.0267301646645012,0,0,0,0.0264220820631071,0,0.0322084651708306,0,0,0,0,0,0,0.143100705942485,0,0.0117762215233802,-0.00147885006919152,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0974243659687081,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00792381908045962,0,0,0,0,0,0.290198902686574,0,0,3.46944695195361e-18,0,0,0,0,-0.11222477365386,0,0,0,0,-0.26364501131051,0,0,0,0,0,0,0,0,-0.12503502269418,0.259933757807633,0,0.0299046172727282,0.0167637832161619,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0817543306976157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158400002829137,0,0,0,0.122477450496714,0,0,0,0,0.00105339322713844,0,0,0.0033955945311971,0,0,0,0.0762877704537194,0.0290337121282184,0,0,0,0,0,0,0,0.0285900232591472,-1.0842021724855e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0238967516084681,0,0,0.263047657110985,0,0,0,0,0,0,0,0,0.0124986020102276,0.0173289190729763,0,0,0,0.036189013609839,0,0,0,0.0077673761900711,0,0,0,0,0,0,0,0,0,0,0.18411528695284,0,0.00207753252199203,0,0,0,0,0,0.110351810994402,0,0,0.0156986359119462,0.00160478308015008,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0359767101494938,0.058963280236245,0,0,0,0,0,0.0936224865543166,0.0246793379358722,0,0,0,0,0,0,0,0,0.071997605817873,0.0419548772655121,0,0,0,0,0,-0.0354111240928058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854651691081321,0,0,0.0062557910294642,-4.33680868994202e-19,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.147709635312726,0,0,0,0,0,0,0,0,0,0,0,-0.0756890393373044,0,-0.0293178514994596,-1.0842021724855e-19,0,-0.0462660214944819,0,0.16786057953045,0,0,0,-3.46944695195361e-18,0,-0.00605314389502142,0,0,0,-0.00223623213427083,0,0,0,0,0,0,0,0,0,0,0.100564621820802,0.142605770028029,0,0,-0.0213941314698592,-0.0144565200521986,0,0,0,-0.0314713942794563,0,0
X600547.SH,0,0,0,0,0.038661043908063,-0.00840236018706494,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864372752424668,0,0,0,0,0.0415278493696657,0.0194221917983394,0,0,0,0,0,0,0,0.053491997824161,0,0,0,0,0,0,0.973209259962422,0,0,0,0,0,0.0100216734293581,0.0337543742944753,0,0,-0.0199280253726532,-0.0102195648166959,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0.0754592492315643,0,0,0,0,0,0,0,0,0,0,0,0.0226875933407434,0,0,0,0.216817537637236,0,0,0,0.050542786358378,0,0,0,0,0,0,0,0,0,0.38502092859025,0.165822223147543,0,0,0,0.0378420622993379,0,0,0,0,-0.00638652611489989,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.00858103549799262,0,0,0,0,0,0.592807151243498,0,0,0,0,0,0,0,0,0,0.0224378208786699,0,0,0,0.349542597561468,0,0,0.122602998982821,0,0,0,0,0,0,0.151004996634615,0,-0.114761842264001,0,0,0,0,0,0,0,0,0.046750465346763,0,0,0,0.00812149743357078,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,-0.0177373329624317,0,0,-0.0724210517448207,0,-0.169787683676992,0,0,0.218659294877387,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.212084524946439,0,0,0,0,0,0,0,0,0.347485412447595,0,-0.0542403696346651,0,0,0,0,0,0,0.193454234335402,0,0,0,-0.117552717082941,-0.0112537558666482,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738692094006077,0.0302668479701322,0,0,0,0,0.0400242631195747,0,0,0.0330065259452354,0,0.318357308774269,0,0,0,0,0,0,0,0,0,0,0.10366967379613,0.200979414883476,0,0.0650177636441183,0,0,0,0,0,0,-0.0017337543611867,0,0,0,0,0,0
