,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X000708.SZ,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X002271.SZ,X601992.SH,X600027.SH,X000723.SZ,X000786.SZ,X002353.SZ,X600516.SH,X002466.SZ,X600489.SH,X002460.SZ,X000898.SZ,X601158.SH,X600176.SH,X600299.SH,X600583.SH,X600612.SH,X000883.SZ,X000709.SZ,X600426.SH,X600219.SH,X000629.SZ,X000027.SZ,X000792.SZ,X000630.SZ,X600315.SH,X000553.SZ,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.055259297763214,0.000182191096027494,0,0,0,0,0,0,0,0,0.072301602382384,0,-0.0272745138606155,0,0.00516100029129887,0,0.0415228226889803,0,0.111754317532507,0,-0.0134667149098132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324816464064747,0,-0.0223161899182383,0,0,0,0,0.022545645980284,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00578335868423048,0.0514189777869919,0,0,0,0,0,0,0,0.0834169056455757,0,0,0,0,0,0,0.125557487344627,0,0,0,0,-0.0169306607542781,0,0,0,0,0,0,0,0,0,0.102020235691261,0,0,0,-0.0178309091466425,0,-0.0432325536984739,0,0,0,0,-0.00888768240789017,0.0237983400068017,0,0.0205656785608552,0,0,0,0
X601088.SH,0,0,0,0.223272765215723,0,0.145950191921765,-0.00869650141922754,0,0,0,0.0811087923790927,0,0,0,0,0,0,0,0,0,0,-0.0567178635554501,0.0819274119685653,0,0,0.0132989525774727,0.163182994220935,-0.098966217022295,0,0.00469722247803384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246020458859147,-0.0832876936043456,0,0,0,0,0,0,-0.0237575192780724,0,0,0,0,-0.00625406980218189,0,0
X600585.SH,0,0,0,0,0,0,-0.0544143790849803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581971262078274,0,0.0450798989470048,0,0,-0.0110194868906988,0,0,0,0,0,-0.120473355287515,0,0,0,0,0,0,0,0,-0.0565694661235373,0,0,0,-0.00471782672801542,0,0,0,0,-0.108625883202398,0,-0.00329048499802725,-0.0179634896355611,0,0,0,-0.00631678355282899,0,0
X600309.SH,0,0,0,0,0,0,0,0.0648857503632359,0,0,0,0,0,0,0.0582741622467428,0,0,0,0.0296085763731488,0,0,0,0.0991417331707414,0,0,0.0215770585273701,0,0,0.0491375045553596,0.0371267080150131,-0.118794933117723,0.118598569728041,0,0,0,0,0,0,0,0,0.0344082281974336,0,0,0,0,0,0,0,0,0,0,-0.0316553121010852,0,0,0,0,0,0,0
X600019.SH,0,0,0.209124835963712,0,0,0,0,0,0,0,0.0345432265364923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747390733291754,0.00920634604732574,0,0,0.0125098265097508,0.0214307521414508,0,0,0,0,0.00240984817924864,0.0966401717157161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173992341325202,0,0,0,0,-0.0301847109531389,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0125229722734636,0,0,0,0,-0.154981408423871,0,0,0.130413657799341,0,0,0,0,0,0,0,0,0.00991864317249868,0,-0.102156434619443,1.14980538290549,0,0,0,0.0139712104301711,0,0,0,0,0,0,0,0,0,0.167561601971764,0,0,0,0,0,0,0,-0.0209959992774512,0,0,0,0.0193777538922923,0,0
X600011.SH,0,0,0,0,0.113045999625959,0,0.00303081117205827,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0591839243435936,0,0.318453360786172,-0.16031114602505,0,0.0405869023625815,0,0,0,0,0,0,0.269297645132069,0,0.0616488608405739,-0.00616476516484954,0,0,0,0,0,0,0,0,0.070886381664444,0,0,0,0,0.023150548069926,0,0,0,0,0.0219896724159654,0,0
X600010.SH,0,0,0,-0.00850728122107063,-0.00101514207171931,0,0,0,0,0.271864462797631,1.73472347597681e-18,0,0,0.00668827576039302,0,0,0,0,0,0,0,0,0,0.211508316071065,0,0.162686507793782,0,0,0,0,0,0,0,0,0,0.0857740873569188,-0.0819519513335131,0,0,0,0,0,0,0,0,0,0,0,0,0.00100235030844365,0,-0.0150266759468235,0.0513356603829564,0,0,0,0.0252071849688368,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.487389666294247,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0985179770398369,-0.150209825596568,0,0.0556466546874154,0,0,0,-0.0238876884046016,0,0,0,0,0,0,0,0.238267700638273,-0.0223371923501259,0,0,0,0,0,0,0,0,0,0,0,0,0.00788633908981158,0,-0.052896200387736,0,0,0,0,0.0217145881327172,0,0
X000708.SZ,0,0,0.166638746996498,0,0,0,0.203255840421857,0,0.0775214592253085,0.0843269285962289,0,0,0.102624994094455,0,0.38393064446457,0,0,0,0.114478644729536,0,0,0,0.0110657051853738,0.138556523973497,0,0,0,0,0,0,0,-0.0838701010401515,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674401390471532,0,0,0,0,0,0,-0.0173707631649747,0,0,0,0,0.0420703416938152,0,0
X601600.SH,0,0,0,0,0,0,0.0322346139757501,0,0,0,0,0,0,0.0178513390114455,0.0568163461837605,0.155340440476258,0,0,0,0,0,0,0.0373984501294774,0.0469942917373749,0,0.109054659206133,0,0,0,0.00770876145483826,0,0.0389147348417447,0,0,0,0,0,0,0,0,0,0,0,0.213307494802961,-0.00561617504141721,0,0,0,0,0,0,0,0.0390035945489015,0,0,0,0.00784987086654172,0,0
X600886.SH,0,0,0,0,0,0,-0.0848548580460227,0,0,0,0.0741621641077984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123741947643257,0.00488355001141222,-0.0467605520417831,-0.22003331499992,0.0629605130337534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159794248852753,0,0,0.228438561758389,0,0,0,0,0.010614572942879,-0.0247516877477724,0,0,0,0.053191290494214,0,0
X600660.SH,0,0,0,0,0,0,-0.0552796031128698,0,0.158651177783266,0,-0.00907898264567905,0.0185511610909326,0,0,0,0,0.0109249741938757,0,0,0.0423758926555634,0,0,0.257757028123946,0,0,0.0258086457519837,0.0313123947225032,0,0.0524684067138028,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0885492824728102,0,0.0172900959380071,0,0,0,0,0,0,0,0,0,0,0.00150397840845199,0.0104236938942955,0,0,0,0.0164566031187662,0,0
X600188.SH,0,0,0,0,0,0,-0.0752082720560749,0,0,0.255561494378326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206590311309812,0,0,0,-0.0296259170118094,0,0,-0.0960893101158317,0.0403309619454224,0,0,0,0.0756710053942834,0,0,0,0,0,0,0,0.123376878965643,0,0,0,0,0,0,0,-0.00562433911091007,-0.0208786361303495,0,0,0,0,0,0
X600362.SH,0,0,0,0.0753967053694621,0,0,0,0,0,-0.00317476597022022,0,0.208144201039541,0,0,0,0,0,0,0,0,0.0317507056658398,0.0725639047150367,0,0.0315326592946578,0.0192397108290843,0,0,0,0.077628503731424,0.0250240554603707,0.183590938404556,0,0,0,0,0,0,0,0,0,-0.00294120478682675,0,0,0,0,0,0,0,0,0,0,0,-0.0134836191153869,0,0,0,-0.0236903808019148,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126052031481303,0,0,0,0,0,0,0,0.0473005431645259,0.0446903026645537,0.0861302521674543,0,0,0,0,0,0.25433114808803,0,0,0,0,0,0,0,0,0.0471537933391876,0,0,0,0.0219263093041405,0,0,0,4.33680868994202e-19,0,0,0,0.0135155852577881,0,0
X600795.SH,0,0,0,0,0.0347951741143738,0,0,0,0,0,0.0251799980613994,0,0,0,0,0,0,0,0,0,0,0,-0.0107096404477722,0,0,0.0415876694230957,0,0.0518425137494926,0,0.0268139529196894,0,0.018514039438219,0,0,0,0,0,0.0463470594179598,0,0,0,0,0,0,0,0,0.00233707106628263,0.120796619849581,0.0142059914066751,0,0,0,-0.00663143352693335,0,0,0,-0.0041173248790138,0,0
X600352.SH,0,0,0,0,0.0644461370997646,0,0,0,0,0.280530987953705,0.0973804534256455,0,-0.0902502419211729,0,0,0,0,0,0,0,0,0,0,0,0,0.241795868404494,0,0.154850546864132,0,0,0,0.0812883847195763,0,0,0,0.140246958242005,0,0,0,0,0.0167653723405339,0,0,-0.0953593570208485,0,0,0,0,0,0,0,0.0154911655419167,0,0,0,0,-0.0272670649691562,0,0
