,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600362.SH,X600688.SH,X300072.SZ,X600660.SH,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X600516.SH,X000898.SZ,X600111.SH,X600886.SH,X600176.SH,X000786.SZ,X002460.SZ,X000709.SZ,X600157.SH,X600352.SH,X601699.SH,X000553.SZ,X600027.SH,X000792.SZ,X000825.SZ,X002271.SZ,X600489.SH,X600808.SH,X000983.SZ,X600299.SH,X000830.SZ,X000408.SZ,X600219.SH,X000959.SZ,X002092.SZ,X002110.SZ,X601158.SH,X600583.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.403701772046591,0,0.0374076129882374,1.73472347597681e-18,0,0,0,0,0,0,0,0.03814005181788,0,0,0.0162409673034377,0,-0.0306173690584724,0,0,0,0,0,0.00755813128112788,0,0,0,0,0,0,-0.0407223730258124,0,0.0139768595161033,0,0,0,0,0,0,-0.0422813914219614,0.044749336906328,0,0,0,0,0,0,0,0,0.00550679043124932,0,0,0,0,0,0,0
X600028.SH,0.0697920883965136,0,0,0,0,0,0,0,0,0,0,0.322774344062889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0637058477596406,0,0,0,0,0,-0.127415708123607,0,0,0,0,-0.00141653107974556,0,0.104762390175188,0,0,-0.0128876169641846,0.021820637228355,0,0,0,0,0,0
X601088.SH,0,0,0,0.0996585409419777,0.138239938501113,0,0,0,0,0,0,0,0,0,0,0,-0.00272438899200653,0,0,0,0,0,0,0,0,0,0,0,0,0.0943357667832825,-0.0549927667163203,0,0,0,0,0,0,0,0,0.169315383262503,0,0,0,0,0,0,0,0,0,0,0.00396737157273185,0,0,0,0,0,0
X600019.SH,0,0,0.0843158962618295,0,0.269999759350226,0,0,0,0.0453418620793623,0,0,0,0,0,0,0,0,0,0,0.0864481578112186,0.397117824210854,0,0,0.0306616635833624,0,-0.127166791022927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131067831556,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.260389141204339,0,0.134938115300238,0,0,0,0,0.0594973409594703,0,0,0,0,0,0,0,0,0.184658936641091,0,0,0,0,0.0405548300799687,0.0398048246371711,0,-0.3005135545852,0,0,0,0,0,0.126495106017328,-0.0879316846341761,0,0,0,0,0.0361714481927371,0,0,0,0,-0.00898643018273949,0.0074418327947513,0,0,0,0,0,0
X600010.SH,0,0,0,0.0310037231963394,0,0,0,0,0.143963706419399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804456409481945,0,0,0,0,0.146174918827331,0,-8.67361737988404e-19,3.46944695195361e-18,0,0,0.0707249731569015,0.0802768435238272,0,0,0,0,0,0,0,0,0,0,0,0.0101061801795055,-0.00122850820250748,0,0,0,0,0,0
X600309.SH,0,0,0.0670523708231165,0,-0.0860537942746342,0,0,0,0,0,0,-0.0594042634255549,0,0,0,0,0,0,0,0,0,0,0,0,0.192381564443848,0,0,0,0,0,0,0,0.0171069994246085,0.0713349320196006,0,0,0,0,0,0,0,0,0,0,-0.0081402135808956,0,0,0,0,-0.0244737241194355,0.0503579718825826,0,0,0,0,0,0
X600011.SH,0,0.0514822197457951,0,0,0,0,0,0,0,0,-0.0689540963566346,0,0,0,0,0,0,0,0.0517440802794145,0.0344141866186553,0,0,0,-0.0914918910385046,0,0,0,0,0,0,0.200278234661505,0,0.00768287212799862,0,0,0,-0.0197210747393788,0,0,0.036679291790214,-0.056623549675218,0,0,0,0,0,0,0,0,-0.0106038324843543,0,0,0,0,0,0,0
X600188.SH,0,-0.188520114798588,0,0,0.287791049565053,0,0.0719715817342862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730635512872652,0.192368564654072,0,0,0,0.333222993725156,1.73472347597681e-18,0,0.0851589111641638,0,0,0,0,0,0,0,0,0,0,0,0.0791790217830785,0,0,0,0,0.0257692832322505,-0.0206352220528369,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.141038299578506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391188276344484,0.0930277689433865,0.0554875921898498,0,0.0613010132865518,0,0,0,0.0645462817403634,0,0,0,0,0,0,0.0210370769700218,0,0,0,0,0,0.00115273696936577,0.00401987796970396,0,0,0,0,0,0
