,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X600801.SH,X600688.SH,X000786.SZ,X600111.SH,X002271.SZ,X600027.SH,X601992.SH,X000723.SZ,X600176.SH,X002466.SZ,X002460.SZ,X002353.SZ,X600299.SH,X000898.SZ,X600516.SH,X600489.SH,X600583.SH,X600426.SH,X601158.SH,X000883.SZ,X000709.SZ,X600612.SH,X600219.SH,X000792.SZ,X000027.SZ,X000553.SZ,X000629.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0236445967106671,0.115998674641382,0,0,0,0,0,0,0,0,0.0897987104515691,0,0,0,0,0,0.0948251070815406,0.00699616899943843,0,0,0,0,0.0559728762485049,0,0,0.00013514836178666,0,0.0648291285969889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161662016374109,0,0,0,0,0.0135545002220525,0,0
X600028.SH,0,0,0,0,0,0,-0.000429510089601732,0,0.0418419193925437,0.0147037694354551,0,0,0,0,0,0.0567165935432995,0,0,0.120279263840037,0,-8.67361737988404e-19,0,0,0,0,0,0.070199313003128,0,0,0,0.00114473118143806,0,0,0,0,0.0687898366320433,0.0249928097110095,0,0,0,0,0,0,0,0,0,0,0,0,-0.122106478364374,0,-0.00394230171927747,0.0200073409971463,0,0,0,0.0158254447888897,0,0
X601088.SH,0,0,0,0.237819006260408,0,0.000647668404295497,0,0,0.0461130456245088,0,0,0,0,0,0,0,0,0,0,0.0596107634315401,0,0,-0.186716573033999,0.112718278317098,0,0,0,0,0.0265249767043402,0,-0.0948109409565311,0,0,0,0,0,0,0,0,0,0,0,-0.0116809333555737,0,0,0,0,0,0,0,0,-0.0417707002425893,0,0,0,0,-0.00635272491203367,0,0
X600585.SH,0,0,0,0,0.052686129965948,0,0,0,0.064336090692359,0,0,0.0908442294593118,0,0,0,0,0,0,0,0.19181657887667,0,0.0183675486751469,0,0,0,0,-0.0771819258826338,0.143538884969058,0.0334928077304675,-0.0298237500597628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969464863635836,0,0,0,0,-0.00809021155321772,0,0
X600309.SH,0,0,0,0,0,0,0,0.0625693059312186,0,0.0748820268405407,-0.070941281073827,0,0,0,0,0,0,0,0,0.00735600495812863,0,0,0,0,0,0,0,0.13230658976829,0.0622550540445709,0.104146570143682,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228555092145228,-0.0120048418420888,0,0,0,0,0,0
X600019.SH,0,0,0.202461976588368,0,0,0,0,0,0.0436160930253209,0,0,0,0,-0.0533713120831865,0,0,0,0,0.0130852841885448,0,0,0,0,0.0336883882030785,0,0,0.0259039221787339,0,0,0,0,0,0,0,0,0.0211028222281007,0,0,0,0,0,0,0,0,0.00349979872614708,0,0,0,0,0,0,0,0,0,0,0,0.0124220816642312,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396961896158479,0.0205851520051369,-0.119274399847499,0.0520047976315381,0,0,0,0,1.36077708181328,0,0.147554590436923,0,0,0,0.123385642732108,0,0.103151911814507,0,0,0,0,0,0,0,-0.146463695090497,-0.0545239821644878,0.0238009434544819,0,0,0,-0.0107617817534983,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096807203508141,0.278816160149045,0,0,0.123130410714648,0,0.00402006576433834,0.0413308234977011,0.0359350333900811,0,0,0,0.0904555157178692,0,0,0,0,-0.0617291618265089,0,0.177073054714607,0,0,0,0,0,0,0.102164331435586,0,-0.00303171624139217,0,0.0273595509339946,0,0,-0.0256526927432635,0,0
X000708.SZ,0,0,0.591495239866897,0,0,0,0,0,0,0,0.250717961163948,0,0,0,0,0.178136082655789,0,0,0,0.115534937562978,0,-0.0588936433434162,0,0.0229246990511673,0,0.143962663077429,0,0,0.0979152753923619,0,0,0,0,0,0.382700794289176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066288896512387,0,-0.0539104211640426,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.16611946865727,0,0.0836950926317231,0,0.227368655935238,0,0,0,0,0,0,-0.219198750049749,0,0.0747605188124098,0,0,0,0.00824313762433555,0,0,0.102272837175187,0,0,0,-0.0391696892189594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090157050804164,0,0,0,0,0.0280088329935724,0,0
