,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600188.SH,X600011.SH,X000877.SZ,X002271.SZ,X600660.SH,X000708.SZ,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X000807.SZ,X600688.SH,X002353.SZ,X600801.SH,X600027.SH,X600352.SH,X000825.SZ,X000959.SZ,X000932.SZ,X000630.SZ,X600157.SH,X600489.SH,X600516.SH,X601699.SH,X000960.SZ,X300073.SZ,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.31572634460827,0,0,0,0.0976171771888416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00174083904824099,0,0,0,0,0.0675008817679308,0.118403025311905,0,0,0.0195655364868029,0,0.000847076919333845,0,0,0,0,0,0,0,0.0120737387226993,0,0,0,0,-0.0263925151611695,0,0,0,0,0,0
X600028.SH,0.0478396697961939,0,0,0,0,0,0,0,-0.0378469051435212,0,0.0290412952104763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599424236772417,0,0.0983129659887256,0,0,0,0,0,0.0363872621665738,0,0,0,0.0888792756084658,0,-0.0208881326008896,0,0,0,0,0,0,0,0.00438925764751865,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.139117789528838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220763954446529,0,0,-0.0180035068022547,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00407884682438617,0,0,0,0.124951018686506,0,0,0,0,4.33680868994202e-19,-0.0102509207956098,0,0,0,0.0100442984870259,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.158669807191219,0.046753611569639,0.110922708464049,0,-0.0514997996313806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165633942614083,0,0.018332890404706,0,0,0.0268139108281677,0,0,0.081599814441823,0,0.0272477843710075,0,0,0,0,0,0,-0.00639118037155264,0,-0.0160185037504185,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.075004682889165,0,0,0,0,0.0776275162227686,0,0,0,0,0,0,0,0.110057738898234,0.0491085865974561,0.0378021547294335,0,0,0,0,0,0,0,0.0142452238008427,0,0.36282622701981,0.00515248428238706,0,0.00614201458379325,0,0,0,0,0,0,0,0,0,0,0,-0.0209177845965972,0,0,0,0,-0.0124043157370997,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0395396782776666,0.151976837394626,-0.0437479452346889,0,0,0.0636975455490024,0.0113622170917142,0.435580468728831,0,0,0,0,0,0,0,0,0,-0.188093078214917,0,0.0649645287984267,0.130108237569672,0,0,0,0.0481625268537501,0,0,0,0,0,0,0,0,0,0.0557214034485124,0,0,0,0,0,0.264890596460986,0,0,-0.0559315150506995,0,0,0,0,-0.0574126049517759,0,0
X600019.SH,0.152046479223535,0,0,0,0,0,0,0,0,0,0.0248518875182913,0.011078158771472,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540835477844721,0,0,0,0,0,0,0,0,0,0,0,0.0615995508154098,0,0.180571993325688,0.0506169866333099,0.339511912989954,0,0,0,0,0,0.03951304460135,-0.0519154382068318,0,0,1.73472347597681e-18,0.00622891421811671,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.238748708906384,0,0,0,0,0,0,0,0,0.0460945854947827,0,0,0,0,0,0,0,0.285824601210497,0,0,0.17813818131023,0,0,0,0,0,0,0,0,0,0,-0.36645305993047,0,0,0,0,0,0,-0.0752592510847734,0,0,0.0439559389181958,0,0.0179855626608556,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.109099770712455,0,0.0198367303344666,0,0,0,0,0,0,0.135199188157405,0.190872328893105,0.193138846562259,0.0103590628949589,0,0,0,0,0,0,0,0.0985365870087502,0,0,0,0,0,0,0,0.107351683025344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600188.SH,0,0,0.145185770967312,0,0,0,0,0,0,0,0,0,-0.113023732106968,0,0,0,-0.176009170812075,0,0,0.297706087422254,0,0.494737694575657,0,0,0,0,0,0,0,0,0,0,0.117928065469741,0.0321386321286234,0,0,0,0,0,0,0,0,0,0,0,0,0.18890057128158,0,0,0.0711200565666701,0,0.0331450033542948,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.27939856974275,0,0,0,0,0,0,0,0,0.0710506790869357,0,0,0,0.217446529722849,0,0,0,0.045568146274783,0,0,0,0,0,0,0,0.033223084445265,0,0.0269634190220989,0,0.637925900778058,0,0,0,0,0.018429321260162,0.0394594840921011,0,0,0,0,0,0,0,0,0.0182497236545583,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.332627109300313,0,0,0.0636350708006919,0,0,0.00544195072307666,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0878975682459124,0,0,0.0769969181426063,0,0,0,0,0,0,0,0,0,0,-0.224559172488031,0,0,0,-0.0164762324517908,-0.0262191741442761,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104969359916253,0,0,0,0,0.20807960739347,0,0.138288685136961,0,0,0.619675789887834,0,0,0,0.0887254870449143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151723341046535,0,0,-0.0520663020805027,0,0,0,0,0,0,0,0
X600660.SH,0,0,0.0936433762080996,0.357918680847882,-0.00118902022280805,0,0,0,0,0.00797302807175019,0,-3.46944695195361e-18,0,0,0,-0.0679927236538249,0,0.0311411335042395,0,0,0,0,0,0,0,0,0,0,-0.0199964916372609,0,0,0,0.0267109597177389,0.052930976974517,0,0,0,0,0,0,0,-0.249032827617763,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0886077431013826,0,0,0,0,-0.113553841609985,0,0
X000708.SZ,0,0,0,0,0,0.0374160956646815,0,-0.0209203730923518,0.166857409675248,0,0,0,0.0239224560996514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081074720371276,0,0,0,0,0,0,0,0,0.147064631746248,0,0,0,0.0191513415852968,0,0,0,0,0,0.0684841258081572,0,0.00902593683799486,0,0,0,0.000105807314480787,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.3841800339711,0,0,0,0,-0.0379936955682463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384465881602903,0,0,0,0,0,0,0,-0.271819031455917,-0.154060214464133,0,0,0,0,0,0,0,0,0.0806435805665684,0.103524574157832,0.233005324283205,0,0,0.044915844533833,-0.0396999675849446,0,0,0,0.032803519943496,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00954873455231671,0.0177470258811628,0.00726454409854695,0.0817737310042088,0,0,0,0,0,0.0352195353935302,0,0,0,0,0,0,0,0,0,0,0,0,-0.105621895820162,0,0,0.336344409489928,0,-0.121539503396655,0.0284440732955425,0,0,0.151193677755671,0.1606683803202,0,0,0,0,0,0,0,0,0,0,0.0140343770312908,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.052129818989677,3.46944695195361e-18,0,0.0492235500059936,0,-0.0702939540034341,0,0,0,0,0,0.00917568166242919,0,0,0,0,0,0,0,-0.0110082008158956,0.507611657954749,0,0,0,0,0,0,-0.0941861860669075,0,0,0,0,0,0,0,0,0,0,-0.0773412479970941,0,0.117371055216543,0.0940641797518667,0,0,0.0743458296859355,0.0321998476276477,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.145155549426799,0,0.0502714161491089,0,0,0,0,0,0.0172473736119425,0.0582073607938325,0,0,0,0,0,0,0,-0.042636826720118,0,0.10669150458464,0,0.105055142202263,0,0,0,0.44757716834556,0,0,0,0,0,0.0985611352966562,0,0,0,0,0,0,0,0.00482576080912911,0,0,0,0.044247149512995,-4.33680868994202e-19,0,0,0,0,0,0
