,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600111.SH,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X600188.SH,X000301.SZ,X000877.SZ,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X600362.SH,X601898.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X000408.SZ,X600219.SH,X300073.SZ,X002326.SZ,X600688.SH,X300037.SZ,X600516.SH,X601991.SH,X000786.SZ,X600399.SH,X000831.SZ,X600795.SH,X600141.SH,X600096.SH,X000825.SZ,X000959.SZ,X000155.SZ,X600352.SH,X600489.SH,X600486.SH,X600157.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.213696670899684,0,0,0,0.0107888557173274,0,0,0,0,0,0,0.051412846230856,0.0502285244950969,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0121243577747919,0,0,0,0.151707157697799,0,0.0319858516120506,0,0,0,0,0,0,0,0,0,0.0400051516227299,0,0,0,0,0.0971631670519365,0,-0.0132227920140765,0,0,0,0,-0.100505744657197,0,0
X600028.SH,0.153914498136414,0,0,0,0,0,0,-0.000142866593476972,0,0.147196973121345,0,0,0.0776231249552383,0,0,0,0,0.00950546672197527,0,0,0,0,0,0,0,0,0,0.0140774732357166,0,0,0,0,0.0749720809261809,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0518128465157431,0.0901842977224381,0,0,-0.0129106160627002,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.193614612914295,0,0,0.135560228639004,0,0.0408018143624049,0,0,0,0.414101021647877,0.0874303780359703,0,0,0,0,0.0060818538859597,-0.0371354915107902,0.0259838185679351,0,-0.0266226827085429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116715825900821,0,0,0.00684070904268867,0,0,0,0,0,0
X600309.SH,0,0,-0.00789216601816675,0,0,0,0,0,0.000958704444496052,0,0,0,0,0,0,0,0.0530895826457208,-0.028460427119869,0,0,0,0,0,0,0.281415128315389,0.105477158399908,-0.0233239432672021,0,0,0,0,-0.0501653570643774,0,0,0,0,0,0,0,0,-0.136344082434227,0.0442592616164188,0,0,0,0,0,0,0,0,0,0.028010416093689,0.0025110659481988,0,0,0,-0.011119703115848,0,0
X002460.SZ,0,0,0,0,0,0,0,0.542449020187417,0,0,0,0.25557362060301,-0.107460612731758,0,-0.0125800630588373,0,0,-0.0383140678949363,0,0,0,0,0,0,0,0,0,0,0.0406358398842429,0,0,0,0,0.0345371953767298,0,0,0,0.0352585586653011,0,0,0.0836044846621257,0.0761770460224108,0,0,0,0,0,0,0,0,0,0,0.0141101925114661,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.131835371130847,0,0,0.512679859945194,0,0,0,0,0,0,0,0,-0.0745972403283677,0,0,0,0,0,0,0,0,0.152476861123915,0,1.38777878078145e-17,0.0482601774730339,0,0,0,0,0,0.177449793326508,0.0936958227729807,0,0,0,0,0,0,0,0,0,0,-0.172054278756833,0,0,0.016730335475796,0,0,0,-0.0086497558276445,0,0
X600585.SH,-0.0701522327256162,0,0,0,-0.0328769789487223,0,0,0,0,0,0,0,0.0796977672877328,0,0.372493883354969,0,0.0865805466114681,-0.0801195004136636,0,0,0,0,0.140913323820869,0,0,-0.0478575036443577,0,0,0.228672334767066,0,0,0,0,0,0,0,0.201098378081686,0,-0.043699885023801,0,-0.0687919396746781,0,0,0.0141157779566234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.515452637995159,0.0652682404073257,0,0,0,0,0.0955989509287104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098976639762378,0,0.168343547885604,0.00138489999427867,0,0,0,0,0,0,0,0,0.0402172609273336,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403986749768589,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0694704835520877,0,0,0,0,0,0.153066631456236,0,0,0,0,0,0,0,-0.147214983681282,0,0,0,0,0,0,0,0,0,0.0681067122830459,0,0,0,0.2702277751582,0,0,0,0,0,0.00852933555284258,0,0,0.0268546207270793,-0.0155387928570343,0,0.298747894381348,0,0,0,0,0,0,-0.00367117539520425,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.123712267043465,0,4.33680868994202e-19,0,0.202824125416547,0.0865168099076712,0,0,0,0,0.0886818537629418,0,0,0,0,0,0.00445911407909086,0.0329895172260253,0.0664264976339775,3.46944695195361e-18,0,0,0,0,0.0303657966808378,0,0,0,0,0,0,0,0.273377717832438,0,0,0,0,0,0.00716575836860703,-6.93889390390723e-18,0,0,0.0146546122443816,0,0,0,0,0,0
