,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600547.SH,X600585.SH,X600886.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600010.SH,X600027.SH,X601699.SH,X600111.SH,X002460.SZ,X600160.SH,X000983.SZ,X600426.SH,X000301.SZ,X002466.SZ,X600803.SH,X601991.SH,X000786.SZ,X000933.SZ,X000877.SZ,X600985.SH,X002128.SZ,X000630.SZ,X000807.SZ,X600176.SH,X601168.SH,X600219.SH,X000408.SZ,X002271.SZ,X600348.SH,X600612.SH,X000883.SZ,X600096.SH,X000932.SZ,X000027.SZ,X002353.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.680799506111239,0,0,0,0,0.0484220596827907,0.201568760534948,0,0,0,-0.104715284393776,0,-0.0682479846277047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0236372482133999,0,0,0,0,0,-0.0266491292415589,0,0,0,0,0,0,0,0,0,0,0.0100901280930596,0,0.0873788134637005,-0.0307136799410318,0.0142444490478796,0,0,0,-0.0118154160726203,0,0
X601088.SH,0.119387755057054,0,0,0,0.227967031565473,0,0,0,0.0831141433908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00951648910769697,0.144198334273845,0,0,0,0,0,0,0,0,0.111792807391775,0,0,0,0,-5.42101086242752e-20,0,-0.00646330209993499,-0.0160428960042604,0,0,0,0,0,0,0,0,0,-0.0174572786081626,0,0,0,0,0.0442139352739729,0,0
X600028.SH,0.341749696217556,0,0,0,0,0,0,0,0,0,0,0,0,0.0257082946935569,0,0,0,0.0783004383181165,0,0,0.044192106182083,0,-0.153921396161152,0.0146129042006782,0,0,0,0,0,0,-0.0730194811991151,0,0,0,0,0,0,0,0.078756035497533,0,0,0,0,0,0,0,0,0,0,0,0,0.0187885744780636,-0.000542262681178465,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0267103014331694,0,0,0,0,0,0.0932160653223503,-0.0116945458951164,0,0,0,0.0522870191739746,0,0,0,0,0,0.0502819372823356,0,0,0,0,0,0,0,0,0.0477303082968288,0,0,0,0,0,0,0.0600965305952738,0,0,0,0.0797397463114378,0,-0.208508268228811,0,0,0,0,-0.00771810708442178,0,0,-0.0450311286809289,0,0,0,0,0.0418211691371925,0,0
X600188.SH,0,0.0452469320698382,0,0,0,0.309943192579354,0,0,0,0.132455145304331,0,0,0,0,0,0,0,0,0,0,0.326535774647308,0,0,-0.0186381505030043,0,0,-0.000731347103163928,-0.0598090905147844,0,0,-0.0665244760778848,0.0463546511143326,0,0,0,0,0.00525279832095319,0,-0.015329265994513,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148911296872386,0,0,0,0,0,0
X601898.SH,0,0.129833917892153,0,0,0,0,0,0.21430607418212,0,0,0.258392269677473,0,0,0,0,0.159967129676135,0,0,0.0409994596411697,0,0.0233337656911315,0,-0.0281929309967832,0,0,0,0,0,0,0,0,0,0,0.630850238003904,0,0,0,0.114486334621574,0,0,0,-0.107703288382163,0,0,0,0.0477214331926658,0,0,-3.46944695195361e-18,0,0,0.110204500387072,-0.0477708335545485,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.111531423949959,0,0,0,0,0,-0.00678455558522288,0,0.00123873247835143,0,0,0,0,0.0727983752304,0,0,0.149755018848765,0,0.00603326386903285,0,0,0.00587818547428828,0,0,0,0.0506987965650688,0.0345982685800438,0,0,0,0.0598458407218393,0,0,0,0.300301706599876,0,0,0,0,0,0.035229736404396,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506795127479842,0,0,0,-0.0871503191585351,0,0.0544975048542188,0,0,0,0,0,0,0,0,0,0.208289296390215,-0.0500814177455888,0,0,0,0.0259326640091202,0,0,0,0,0,0,0,0,0,0.00193460968038794,0,0,0,0,0,0,-0.0392751341573269,0.0373755410285812,0,0,0,0,0,0
X601600.SH,0,0.052730085641372,0,0,0,0,0,0,0,-0.0703817174340653,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.118261872916602,0,0,0,0,0.27393736595332,0,0,0.12414600931645,0,0,0,0,0.227066881726373,0.0286597382496349,0.235174188703827,0,0,0,0.0313420384057649,0,0,0,0,0,0,0,0,0,-0.00516850277742051,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769535088512513,0.76175913442383,0,0,0,0,0,0,0,0,0,0.00979604536297449,0,0,0,0.147700523336437,0,0,-0.0435090269530158,0,0.0031641884173798,0,-0.0156192373500563,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760167673024933,0.0774634269355389,0,0,0,0,0,0
