,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600188.SH,X600585.SH,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600426.SH,X600362.SH,X000877.SZ,X600795.SH,X600176.SH,X600803.SH,X000983.SZ,X600489.SH,X000807.SZ,X601699.SH,X000786.SZ,X600027.SH,X601991.SH,X600160.SH,X000932.SZ,X000630.SZ,X000408.SZ,X000933.SZ,X600219.SH,X002080.SZ,X300037.SZ,X000629.SZ,X600688.SH,X000539.SZ,X600157.SH,X600612.SH,X600096.SH,X002409.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.10133156508221,0,0,0,0,0,0,-0.0351696592338581,0,0,0,0,0,0,0,0,0,0,0,0,0.00153590825216117,0,0,0,0,0,0,0.0484120591667125,0,0.0711592574959233,-8.67361737988404e-19,0,0,0.048158914799291,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069171236716121,0,0,-0.0244865627246837,-0.00149737239616754,0,0,0,0,0,0
X600028.SH,0.605874936681773,0,0,0,0,0,0.171655687081673,0.00982855854486968,0,0,0,0,0,0,0,0,0,0,-0.0861387090185903,0,0,0,0,0,0,0,0,0,0,0,0.143711198807074,-0.0279113255950945,0,0,-0.0707581834239238,0,0,0,0,0,0,0,0.0362336056594354,0,-0.0207943527376058,0,0,-0.172581611426912,0,0,0,0,0.0150332422453438,0,0,0,0,0,0
X601088.SH,0,0.0539569482966108,0,0,0,0.261173574919087,0,0,0,0,0,0,0,0,0,0,0.0642052483756874,0,0,0,0.0618071070898859,0.0416031179460349,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0588513219833348,0,0.188112278536946,0,0,0,0,0,0.0526931615413539,0,0,0,0,0,0.0552586373312597,0,0,0.0253561610160574,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.00626477389778723,0,0,0,0,0.0896035017298278,0,0,0,0,0,0.0817324471079977,0.149269988926159,0,0,0,0,0,0,0,0,0.0237736898448577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611702275112996,0,0,-0.00228883837228923,0,0,0,0,0,0,0
X600019.SH,0,0.0653778192823999,0,0,0,0,0.0822312171395645,0,0.0167965585812132,0,0,0,0,0,0,0,0,0,0,0,0.111129909045792,0.0824322759636491,0,0.179413000555945,0,0,0,0,0,0,0.198632436926911,0,0,0,-0.00737251262935702,0.0336623871721823,0,0,0,0.0064334087144277,0,0,0,0,0,0,0,0,-0.0899552448434268,-0.0286368464726131,-0.22068335403429,0,0.0173209045107965,0,0,0,0,0,0
X600188.SH,0,0,0.784185928224618,0,0,0,0,0,0.04681515075235,-0.302304479309269,0,0,0,0,0,0,0,0,0,0,-0.0804233959941415,0,0,0,0,0,0,0.203110051903344,0,0.078208909195273,0.156025504412985,0,0,0,0,-0.126595929584821,0,0,0,0,0,0,0,0,0.0745750906488872,0,-0.117643151400006,0,-0.0440927439746241,0,0,0,-0.00744983809283372,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.289170807806463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18948420163613,0,0,0,0,0,0,0,0,-0.201804086109164,0,0,0,0,0,0.14575409034766,0,0,0,0.0526496318748605,0,0.101022594232368,0,0,0,-0.0789853535134789,0,0,-0.0436403850001329,0,0.0796815437993105,-0.302956990079734,0,0,0,0
X600011.SH,0,0.279526590371795,-0.543959664656359,0,0,0,0.0761008860323076,0,0,0,0,0,0,0,0,0.406843153929944,0,0,0,0,0,0,0,-0.102817701577755,0,0,0,0,0,0,0,0,0.43524006591265,0,0,0,0,0,0,0,-0.353865778526545,0,0,0,0.170022499503795,0.0285555577744853,0,0,3.46944695195361e-18,0.0565045952205952,0,0,-0.0226441431182058,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0267809102076516,0,0,0,-0.0328911096679345,0,0,0,0,-0.0475084473419049,0,0.342158022218247,0,0.123484730684804,0,0.0041365593195864,0,0,0,0,0,-0.0039438889717345,0,0,0.439988460725119,0,0.0946501729904024,0,0,-0.0137499713839829,0,0,0,0,0,0,0,0,0,-0.11862599585403,0,-0.129904623635098,0,0,0.0615915814233281,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0.0912896894315032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.260730687805719,0,0,0,0,0,0.0726098966669222,0.13343418175847,0,0.803645257487663,0,0,-0.0115932907000264,0,0,-0.120479204711844,0.0497457659552837,0,0,0,0,0,0,0,0,0,-0.130741625183625,0,0,0.041964710392688,0,0.0620708650172383,0,0,0,0,0,0,0,0
