,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X600585.SH,X600111.SH,X000301.SZ,X600010.SH,X601600.SH,X600660.SH,X002271.SZ,X000708.SZ,X600188.SH,X601898.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600886.SH,X000723.SZ,X600803.SH,X000408.SZ,X000786.SZ,X000807.SZ,X000959.SZ,X600399.SH,X000825.SZ,X000932.SZ,X002080.SZ,X000831.SZ,X601991.SH,X600516.SH,X000898.SZ,X600795.SH,X600295.SH,X300037.SZ,X600141.SH,X600808.SH,X601699.SH,X000683.SZ,X600352.SH,X600160.SH,X000830.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.289033822070284,0,0,0,0,0,0.0133925683357952,0,-0.0185776709398184,0.00812235474275403,0,0.0341788106461391,0,0,0,0,0,0,0,0,0,0.00968300210464506,0,0,0.0609732610550291,-0.056247107354254,0,0,0,0.0139437080227027,-0.0210409319194133,0,0,0,0,0,0,0,0,0,0,0,0,0.0475553337374739,0,0,0,0,0,0,0,-0.0325711427402132,0,0,0,0,0,0
X600028.SH,0.39013981492507,0,0,0,0,0,0,-0.0747328616861297,0,0,0.0729902893981213,0,0,0,0,0.0243280829473852,0.00918625314401179,0,0,0,0,0,0,0,0,0,0,0,0,0.0427802706260745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00622805151205143,0.00992216704882098,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0299431689590262,0.031066078645809,0,0,0,0.124217454089287,0,0,0,0.0753992451613619,0.166209025507271,0,0,0,0,0,0,0.0657924805437401,0,0,0,0.115938780134146,0,0,0,-0.0243596377930148,0,0,0,0,0,-0.0174999029910167,0,0.00160745161995074,-0.0942540757464417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.146376155749707,0.0628616958484086,0,0,0,0,0,-0.0172698429626102,0,0,0,0,0.211768472031235,0,0,-1.73472347597681e-18,0,0,0,0.0373835783615044,0.0337707876190686,0,-0.0125449371614433,0,0,0,0,0,0,0,0,0,0,-0.0525093095274845,0,0,0,0,0,0,0,0,-0.00916902443621869,0.00958082235998439,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.134118214408567,0,0.252188126641368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14072004892387,0.0135293237293002,0,0.0063913620550531,0,0.171604531734641,0,0.0332944622693487,0,0,0,0,0,0.0406837193657158,0,0,0,0.259072524571667,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.0474296777530767,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.006564696921494,0,-0.0863166489996033,0,0,0,0,0,0,0,-0.359558019996354,-0.0236302454233446,0.10099929566358,0,0,0,0,0,0,0,0,0,0,0,0,0.16067825661618,0,0,0,0,0,0,0,0,0,0,0.0468342799877999,0.0540314438165055,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.140213019125239,0,0,0,0,0.0183737608663117,0,0,0,0,0,0,0,0,-0.00338786122279223,0,0,0,0,0,0,0,0,0,0,0,0,0.375938610046579,0,0,0,0,0.130440158064971,-0.0230161524997868,0,0,0,0,0,0,-0.0515610205976823,-4.33680868994202e-19,0,0,0,-0.0687777784601143,0,0
X002466.SZ,0,0,0,0,0.0803028853373959,0,0,0,0,0.294584308716865,0,0.10971097589986,0.140588269252945,0,0,-0.209299183359619,-0.135733645003188,0,0.365727101958767,0,0,0,0.0588016990892897,0,0,0,0,0.320814863487409,0,0,0,0.161302764389008,0,0,0,0.0365288468174198,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0565375316533189,0.036631173632992,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.00203662461524726,0,-0.0513828291682028,0.0939039694315984,0,0,0,0,0,-0.014644301472957,0,0,0,0,0,0,0,0,0,0,0.0359606114051913,0.222454394354925,0,0.103155496684318,-0.0855685091110925,0,0,0,0,0,0,0,0,-0.0573095222979386,0,0,0,0,0,0,0,0,0,0,-0.0348279997826799,0.087034342357524,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.344841450329757,0,0,0.0315816344552172,0,0,0,0.382791395319396,0,-0.0457700907223919,0,-0.0403823025229542,-0.0413195034123113,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363799110247927,0.0691669178182474,0,0,0,0.255191099551336,0,0,0,0,0,0.0136322003892312,0,0,0,0,0,0.0630023623869589,0,0,0,0.0829835831982703,0.0682556608187867,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.143749880063524,0,0,0,0,0,0.121451771317888,0,0,0,0,0,3.46944695195361e-18,0.11402214480254,0,0,-0.145889238775312,0,0,0,0,0,0.0566941086115882,0,0,0,0,0,0,0,0,0,0,0.0643066947395144,0,-0.0885900341340623,0,0,0.0812596769513194,0.769772723313667,0,0,0,-0.0817594095361305,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.268299010437888,0,0.0241985050546496,0.363135042676176,0,0,0.0523072202675736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177655262132621,0,0,0,0,0,0,0,0,0,0,0.211563502599298,0,0,0,0,3.46944695195361e-18,0,-0.0815023488308714,0,0,0,0,0,0.0161196902191551,-0.0258905216328641,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.195729282061399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020485930133042,0,0,0.176390683187451,0.289397203020584,0,0,0,0,0,0.0100212194260219,0,0,0,0,0.044153550312659,0,0,0.0965093209562137,0,0.0185188686208427,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0586567436444682,0,0.0658041902874329,0,0,-8.63020239046786e-05,0,0,0,0,0,0,0,0.0584435222504559,0,0,0,0,0.0623293536389002,0,0,0,0,0,0,0,0,0,0.114577529427529,0.245651287650307,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.182228876093852,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325637632403946,0,0,0,0,0,0,0,0,0,0,0.0120878116062183,0,0,0.12240755026167,0.0476348987201867,0,0,0,0,0,0,0,0,0.150269646031492,0,0,0,0,0.0511417600889669,0,0,0,0,0,0.0749573072520522,-0.119152523792634,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.210201161666155,0.135141166533527,0,0,0,0,0,0.0184279941162392,0,0,0,0,0,0,0,0,0.0825892822898558,0,0,0.0927065486546282,0,0,0,0,0,0,0,0,0.137578054341133,0,0,0.129021548953091,0,0,0.0516991563367449,-0.0727819782246592,0.00569724707084141,0,0,0,0,0,0,0,0,0.0128962395589885,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.202757390212027,0,0,0.0136929583832114,0,0,-0.268592121024713,0,0,0,0,0,0,0,0,0,0,-0.00278836618981352,0,0.146966023772908,0,0,0,0,0.260474575341784,0,0,0,0,0,0,0,0,0,0,0.137028507974152,0.362029199592084,0.0663976853778682,0,0,0.0921170223184382,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1177242604133,0,0,0,0,0,0,0,0.0436541923065035,0,0,0,0,0,-0.037186674713789,0,0,0,0.0158561575811334,0,0,0,0.0432634499153888,0,0,0,0,0.215074919882883,-0.260445889764641,0,0,0.260575993008753,0,0,-0.090004366297682,0,0,0,0,-0.0204202135029186,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.053818420928944,0,0,0,0,0.132471178784965,0,0,0,0,0,0,0,0,0.115881815734902,0,0,0,0,0,0.0399592737671458,0,0.10663740188459,0,0,0.172818123881998,0,0,0,0,0,0,0,0.018459379440965,0,0.0211490627399561,0,0,0.0143684368070789,0,0.191719064679939,0,0,0,0.0137706531225622,-0.00774336677538152,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00464083442022459,0,0,0,-0.01539806445606,0,0,-0.124855588314069,0,-0.0140487938050903,0,0,0,0,0,0,0.0564262286181521,0.0555582213036608,0,0,0,0,0,0,0,0,0,0.110882333423349,0,0,5.42101086242752e-20,0,0,0,0,0.0729581927077033,0,0,0,0,0,-0.0720699758843988,0,0,0.0132134417015645,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.190199880268058,0,0,0,0,0,0,0.00614634030099995,0,0,0,0.142566955064254,0,0.0224256327421533,0,-0.0045824230918592,4.33680868994202e-19,0,0,0,0,0,0,-0.0763442017363962,0,0.000725452909964822,0,0,-0.258289541150526,0,0.128320213726454,0,0,-0.0988959385240212,0,-0.0773469125187329,0,0,0,-0.00878154945069781,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,-0.313576176335005,0,0,0,0,0,0,0,0,0,0.0600372636154184,0,0,0.0953678113389409,0,0,0,0,0,0,0,0,0.0252704919811366,0,0,0.0108689062775433,0,0,0,0,-0.0532754918784917,0,0,0,0,0.0419227640271124,0,0,0,0,0.0816996639081697,0,0,0.130729005389758,0,0,6.93889390390723e-18,-0.0659569143236126,0,0,0,0,0,0
X600176.SH,0,0,0,-0.0399871039591394,0,0,0,0,0,-0.00628045967884867,0.14602827281361,0,0,0.141372284623276,0,0.0511370063718268,0,0,0,0.0549082872014198,0,0,0,0,0.0220144904232605,-0.0337732872770156,0,0,0,0,0.124842593164622,0,0,0,0.133351944228995,0,0,0,0,0,8.67361737988404e-19,0,0.0451058788348682,0,0,0,0,-0.032932480375986,0,0,0,-0.0115455120976827,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104740278829749,0,0,0,0.209998226977124,0,0,0.0643755798127098,0,0,0,0.031892860235727,0,0,0,0.310453044302102,0.0325354168397993,0,0,0,0,0,0,0,0,0,-0.047093188892588,0,0,0,0,0.0870429374077849,0,0,0,0,0,0.0493833227882913,0.00601509349772856,0,0,0,0,0,0
X600886.SH,0,0,0,0.127685900776476,0,0,0.00607126455742403,0,0,0,0,0,0,0,0.0842500189168114,0,0,0,0,0,0,0,0.0875313115484689,0,0,-0.110077593868198,0,0,0,0.0506303235881219,0,0,0,0,0,0,0,0,0,0,0.183295974010338,0,-0.148834377873463,0,0,-0.115736710875404,0,0,0.0777647128880379,0,0,0,-0.0302478369898194,0,0,0,0,0,0
X000723.SZ,0,0,0,0.0915439518805303,0,-0.428115985338682,0,0,0,0,0,0,0,0,0,0,-0.0543539350707258,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.049661156367982,-0.0536571480531778,-0.0582321407897883,0.0773663735705145,0,0,0,0,0,0,0,0.0779496365745534,0,0.393788881028962,0,0,0,0,0,0.000148736460829622,0,0,0,0.0313542988911708,0,0,0,0,0,0
