,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600111.SH,X000301.SZ,X600176.SH,X600886.SH,X600011.SH,X600188.SH,X601600.SH,X600426.SH,X002466.SZ,X600803.SH,X601991.SH,X600801.SH,X000027.SZ,X000932.SZ,X600352.SH,X600795.SH,X600489.SH,X600219.SH,X600486.SH,X002080.SZ,X000898.SZ,X600688.SH,X000883.SZ,X600299.SH,X600027.SH,X002353.SZ,X600157.SH,X600315.SH,X300037.SZ,X600516.SH,X601992.SH,X601168.SH,X000807.SZ,X600612.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.297925862263985,0,0,0,0.0148518520874142,0,1.73472347597681e-18,-0.00597896225287865,0,0,0,0.0431973205109309,0,0.0260051427116998,0,0.015675781113523,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.000842894422825678,0,0,0,0,0,0,0,0.0303815551942357,0,0,0,0,0.0239687180203987,0,0,0,0,0,0,0,0,0,0,-0.00223469220089872,0,0,0,0,-0.0033968096055688,0,0
X600028.SH,0,0,0,0,0,0,0.00827791615230159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668512529989695,0.0724626826363955,0.0463815623767295,0,-0.0704692600590149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625998378636028,0,0.0313490762751914,0,-0.0292265655121121,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00643713911166567,0,0,0,0,0,0,0,0,0.0510592940476706,0,0,0.0391615645119517,0.206056788681171,0,0,0.119976810459008,0,0,0,0.0471673472204223,0.0168149384816512,0,0,0,0.0205461292338762,-0.0599631473308226,0,0,0,0.0615413975498321,0,0,0,0,0,-0.0187162372449463,0,0,0,0.0382051096476044,0,0,0,-2.16840434497101e-19,-0.00458527002257252,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.101828527190012,0,0.0612566390878223,0,0,0,0,0,0.157800646536143,-0.12815897190901,0.118945034623305,0,0.0152902687132657,0,0,0,0,0,0.23387461954027,0,0,0,0,0,0,0,0,0,0.0369311585078483,0,-0.0895789302431965,0,0,0,0,0,0,0.0996805853419757,0,0,0,0,0,0,0.136487346714353,0,0,5.42101086242752e-20,0,0,0,0.0519217887292386,0,0
X600585.SH,0,0,0,0,0,0,0.0143823058323667,0,0.00234695492627971,0,0,0,0,0,0,0,0,0,0,0,0.110404206178958,0,0.0403070808433734,0,0,0,0.18532506883679,0,0.0282123245739105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207555202747337,0,0,0,0.059104153754176,0,0,0,0,-0.0268014929082004,0,0,0,0,-0.0304536540888058,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0825868183831374,0,0,0,0.126685296035163,0,0,0,0.308961229642734,0,0,0,0,0.0104964090164155,0.0229908651328801,0,0,0.0422974085276413,0.0136407496342278,0.00416963291185979,0,0.231052098121302,0,0,0,0,0,0,0.0750668073619915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595375907293534,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.408400721991983,0,0,0,-0.332074223870985,0,0.100639905804486,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620904257038583,0,0,-0.176085489424573,0.180809008599298,0,0.312531238326423,0,-0.000522242274004152,0.47399353000401,0,0.163336317226053,0,0,-0.0470480173240941,0,0,0,-0.294367722986594,0,-0.289515817740554,-0.174166929876741,0,-0.0629650254072376,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137592806132578,0.0971950895649937,0.262433161092191,0,0,0,0,0,0.167362140809039,0,0,0,0,0,0,0,0,0,0.227917009145248,0,0,0,0,0,0,0,0,0,0.185105584494833,0,0,0.398299657199967,0,0,0,0,0,0,0,0,0,-0.0180247301890138,0,0
X002271.SZ,0,0,0,0.113601307139685,0,-0.379177589339807,-0.00339098859398834,0.0310197331071695,0,0.11792547019431,0,0,0,0,0,0,0,0.0986813223806366,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165222986936367,0,0,0.0352712175890246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939796711273806,0,0,-0.0285479907794293,0,0,0,0,0,0
X600660.SH,0,-0.0654712791702931,0,0,0,0,0,0.154503081901906,0.0647608908463963,0,0,-0.0745534944137097,0,0,0,-0.0217794516150869,0.101187565998783,0,0,0,0,0,0,0,0,0.0943956579022535,0,0,0,0,0,0,0.0652490715854311,0.406566080498311,0.140450365110869,0,0,0,0,0,-0.0706917716506758,0,0,0.0390329158421911,0,0,0,0,0,0,0,0,-0.00523606039030258,0,0,0,-0.0672744951934751,0,0
