,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600299.SH,X600188.SH,X600583.SH,X601992.SH,X600309.SH,X000027.SZ,X000630.SZ,X000539.SZ,X000709.SZ,X000898.SZ,X600021.SH,X000883.SZ,X600660.SH,X600352.SH,X002470.SZ,X600098.SH,X600623.SH,X601918.SH,X000792.SZ,X600489.SH,X600863.SH,X600307.SH,X600547.SH,X600022.SH,X300072.SZ,X600578.SH,X600808.SH,X600008.SH,X000629.SZ,X000060.SZ,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.591254547824526,0,0,0,0,0,0,0,0,0.0208712274720814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558893834624716,0.0496410378100107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274797952419074,0,0,0,0,0,0,0
X600028.SH,0.222024892734549,0,0.228461473022205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119373561188536,0,0,0.0934080635978294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869333358727013,0,0.0317638065395404,0,0.122414479136166,0,0,0,0,0,0,0,0,-0.00848748974937029,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.147289775085055,0,0,0,0,0,0.310977979757564,0,0,0,0,0,0,0,0.154363156902486,0.224008072507331,0.0161116251439712,0,0,0,0,0,0,0,0,0,0,0,-0.0558231531371103,0,-0.0432591146330777,0,0,0,0,0,0,0.0526091567468281,0,0,0.0217496855244373,0,0,0,0,-0.0141145587588399,0.020154494412149,0,0,0,0,0,0
X600011.SH,0,0,0.0731728962467541,0,0,0,0,0,0,0,0,0.385927750551361,0.188274914479627,0,0,0,0,0,0,0,0,0.162456155043032,0,0,0,0,0,0,0,0.00824230472001547,0,0,0.0454917629592417,0,0,-0.00971766984105665,0,0,0,0,0,0,0.00177807253740369,0,0,0,0,0,0,0,-0.0133673274047815,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00412995019217653,0,0,0,0,0,0,0,0,0.250289898956716,0.037402584092559,0.0650208818964057,0,0.188006995752312,0,0,0,0,0,0.0758275635792369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14666039504429,0,0,-0.0108976659253838,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0324583371957954,0,0,0,0.354357669834049,0,0,0.011871027255336,0,0.219447252693074,0,0,0,0.0765924057998766,0,0,0.0215454635683743,0,0.000598753767649652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056195952020333,0,0,0,0,0,0,0,0,0,0,-0.0264588297372995,0,0,0,0,0,0,0
X600585.SH,0,0,8.67361737988404e-19,0,1.0842021724855e-19,0.0807306164706458,0,0,0,0,0,0,0,0,0,0,0,0.0537123579757273,0,0,8.67361737988404e-19,0,0.523135960779308,0.049315399806209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142263382884792,0,0,0,0,0,0,0
X601898.SH,0.118710911652529,0,0,0,0,0,0,0,0,0.338780023667079,0,0,0,0,0,0,0,0.08388367155381,0.0456639228055058,0,0.024008969993821,0,0,0.0396634207991563,0,0,0,0,0.224531011505349,0,0,0,0,0,0,0.115537174206725,0,0,0,0,0,-0.00930657666972919,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0487977921696379,0.0380180911045497,0,0,0,0,0,0
X600795.SH,0,0,0.23116673038939,0,0,0,0,0,0,0,0,0.0403223954721507,0.161658026232373,0,0,0.0687100942756333,0,0,0,0,0,0.264799248321987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431039303504135,0,0,0.00116138194278424,0,-0.0218700010556014,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.234531279421264,0,0,0,0,0,0,0.143959304450164,0,0,0.0910125425488461,0,0,0,0,0,0.0388745011963439,0,0,0,0,0,0,0,0,0.0191603993643391,0.102912117684834,0.0114092715301559,0,0,0.075833404855134,0,0.0584715967207079,0,0,0,0,0,0.0291275127138613,0.132632720152684,0,0,0,-0.00585677180310281,0,0,0,0,0,0,0
