,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X002466.SZ,X000898.SZ,X600111.SH,X600516.SH,X002460.SZ,X600176.SH,X600352.SH,X000709.SZ,X600219.SH,X600299.SH,X000786.SZ,X002271.SZ,X600801.SH,X000629.SZ,X000990.SZ,X600808.SH,X601158.SH,X000825.SZ,X600489.SH,X600157.SH,X000630.SZ,X000553.SZ,X002110.SZ,X000883.SZ,X000723.SZ,X600339.SH,X600583.SH,X300072.SZ,X600985.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0354025888154681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559249987474625,0,0,0,0,0.0120892706546214,0,0.0377811740359237,0.0449394774623083,0,0,0.0649312112446865,0.0812913267061758,0.0091619975320891,0.077279683903113,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0245092232607149,0,0,0.334808629801741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0080664023018452,0,0.328745074807551,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0519404542598001,0,0,3.46944695195361e-18,0,0,0,0.0435223087721012,0,0,0.108079428636689,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.109463289397502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484976214578242,0.114427636311696,0,0,0,0.032363956325834,0.0848315545809599,0,0,0,0.0205550270985074,0,0,0,0,0,0,0,0,0,0.0998337294978831,0,0,0,0,0,0,0,0.016640272760981,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00576083960045143,0,0,0,0,0,0,0,0,0,0,0.0346543558938334,0.519161897555619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217120872683097,0.0229853929367953,0,0,0,0.067078366860246,0,0
X600019.SH,0,0,0,0,0,0.0404851475380397,0,0,0.0756166223165435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105055251460154,0,0,0.0862494718072686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569615253282568,0,0,0.241620484803492,0,0,0,0,0,0,0,0,0.00216508875257925,0.00744054789412168,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503774799059549,0.105574557044614,0.352473685295758,0,0,0,0,0,0,0,0,0,0,0,0.0931721285812368,0,0,0,0,0,0,-0.0312989633733839,0.0693354597974083,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442676907950485,0,0,0.444980679144021,0,0,0,-0.0853814121842324,0,0,0,0,0,0.0556402932424438,0,0,0,0,0,0,0,0,0,0,0.0154663032257912,0,0,0,0.0731532466040773,0,0,-0.0360288577724221,0,0.0297948284167154,0,0.00595562739197674,0,0,0,0,-0.0123176869264048,0.0804046086213768,0
X600010.SH,0,0.0610831098292241,0,0,0,0,0,0,0,0.0373799383877113,0,0,0,0,0,0.127355076471397,0,0,0,0.0407536435147228,0,0,0.312476817362114,0,0,0,0,0,0.35171991000667,0,0,0.0269355542389078,0,0,-0.0566008231382488,0,0,0,0,0,0,0,0,0,0,0,0,0.0538967175491234,0,0,0,0.00264112432583341,-0.00627369970188543,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300256334547565,0,0,0,0,0.0515739876997677,0,0.172095135071712,0,0.0333921804553874,0,0,0,0,0,0.0424506983098074,0,0,0,0,0,0,0,0,0,0,0,0.0410226974116077,0,0,0.0223987632081271,0,0.0860835670690179,0.0588940273526508,0,0,-0.0238831776629539,-0.00580763395488741,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607408429688068,0,0,0,0,0,0,0,0,0,0,0,0.0500199505371564,0,0,0,0.921455492992708,0.0486832512377463,0,0,0,0,0,0,0,0,-0.0206466010475244,-0.060807473516513,-0.035192787021236,-0.00416033282939937,0,0,0,0,0,0,0
