,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X600795.SH,X002271.SZ,X601600.SH,X601991.SH,X600027.SH,X600426.SH,X600803.SH,X000983.SZ,X600176.SH,X600362.SH,X601699.SH,X600348.SH,X000408.SZ,X600096.SH,X000723.SZ,X000629.SZ,X600995.SH,X000786.SZ,X600160.SH,X600985.SH,X600378.SH,X600141.SH,X000933.SZ,X600219.SH,X600157.SH,X600801.SH,X600489.SH,X300073.SZ,X002080.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.797423784860647,0,0,0,0,0,0.0455265739650727,0,0,0,-0.00485232519908084,0,-0.0617782733495621,0,0,0,0,0,0,0,0.130093205017952,0,0,0,0,0,0,0,0.155337978219235,0,0,0,0,-0.00369879883178946,-0.0668515938171457,0,0,0,0,0,0,0,0,0,0,-0.0104122922481218,0,0.0237830758459785,0,0,0.0129045214566389,0,0,0,0,0,0
X601088.SH,0,0,0,0.0224862865688582,0.421485683713963,0.102626940360527,0,0,0.0226774124211492,0,0,0,-0.04931260687014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344353772483729,0,0,0,0,0,0,0,-0.0844854975154772,-0.0518468118079114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.208998487523733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998310665175713,0,0,0,0,0,0,0,0,0,0.0106649885246347,0,0,0.0109567070811198,0,0,0,0,0,0,0,0,0,0,0.0798854692221675,0,0,0,0,0.0212343584076144,0.00805754478929053,0,0,0,0,0,0
X600309.SH,0,0.0791666891665807,0,0,0,0,-0.0818976322325286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564213792806439,0,0,0.0549243052027306,0,0,0,0.0767708812416799,0,0,-0.049538628118521,0,0,0,-0.0199959942257797,0.00921498130809395,0.0275998198946391,0.102874265851003,0.12166113530475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.501667806458666,0,0,0,0,0,0,0.16633509525805,0,0,0,0,0,0,0,0,0,-0.0626211860860829,0,0,-0.0106195074682299,0,0,0.0930938314255982,0,0,0.082724734017996,0,0,0,0.0138877056409947,0,0,0,0,0,0,0,0,0,0,0.108443343173148,0,0,0,0,0,0,0,0.140547782583102,-0.0866487688162031,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.7253626462305,0,0,0,0,0,0.0148993979518906,0,0,0,0,0,0,0,0,0,0,0,-0.0047653454823949,0,0,0,0,0,0,0,0.291485528600901,0.0199095331749142,0,-0.142497939207205,0,0,-4.33680868994202e-19,0,0,0.221778710975504,-0.110595799510356,0,0,0,0,0,0,0.118204847319326,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.297828167332629,0,-0.116057644820868,0,0,0,0,0.0545445425193788,0,0,0,0,0,0.126873229061047,0,0,0,0,-3.46944695195361e-18,0,0,-0.160211454003493,0,0,0,0,0.000560592868503514,0,0,0.0630094544764818,0.0707566638901958,0.0296364522345025,0,0,0,0,0,0.126816904214236,0,0,0,0,0,0.0380647970116277,0.0594720338226981,0,0.0502433424593857,-0.0424245446686404,0,0,0,-0.134552412676915,0,0
X600585.SH,0,0,0,0,0,-0.0291375678261508,0,0,0,0,0.0656656686573489,0,-0.00606464211537473,0,0,0,0,0,0,0,0.0794498875000057,0,0,0,0,0,0,0,0,0,0,0,0,0.0805771735399453,0,0,0,0.0458071039071198,0,0,0,0,0.00653689361373818,0,0,0.470077242319112,0,0,0,0.008050208989614,0,0.0422954143547019,0.0288974071315216,0,0,0,0,0,0
X601898.SH,0.0507925676797741,0.0850414094543153,0,0,0.0247481817008574,0,0,0,0,0,0.0313727779892945,0,0,0,0,0,0,0,0,0,0,-0.0987534300783406,0.0378388496325741,0,0,0,0,0.287795863538888,0,0,0,0,0,0.119101160172317,0,0,0,0,0,0.198598004480634,0,0,0,0.0652139783060072,0,0,0,0,0,0.111599561594397,0,0,-0.0200155942080242,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.284111246973245,0.0332948241850315,0,0,0,0.0716028766925004,0,0,0.014346355663297,0,0,0,0,0,0,0,0,0,0,0.0703056405361182,0,0,0,0,0,0,0,0,0,0.0146588148083107,0.0309889262843607,0,0.117645371987611,0,0,0,0.0468143236164404,0,0.168491081843894,0,0,0,0,0,0,0,0.023828487029568,0.0214387778173716,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15969611687057,0,0,0,0.569324378549034,0,0,0,0,0,0,0,0.0278256240699444,0,0,0.0749823453389457,-0.166320497718845,0,0,0,0,0,0,0,0.0961347014318762,0,0,-0.411490023579913,0,0,0,0.0161414878871676,-0.0242580551484209,0,0,0,0,0,0
X600019.SH,0.00770843194974797,0,0,0,0,0,0,0,0,0,0.140991885977315,0,0,-0.105030271820295,0,0.016842113989787,0,0,0.447982215057541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176521743533565,0,0,0,0.00555508589965656,0,0.19765051773638,0,0,0,0,0,0,0,-0.0737821574903318,-0.0119287409771622,0,0,0,0.0777100160974275,0,0
X000301.SZ,0,0,0,0,0,0.0635739185265742,0,0,0,0,0,0,0,-0.211930523299986,0.065365039800071,0.209165288331652,0,0,-0.350859615031978,0,0,0,-0.323476112602094,0,0.319171519033949,0,0,0,0,0,0,0.0478563804783755,0,0,0,0,0,0,0,0,0,0,0,0.310659679994558,-0.0561447621041326,0,0,0,0,0,0,-0.030739881910443,0.035207626576017,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.128947719965343,0,0,0,0,0,0,0,0,0.140623292303181,0,0,0,0,0,0,0.0215534169335402,0.0746970498122464,0.0913482828896308,0,0,0,0,0,0,0,0,0.23686255046258,0,0,-0.119044224208848,0.00686225928468945,0,0.0533732355760356,0,0,0.0403856461575756,-0.0491788459675209,0.136430281366896,0,0,0,0,0.0546398061465308,0,0,0.0237219567723284,-0.0282064364476446,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0679581933801016,0,0,0,0,0,0,0,0.0841476994202195,0,0,0,0,0,0,0,0.0373482772813722,0,0,0,0.0308529219368063,0,0,0,0,0,0,0,-0.0228658484141935,0,0,0,0,0,0,0,0,0,0,0,0.129793011232139,0,0.0996589664382033,0.0244475560321575,0,0,0,0.00870192580352326,0.105334585207229,0,0,0,0,0
X000708.SZ,0.10836711881952,0,0,0,0,0,0,0,0,0,-0.132348914276099,0,0.0534297981446981,0,0,0,0,0,0,0,0,0,0,0.112523760544405,0,0.118601539693139,0,0,0,0,0,0,0,0,0,-0.0559377294107933,0,0,0,0,0.0540097833681844,0,-0.0562205228591039,0,0,0,0,0.199568572486034,0.0782184137215951,0,0,-0.0113287999673176,0.0346098428229815,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,-0.00909070550796444,0,0,0,0,0,0,0.0292405717210334,0.279245793162803,0,0,0,0,0,0,0.0437848187385552,0,0,0,-0.0377956294732462,0,-0.0489765355691607,0,0.462190852364315,0,0,0,0,0,0,0,0,0,-0.0427627232749259,0,-0.0725411830919832,0,0.0467473428126146,0,0.172964007803935,0,0,0,0,0,0,0,-0.0354306788209397,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0240984949050301,0.0706430534044751,0.0384306104564563,0,0,0,0.225135355474191,0,-0.013408496248168,0,0,0,0,0,0,0.0686121864102576,3.95921341729555e-05,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476207644749198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164196166273141,0,0,0,0.0217448147100124,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-0.0321026293368589,0.318087386381664,0.00354707204107159,0,0,0,0,0,0,0.00580005600863796,0,0,0.249832977767035,0,0,0,0,0.0537961352955743,0.0643092955623744,0.0284908105827574,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0770643815590901,0,0,0,0,-0.0522937548573538,0,-0.121355986972735,0,0,0,0,0,0.108906567597086,0,0,0,0.0573071733175166,0,0,0,0,0,0
X600547.SH,0.0310313431526553,0,0,0,0,-0.0119410604886236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201243208084929,0,0,0,0.0934974304465119,0,0,0,0,0,0,0,0,0,-0.0180721961397196,0,0,0,0,0,0,0.0582569920315583,0,0,0.174688816362444,-0.0314169766496247,0,0,0,0,0.0272632327843783,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.146640803727502,0.0363047952457817,0.0965919144063997,0.0458844021928216,0,0.315344842014724,0,0,0,0,0,0,0,0,0,0,0,0,0.237909593489154,0.113047956034796,0,0,0,0,0,0,0,0,0,0,0,0.00385073045397423,0,-0.0902270916921647,0,0,0,0.066452514839023,-0.16196548902062,0,0,0,0,0,0,0,0.0345740582505873,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,-0.23206074636086,0,0,0,0,3.46944695195361e-18,0,-0.121657155965173,0,0,0,0,0,0,0,0,0.0514515208467495,-0.369011029944127,-0.198885047607723,0,0,0,0,0.038152231956331,0,0,0,0,0.0761910131868561,1.15348570452897,0,0,0,0,0,0,-0.230353349107036,0,0,0,0,0,0,-0.0144135532546865,0.030315327658714,0,0,0,0,0,0
X601600.SH,0.440782114244416,0,0,0,0,0,0,0,0,0,0,0,-0.0237590031069846,0.0921405519000092,0,0,0,0,0.0441310763315845,0,0,0,0,0.0527490081648741,0,0,0,0,0,0.166101998006088,0,0,0,0,0.13514070930047,0,0,0,0,0,0,0.0471723782543702,0,0.0462078927710074,0,0,0,0,0,0,0,0,0.0123783759556998,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.163550459726229,0,0,0.0767005083169643,0,0.43939942316849,0,0,0,0,0,0,0,0.0140697829019169,0,0.0460682143918039,0,0,0,0.149565045720576,0,0.016661676330106,-1.73472347597681e-18,0,0,0,0.0439796812102582,0,0,0,0,0,0,0.0862606119445962,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0166229774782545,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.059990243284131,0,0,0,0,0.215780650345844,0,0,0,0,0,0,0,0,0,0.177003172123542,0,0,0.149953060078559,0,0,0,-0.168331929642682,0,0,0,-0.0335413049742773,0,-0.0948039728009299,0,0.0357003067535971,0.286656161561799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419719498017648,0,0,0,0,0,0
