,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600426.SH,X600362.SH,X000877.SZ,X600795.SH,X600027.SH,X600176.SH,X600489.SH,X600803.SH,X601699.SH,X000983.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600160.SH,X000630.SZ,X000932.SZ,X600219.SH,X000933.SZ,X000408.SZ,X000629.SZ,X002080.SZ,X300037.SZ,X600688.SH,X000539.SZ,X600612.SH,X600096.SH,X002409.SZ,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.10403006114707,0,0,0,0,0,0,0,-0.00906231601822097,0,0,0,0,0,0,0,0,0,0,0,0.0522193657127029,0,0,0,0,0,0.138695775181658,0,0,0,0,0,-0.0366544737185445,0,0,0,0,0,0,0.070113495443322,0,0,0,0,0,0,-0.0234727081127839,0,0,0,0,-0.00770467519166404,0,0,0,0,0,0
X600028.SH,0.457211395591666,0,0,0,0,0.00760554881451545,0,0,0,0,0.27102602347715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114345592303202,0,0,0.0637299932316939,0,0,0,0,0,0,0,0,0,0.0902691969435454,0,0,0,0,0,0,0,-0.235561918885615,0,-0.0239524871204358,0,0,-0.00534028431773428,0.0306647151018388,0,0,0,0,0,0
X601088.SH,0,0.0502247728113738,0,0,0.234562364356518,0,0,0,0,0,0,0,0,0,0,0,0,0.0909144127880879,0,0,0,0,0.0038490936853365,0,0,0,0,0,0.0275776866983317,0,0,0,0,0,-0.0546843351251693,0.197791976527791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266285606484988,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0783976462088336,0,-0.0242049573317659,0,0,0,0.0921073525016125,0,0.182388971699508,0.043742135858116,0,0,0,0,0,0.110300319919279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553522269544499,0,-0.0271200405306086,0,0,0,0,0,0,0.0135570309012195,0,0,-0.00396814153288601,0,-0.00999130016876201,0,0,0,0,0,0
X600188.SH,0,0,0.638529493488187,0,0,0,0,0,-0.382391264069856,0.199324963279342,0,0,0,0,0,0,0,0,0,0,-0.0217426975046867,0,0,0,0,0,0,0,0,0.167089479243411,0,0,0,0,0,0,-0.0521663561183977,0,0,0,0,0,0,0,0.0951001564262308,0,0,-0.0334405423577859,0,8.67361737988404e-19,0,0,-0.019731846207178,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.016588256009002,0,0,0.0974827629009401,0,0,0,0,0,0,0,0,0,0,0.219476977617512,0.0876998013093957,0,0,0,0,0,0,0.0460938655717369,0,0.0562747432553826,0,0,0,0,0,0.0253620905477923,0,0,0,0,0,-0.181111021605957,0,0,0,0,-0.0928237500541929,0,0,-0.0371493810852676,-0.0630533804041992,0.0879718311084617,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0385701125935718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237584295177114,-1.73472347597681e-18,0,0,0,0,-0.10000430347034,0,0,0.0394078048872235,0,0,0,0.122802232527816,0.0772498873217388,0,0,0,0,0,0,0,0.324119523751844,0,0,0,-0.217042650186409,0,0,0,0,0,-0.00159085976335566,0.0197298746172916,0,0,0,0,0,0
X600011.SH,0,0,-0.28204330886761,0,-0.16894672878269,0,0,0,0,0,0,0,0,0,0,0.0743744176649984,0,0,0,0,0,0,0,0,0,0.538401470196368,0,0,0,0,0,0,-0.214865213536561,0,0,0,0,0,0,0,0,-0.112894974562775,0,0,0.0421105346200285,0,0,0,0,0,-0.00649056966580417,-0.0277311550216632,0.101521640255814,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126098755858232,0,0,0,0,0,-0.102590132648358,0,0,0.892655671244503,0.211403987540908,0,0,0,0,-0.0783354449577874,-0.0989946088034706,0,0,0,0,0,0,0,0,0,0,0,0,0.0167564449312348,-0.119946587768555,-0.0589132408920532,0.106153917710625,0,-0.012684510800503,0,0,0,0,0,0
X601600.SH,0,0.0109787137876707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30754653807225,0,0.0544035649637654,0,0,0,0,0,0,0,0,-0.0418477265769433,0,0,0,0.436531693146828,0.0475945628120465,-0.120107630243556,0,0,0,0,0,0,0,0,0,-0.0152437615061818,-0.0890864244813306,0,0,0,0,0,-0.023709694229098,0,0,0,0,0,0,0
