,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X000792.SZ,X002466.SZ,X601898.SH,X601600.SH,X000708.SZ,X000301.SZ,X600111.SH,X600547.SH,X600660.SH,X600010.SH,X002271.SZ,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X600489.SH,X000807.SZ,X000629.SZ,X600378.SH,X000408.SZ,X600219.SH,X600096.SH,X000932.SZ,X000933.SZ,X000723.SZ,X002080.SZ,X600688.SH,X300037.SZ,X600801.SH,X000831.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00200036631502192,0,0,0,0,0,0,0,0,0,0,0,0.0482020907352167,0,0,0,0,0,0.112338747593567,0,0,0,0,0,0,0.0905257522432722,0,0,0,0,-0.0206604202062558,0,0,0,0,0.0195277148401212,0,0,0.196625209275714,0,0,0,-0.0443302309585572,0,0.0139702609045107,-0.0196293279901379,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0159796250040159,0.114962542734992,0,-0.029580345166415,0,0,0,0,0.0648263137525705,0,0.15578971549067,0.00540972249318938,0,0,0.0573556463588039,0,0,0,0,0,0.0384701323076432,0,0,0,0,0,0,0,0,0,0.231750618420495,0,0,0,0,0,0,0,0,0.00610384943399639,0.00676872604841024,-0.00910202419405103,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0863926645090573,0,0,0.0271806904157916,0,0,-0.00609184724884044,0.186719164996191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101192257887292,0,0,0,0,0,0,0.129283741807937,0,0,0,0,-0.0279929092877285,0,0,0,0,0,0,0,0,-0.0101904721054716,0,0,0,0,-0.0113001337786465,0.00968443867494648,0,0,0,0,0,0
X600309.SH,0,0.0484087476879492,0,0,-0.0463424854787835,0,0,-0.0713148547357375,0,0,0,0,0,0,0.183442088942199,0,0,0,0,0,0.0533927988009218,0,0.264869500998777,0,0,0,0,0,0,-0.0207465842643655,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.473014666629805,0,0,0,0,0.0325116594687497,0,0,0,0,0.00728319384489302,0,0,0,0,0,0,0
X600188.SH,0,0,0.478066072982844,-0.0324025470817934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963528853094505,0,0,0,0,0,0.211908939178592,0,0.146154082658334,0.0205448384010853,0,0,0,0,0,0.00681484490887581,0,0,0.115921122060425,0,0,0,0,0.0849825301404143,0,0,0,0,0,0,0,0,0,0,-0.0352214567284238,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264010723386249,0,0,0,0.0620226004027885,0.209851128214893,0,0,0,0.0355426629231097,0.0100207490776043,0.062094141086323,0,0,0,0,0,0.131895562923926,0,0,0,0,0.0696803109950781,0,0,0,0,0,0,0,0,0,0.295108323637375,0,0,0,0.00687676993424761,0,0,0,0,0,0,0
X600019.SH,0,0.182694152844556,0,0,0,0.00970518043986802,0,-0.0406324488767582,0,0,0,0.14384813907455,4.33680868994202e-19,0,0.0470847320373642,0,0,0,0,0.0733627404754637,0,0,-0.0177524615104939,0,0,0,0,0,0.224954915511953,-0.00614579921762014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152239104153314,0.0793781250300052,0,0.11971152273793,0,0,-0.0154497779574823,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.138309747096201,0,0,0,0.0301968851262595,0,0.0440534174216298,0,0,0,0.0324694987290791,0,0,0.0457722971378623,0,-0.0343891589837716,0,0,0,0,0,0,0,0.544218782048815,0,0.0795616591982209,0,0,0.13301762046237,0,0,0,-0.183111469615874,0.104374872409876,0,0,0,0,-0.173681436885842,0,0,0,0,0,0,0,0,0,0.00685217376464377,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.613879692467669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190809033670708,0,0,0,0,-0.0782171529397333,-0.0315718463256386,0,0,0.035755936600329,0,0,0.165796250013196,0,0,0,0.0133759941927979,0,0.0437119375410096,0,0,0,0,0,0,0.00671747162952612,-0.00447160699287006,0,0,0,0,0,0
X000792.SZ,0,-0.0127126497362652,0,0,0,0,0,0.125505676860855,0.0372477601317979,0,0.0325564440854395,0,0,0,0,0.0306915537951311,0,0.144477006340339,0,0,0.0521463796911974,0,0.179543276996852,0,0,0,-0.00690146416954431,0,0,0,0,0.118006231919636,0,0,-0.0230744840200033,0,0,0,0,0,0,0,0,0,0,0,0.0940290448604251,0,0,0,0,0,0.0182753381452864,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.554577752607615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431354824593265,0,0,0,0,0,0,0,0,0.0574365986458629,0,0.0518020483087668,0,0,0,0,0,0,0,0,0.0339625625928025,-0.0952243512896579,0,0,-0.0938257239131433,-0.0418069694839459,0.0536202618327568,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.250228446250894,0,0,0,0,0,0,0,0.144623457949028,0,0.0865901978049197,0,0,0,0,0,0,0,0,0,0,0.102524280817747,0.103865476656658,0.115917827668703,0,0,0.0762752163393943,0,0,0,0,0,0.017596716305955,-0.0178829278638645,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0407353169274698,0,-0.00518322323907961,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0821273106279525,0,0,0,0,0,0,0,0.0352614033653535,0.161963567563418,0,0,0,0.178572204556193,0,0,0.0749390363518611,0,0,0,0,0,0,0,0.0366032541745234,0.184229969899225,-0.108334710138497,0,0,0.0259145270933979,0,0.105925351998389,0,0,0,0,0,0,0.0944607283026135,0,-0.0124188988382758,-0.00565862600521695,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0373841259110616,0,0,0,0,0,0.0623739780667108,0,0,0,0,0,0,0.0369956205698718,0.0368383936785808,0,0,0,0.0364278794427606,0.0561903200211568,0,0.0980701181273703,0,0,0,0,0.0899091552864312,0,0,0.0097598894514532,0,0,0,0,0,0,0,0,0.0338277598453342,0,0,0,0.0367582123699595,0,0,0.0258671422878178,-0.0196875004839341,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0709015862341469,0,0,0,0,0,0,0,0.146545357245165,0,0,0,0,0,0,0,0,0,0,0.129355336664116,0,0,0,0,0,-0.0571238086322294,0,0,0,0.173048289851039,0.0296805787192341,0,0,0.485532843919742,0,0,0,0,0,0.136431590957081,0,0,0,-0.1006231658493,0,0.0911441160008509,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272161081245497,0.046289429352792,0,0,0,0,0,0,0,0,0.134796398231755,0,0,0,0,0,0,0.010660454108619,0,0,0,0.0978592325460862,0,0,0,0,0,0.0407214533096182,0,0.382796344863811,0,0,-0.0115592258910533,-0.00370310226700178,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0132434654973742,0,0.0064266964652181,0,0.16171192728933,0,0,0,0,0,0.0819217159528105,0.353620951743781,0.0575712686899346,0,0,0,0,0.0536405354088966,0,-0.0492243010332757,0,0,-0.0196821320140498,0,0,0,0,0.656443374905953,0,0,0,0,0,0,0,0,0,0,0,0.0363013229531647,0,0,0,0,0,0.0105844334586472,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0616365992508474,0,0.0872191867757437,0,0,0,0.11097033446313,0.0142368420382438,0,0,0,0,0,0,0,0,0,0.140658030995844,0,0,0.010633376474416,0,0,0,0,0,0,0,0,0.177703775734848,0,0,0,0,0,0.00850950956728946,0,0.0623168841543848,0,0,0,0,0,0,0,-0.00697975348767289,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0406425473025363,0,0,0,0,0,0,0,0.0499325744424969,0.10135576717915,0,0,0,0.0145422164479371,0.185054731373716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839056283675937,0.00490085894912254,0,0,0,0,0.0719698036105512,0.069660138401898,0,0,-0.0513596374081788,0.0357290972395254,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447109181881394,0,0,0,0,0,0,0.0728097998539665,0,0,0,0.0587864150570925,0,0.206709509618917,0,0,0,0.393472840740349,0,0,0,0,-0.0972915807055047,0,0,-0.0350608115706655,0,0,0,0.2609617030659,0,0,0,0.0202264603625312,0,0,-0.0046220115918918,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.270610375053955,0.0391885676835773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147177538831915,4.33680868994202e-19,0,0,0,0,0,0.222032277234201,0,0,0,0.263022291132717,0,0,0,0.051987944305586,0,0.0297476099540816,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0189748595823024,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.146266737410585,0,0,0.150542199656931,0,0,0,0,0,0,-0.0719296311749059,0,0,0,0,-0.00997557075792671,0,0,0,0,0,-0.0295565077734251,0,0,0,0,0,0.0164757972067703,0,0.0765492469217065,-0.0625209118791244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213869472282898,-0.135914003937703,0,-0.0801818702164081,0.0765921657623903,0,0,0,0,0,0
X600426.SH,0,0,0,0.200681181183757,0,0,0,0,0,0,0,0,0,-0.609295034061483,-8.67361737988404e-19,0,0,0,0,0.239497121455035,0,0,0,0.120997155919854,0,0,0,1.38777878078145e-17,0,-0.0114074124663911,0,0,0,0,0,0.293294013303993,0.180915598347698,0,0,0,0,0,-0.268106778397048,0,0,0,0.0406350344628157,0,0,0,0,-1.73472347597681e-18,0.0201495196317692,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0960156783533214,0,0,0,0,0,0,0,0,0,0.089610783110572,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.346039075397556,0,0.0424620691791034,0,0,0,0,0.0294438001622721,0,0,0.0200351523706071,0.181444424813158,0,0,0.16172296301923,0,0,-0.264481024425587,0,0,0,0,-0.0410650286352613,0,-0.0239067539036149,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.104198431455274,0,0.0863668375386429,0.00658047509080489,0,0.331191827961151,0,0,0,0.105912836110844,0.0223083020366351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173714364744312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030122583236959,-0.00855401677691208,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.0670542264897984,0,0,0,0,0,-0.159662447744417,0,0,0,0,0,0,-0.291472914195668,0,0,0.0417364962799876,0,0,0,0,0,0.871291930972323,0,0,0.0805337332834667,0,0,0.0872422773650031,0,0,0,0,0.0655460251095749,0,0,0,0,0,0,0,0.0306801599681114,0,0,0,0,0,0.0182226592865186,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0.179505265342615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461511420801085,0,0,0,0.203432959840366,0,0,0,0,0,0.111511005753044,0,0,0,0,0,0,0.415510041174173,0,0,0,0.195980024590818,0,0,0,0,0.0205971155072823,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0531358055922155,0,0,0.407750094219125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211904581277714,0,0.098123572462174,0,0,0,0,0.113171127301871,0,0.0382714163055979,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653778249325907,0,0.0692076593373529,0,0,-0.0670017616889015,0,0,0,0,0,0,0
