,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000301.SZ,X600010.SH,X000708.SZ,X600547.SH,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X601991.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X600096.SH,X600160.SH,X000629.SZ,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X600489.SH,X002080.SZ,X600348.SH,X600141.SH,X600378.SH,X000933.SZ,X000630.SZ,X600688.SH,X600157.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.531481452667459,0,0,0,0,0,0.0325120218839374,0,0.31925000076769,0,0,0,0,0,0,0,0,0.00874470971460844,0,0,0,0,0,0,0,0,0.0233206500351179,0.0258223792376359,0.0222400461055959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864256991950397,0,0,0,0,-0.0233461148048043,-0.0158529712390596,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.377239800085092,0,0,0,0,0,0,0,0,0,-0.00616485526187195,0,0,0,0,0,0,0,0,0,0,0.0723372404140607,0.00669765100797658,0,0,0.162478424386594,0,0,0,0,8.67361737988404e-19,-0.0237057488064832,0.03666694988514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010130315028969,0,0,0,0,0,0,0
X600028.SH,0.576557890963685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119695598744285,0,0,0,0.00414952479808529,0,0,0,0,0,0,0,0,0,0.0629070414810714,0.0705978353986595,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294127519838543,-0.0166195353742004,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713002294705782,0,0,0.117420891888158,0,0,0,0,0,0.337256122714639,0,0,0,0.124868117361521,0,0,0,0.0287713811404375,0.109658136737782,0,-0.128095702376498,-0.0718988545145289,0,0,0,0.134887438320489,0,0,-0.226976303927848,0,0,0,0,0,0,0,0,-0.00299627366512947,-0.011904872137127,0,0,0,0,0,0
X600188.SH,0,0.718248868107889,0,0,0,0,0,0,0,0,0.10248446087286,0,0,0,0.0508751742365676,0,0,0,-0.0794856683959425,0,0,0,0,0,0,0,0,0,0,0,0.05470588119062,0,0,0,0,0.0306980529414689,-0.0566989732495473,0,0,0,0,0,0,0,0,0.216961346187145,0,0,0,0,0,0.0032320385036084,0.0651223651600612,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.428003192816374,0.147859855935079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210943564912247,0,0,0,0,0,0,0,0.0659488106313189,0,0,0,0,0,0,0.0940241344012421,0,0,0,0,0,0,0,0,0,0.00339189581880461,0.0335365055315661,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0240846126695022,0,0,0,0,0,0,0,0,0.132909471470358,0,0,0,0.184969603533216,0,0.0585015797837098,0,0,0,-0.00619561856668609,0.0159086551274489,0.123021285503937,0,0,0,0.431918658781872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184165033613188,-0.00179862384136593,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.636197269524333,0,0,0,0,0,0,0,0,0,0,0,0,0.159793830200409,0,0,0,0,0,0,0,0.0839435644609691,0,0,0,0.0197265208098312,0,-0.0999463713352281,0.192968422826341,-0.0313842315509377,0.126292097443183,0,0,0,0,0,0,0.0783517953550139,0,0,0,0,-0.0706327798518901,0,0,-0.0141857706566009,-0.0202967882944429,-0.0428616489386642,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.291527722912759,0,0.189519751749918,0,0,0,0,0,0.12927225539479,0,0,0,0,0,0,0,0,0,0,0,0.0309278741943165,-0.0723078486960558,0,0,0,0,0,0.0649672403521752,0,0,0,0,0,0,0.120129524437514,0,0,0,0,0,0,0,0,0,0,0.0284499803283791,-0.0225517103323768,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0545015450713614,-0.12706640980224,0,0,0,0,0,0,0,0,0,0,0,0.34579996697221,0,0,0,0.199918007479186,0,0,0,0,0,0,0,-0.0510710898116629,0.0541889174079262,0,-0.0986920760765279,0,0,0,0,0,0,0,-8.84463718005493e-06,0,0,0,0,0.0180284336685744,0,0.146705045189679,0,-0.00685322158170977,0.00801021622715828,0,0,0,0,0,0
