,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600111.SH,X600027.SH,X002466.SZ,X601992.SH,X600299.SH,X600176.SH,X600126.SH,X600426.SH,X002075.SZ,X600486.SH,X600529.SH,X000723.SZ,X002353.SZ,X601158.SH,X600516.SH,X600315.SH,X600612.SH,X600219.SH,X000401.SZ,X000932.SZ,X000898.SZ,X002409.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0125249099700728,0,0,0.0134807160265887,0,0,0.0366767599330862,0,0,0,0.141361500268949,0,0,0.0750750891401315,0,0,0,0,0,0,0,0,0.0990354609479301,0,0,0.00537020689366379,0,0,0.023057680468493,0,0,-1.73472347597681e-18,0,0,0,0.0264581536113014,0,0,0.013326852233062,0,0,0,0.0253875440936088,0.00426001883765055,-0.00711927162949818,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0189535542202738,0,0,0,0,0,0,0,0,0,0.0304117676222566,0,0,0,0,0,0,0,0.0550996200042287,0,0,0.145396197658239,0.0943607068453512,0,0,-0.0108238689975223,0,0,0,0.0371700277650898,0,0.0687569898295413,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00808129503245584,-0.00996022275207909,0,0,0,0,0,0
X601088.SH,0,0,0,0.272206491884498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203517575757409,0,0,0,0,0,0,0,0.0574272257052812,0,0.0149370602000223,0.0749828152396033,0,0,-0.188566303295039,0,0.0105060203899612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909729361756984,-0.00489393374357738,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.197369647564941,0,0,0,0,0.010891292289421,0,0.586489392982767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511525117817815,0,0.0581575680309904,0,-4.37216570229344e-05,0,0,-0.0216570543731169,0,0,0.00229994970292025,0,0,0,0,0,0,-0.0377492760411657,-0.00654952980028834,-0.00188190976747887,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100494882378282,0,0,0,0,0,0.230130993804631,0,0,0.175929800457399,-0.011805346409498,0.138783252389907,0,0,0.0381922307680919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106160565599584,0.0118324014824755,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.121260138623241,0,0,0,0,0,0,0,0,0.393399667290821,0,0,0,0,0,0,0,0,0.126158048849828,0,0,0,0,-0.0261944710142489,0,0,0,0,1.73472347597681e-18,0,-0.0122920896863724,-0.013323871952486,0.113736339563687,0,0,0,0,-0.167695598555952,0,0,0,0,0,0.0189192625042513,0,0,0,0,0,0
X600019.SH,0,0,0.0384448447384603,0,0.17846320061229,0,0,0,0,0,0,0,0,0,0,0,0,0.110550110716311,0,0,0,0.07302469266586,0,0.107415262699919,0,0,0,0,0,0,0.00456171450408413,0,0.0317233104350757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697122922880901,-0.0100550225956391,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431323696593232,0,0,0.0633958475362498,0,0.226978444812762,0,0,0,0,0,0,0,0.0574738521825063,0,0.038520971983395,0.0293982271705495,0,0,0.162420524314231,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661579604317684,-0.00406523252827096,-0.0434454980626476,0,0,0,0,0,0
X600011.SH,0,0,0.354486130880857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229502565162762,-0.0209222912709676,0,0.148628439074585,0,-0.0359838977016318,0,0.00929049463167812,0,0.0410369900833385,0,0,0,0,0.0470423987767948,0.00303861618266464,0,0.0561544231757675,0,0,0.0140839282746999,0,0.0185083658104266,0,0,0,-0.00305485971196381,0,0,0,-0.0642854545162719,0,0
X002460.SZ,0,0,0,0,0.0440490963235665,0.0547931618855036,0,0,0,0,0,0,0,0,0.31342540836626,0,0,0,0,0,0,0,0,0.123025615305697,0,0,0,0.102846894507643,0,0,0,-2.16840434497101e-19,0,0.0243909343752434,0,0.17200549128511,0,0.0772697278069943,0,0.0470025294691618,0,0.231750084587351,0,0,0,0,0.181746706752866,0,0,0,0,-0.0163481284586178,-0.0212380194284369,0,0,0,0,0,0
X002271.SZ,0,0,0,0.119375890039811,0,0,0,0,0,0,0,0.0752619526643068,0,0,0,0,0,0,0,0,0,-0.119862239589275,0,0,0,0,0,0,0,0,0,0,0.220883228798554,-0.0652872195276567,0,0.188853792410421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339393292414169,-0.00657936318787592,-0.0260177238377847,0,0,0,0,0,0
X600801.SH,0,0,0,0.137098209870427,0,0,0,0,0,0,0.0488637909662425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.222459769764539,0,0,0,0,0,0.0727332288089706,-1.73472347597681e-18,0,0,0,0,0,0.360999870290421,0,0,-0.000437286698315838,0,0,0,0,0.00189704676159479,0.0441005707955521,0,0,0,0,0,0
X600886.SH,0,0,0.138463288951174,0,0.144227386398687,0,0.0304248087827622,0,0,0.0344641593876326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247349190563579,0,0,0,0,-0.0176708106126167,0,0.011024762285102,0,0.0082687650907033,0,0,0,0,0,0,0,0,0,0,-0.0953570429059932,0,0,0,0,0.000586550008412283,-0.0139076548549133,0,0,0,0,0,0
