,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600623.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000723.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X000983.SZ,X600352.SH,X000883.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000630.SZ,X601699.SH,X002460.SZ,X600021.SH,X000060.SZ,X000012.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0620249748194323,0,0,0,0,0.0206517106542844,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00221068672053413,0,0,0,0,0,0,0,0,0,0,0,0.0278534812506063,0,0,0,0,0,0,0,0,0,0,0.108849025086629,0,0.00566635897053909,0.00596007291030021,0,0,0,0,0,-0.00725556502431522,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0236745523598376,0.0495433492968153,0.0280619282241689,-0.0374763462875355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00266184264666006,0,0,0.0331310064348917,0,0,0,0.0609711165504387,0,0.0526527657832094,0,0,0.0254182842011344,0,-0.00762613415672965,0,0.0224076005981368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.245156182410056,0,0.0643191838407065,0,0,0,0,0,0,0.0389137014300184,0.0809527393609721,0,0,0,0.031948735403884,0,0,0.0118007587832012,0,0,0,0,0.00777452160110688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930083650357331,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.127250390143385,0,0,0,0,0.0759426290239225,0,0,0,0,0,0.00795197541173299,0,0,0.0993937966229263,0,0,-0.00357742480362027,0.0963992046768593,0,0,0,1.73472347597681e-18,0.0305683439868223,0,0,0,0,0,0.157251755165033,0,0.0457611439308384,0.0142001301567342,0,0,0,-0.0454252422993093,0,0,0,0,0,0,0,0,0,0,0.0067285571293105,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.179284480342744,0,0,0,0,0,0,0,0,0,0.460164603962055,0,0,0,0,0,0,0,0,0,0,0,-0.0231598091489147,0,0,0,0.0149520216722622,0,0,0,0,-0.039433895498873,0,-0.0540992020404169,0,0,0,0,0,0,0,0,0.0230540701773452,0,-0.0225554296677441,-0.0311654702399422,0,0,0,0,0,0
X600585.SH,0,0,0,0.0500152290897778,0.124896985558257,0,0,0,0,0.133125400353281,0,0,0,0,0,0,0,0,0,0,0,0.0613022394025411,0,0,-0.0343805665402473,0,0,0,0,-0.0830270665077181,0,0,0,0,0,0,0.0766803474161874,0,0.0478364428296118,0,0.0977486700905884,0,0,0,0,0.0402975218626036,0,0,0,0,0,-0.00316725289611323,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0121929218034848,0,0,0,0,0,0,0,0.00261632223084673,0,-0.0669496297978313,0,0,0,0,0.0286314049866113,0,0,0,0,0,0,0,0,0.0278288258097702,0,0,0.0989983205997119,-0.0535557272657846,0,0,0,0,0.102454156476099,0,0,0,0,0,0,0,0,-0.0384717295335666,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.10098968674287,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0717475562181382,0,0,0.0848553112023835,0,0,0.00731398674755401,0,0,0,0,0,0.00478393515375108,0,0.092473373470383,0,0,0.112086990053379,0,0,0,0,0,0.150129932264249,0,0,0,0,0,0,-0.0197117224073329,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,-0.0114280024053381,0,0,0,0,0,0,0,0,-0.0634526374921143,0,0.194449948218733,0,0,0,0,0,0,0,0.0310365640298489,0,0,0,0,0,0.134390246403079,0,0,0,0,0,0,0.142056810231695,0,0.0902981411938343,0.0289679765809944,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.140437877949884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278816691720625,0,0.119561084841105,0.0761697294774054,0,0,0,0,0,0,0,-0.0882123602404067,0,0,0,0,0.537953897198799,0,0,0.107741495093034,0,0,0,0,0,0,-0.00562793731399116,0,0,0,0,0,0.0815971591417222,0,0,0,0,0,0,0
