,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X002466.SZ,X600516.SH,X000898.SZ,X600027.SH,X300072.SZ,X600547.SH,X002460.SZ,X601992.SH,X600111.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X600299.SH,X002110.SZ,X600808.SH,X600801.SH,X600426.SH,X000709.SZ,X000932.SZ,X000408.SZ,X000883.SZ,X601158.SH,X600219.SH,X601003.SH,X601699.SH,X600315.SH,X000830.SZ,X002271.SZ,X600339.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.242610776090064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788648877289084,0.0181063524206667,0,0,0,0,0,0,0,0,0,0.0191680563003529,0,0.15912914939038,0.0226420487756996,0.081960677691754,0,0,0.000353313312438132,0,0,0,0,0,0,0
X600028.SH,0.0621728085699765,0,0.074276435914973,-0.0130308811666921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269181118274249,0,0,-0.0122712899279478,0,-0.12227287171558,0,0,0,0,0,0,0,0,0,0,0,0,-0.109260284111433,0.355038769112911,0,0,0,0,0,0,0,0,0,0,0,0.0587493587047333,0,0
X601088.SH,0,0.0495920326485096,0,0.216653654073896,0,0.00235824989969904,-0.117691600131054,0,0,0,0,0.0148941324346432,0.456232701232125,0,0,0,0.107061204908251,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672364342248245,0,-0.154876077903893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344253145145465,0,0,0,-0.00274961981309245,-0.00826503311006616,0,0,0,0,0,0
X600585.SH,0,0,0.161697686749056,0,0,0,0,0,0,0,0,0,0,0,0,-0.200147351942208,0,0,0,0,0,0.13127097706751,0,0,0,0,0,0,0,0.123335919347563,0,0,0,0.288401961215904,0,0,0,0,0,0,0,0,0,0,0.116757272116397,0,0.00111716469096011,0,0,0.0076151242139714,-0.00632963745435259,0,0,0,0,0,0
X600019.SH,0,0,0,0.277476101253584,0,0,0,0,0,0,0,0,0.178576804390997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103056008599625,0,0,0.227446045989578,0,0,0,0,0,0,0,0,0.116957202769388,-0.0819092034744238,0,0,0.00621745663283899,0.00152276544385842,0,0,0,0,0,0
X600309.SH,0,0,0.188373382445715,0,0,0,0,0,0,0,0,0,0,0,0.344859505349726,0,0,-0.240366728531547,0,0,0,0,0,0,0,0,0,0,0,0.191519104584727,0.256980813466571,0,-0.293249781973799,0.0400974823805543,0,-0.100917093894827,0,0,0,0,0,-0.0673960722262521,0,0,0.185565387780564,0,-0.0446768386036672,0,0.122203224952319,0.0336643277645194,0.0561878860535403,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671735334043313,0,0.323790226512353,0,0,0.0522619337520656,0,0,0,0.101347838730069,0,0,0,-0.0988039711222028,0,0,0,0,0,0,0,0,0,0,0,0,0.0813708723452442,-0.146786289382452,0,0,0,0,-0.00107499784771396,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715332538722555,0,0,0,0,0,0,0,0,0,0.263414285759577,0,0,0,0,0,0,0.0578204555258978,0,0,0.249748538481883,0,0,0.191266874257224,0.257267118230021,0,0.000512300728431486,0,0,0,-0.0117233308228154,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25798294307454,0,0,0,0,0.0251430263758512,0,0,0,0,0,0.157427611938341,0,0.0633794623786392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341030187752929,0.0466911984539138,0,0.0267220021572325,0,-3.46944695195361e-18,0,0,-0.00208950397742744,0.000106327197256302,0,0,0,0,0,0
X600660.SH,0,0.0492323840792723,0,0,0,-0.0884572969989822,0,-0.0329811718801065,0,0,0,0,0.0421731675627499,0,0,0,0,0,0,0,0.0295234236791826,0,0,0,0,0,0.0568460453605945,0,0,0.0441978519030533,0.138327163975594,0,0,0,0.0949271155870362,0,0,0,0,0,0,0,0,0,0,0.139381496114346,-0.0421903642179982,0,0.0366065596754154,-0.00788695029944601,0.0041273837298666,0,-0.158296379718264,0,0,0,0
