,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600010.SH,X000301.SZ,X600188.SH,X600660.SH,X000877.SZ,X000708.SZ,X600011.SH,X002271.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X000723.SZ,X600426.SH,X002080.SZ,X600803.SH,X300073.SZ,X000408.SZ,X600219.SH,X002326.SZ,X300037.SZ,X600688.SH,X601991.SH,X000959.SZ,X000831.SZ,X000786.SZ,X600399.SH,X600141.SH,X600795.SH,X600096.SH,X600516.SH,X000155.SZ,X000825.SZ,X600157.SH,X600352.SH,X600801.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.175903307799659,0,0,0,0,0.0411555753981817,0,0,0,0,0,0.0816745756096074,0,0,0,0,0,0,0,0,0,0,0,0,0.0844507962867902,0,0,0,0.0133366413733514,0,0,0,0.100498587425172,0,0,0,0,0,0,0,0.110929502567964,0,0.0183528974432987,0,0,0,0,0,0,0,-0.0186205628703498,0,0,0,0,-0.0757838092164987,0,0
X600028.SH,0.210318411001571,0,0,0,0,0,0,0,0,0,0,0,0.0685364131899921,0,0,0,0.0426581488446214,0,0,0,0.0105125681491866,0,0,0,0,0,0,0.0573881710286385,0,0,0,0,0,0.0695711892196679,0,0,0,0,0,0,0,0,0,0,0,0.0913163269412922,0,0.0919415748314555,0,0,0,0,-0.0152302944388343,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0588848242190701,0,0.182853861686793,0,0,0.132749208695671,0.0506379788414496,0.00604361917968854,0,0,0.509408630167566,0,0,0.0321213435854875,0,0,0,0,0,0,0,-0.0980596479213153,0,0.0344887695778756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176133663604504,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0388912595137342,0,0,0,0,0,0,-0.0342790087495414,0,0,0,0,0,0,0,0,0.212014720740636,0.108698082710853,0,0,0,0,-0.0762223846130232,0,0,0,0,0,0.129331238869562,0,-0.0681404429612567,0,0.0278540938920972,-0.0455232590241311,0,0,0,0,0,0,0,0,0,0.0287081509594497,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.533564400286832,0,0,0,0.0900674181981202,-0.0637708724690582,0.203628304813299,-0.0103589581718623,0,0,0,0,0.00671672307181057,0,0,0,0,0,0,0,0,0,0,0,0,0.0467227130858142,0,0,0,0,0,0,0.147911597989456,0,0,0,0,0,0,0,0,0,0,0,0,0.0195171529637702,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0574146089749213,0,0.0872400584099882,0,0,0,0,0,0,0,0.0815234506661755,0,0,0,-0.203449192573454,0,0,0,0,-0.00725133118567692,0,0,0,0.00103511449406759,-0.105418805840885,0.0572730627991681,0,-0.034961119339026,0,0,0,0.117627798271555,0,0,0,0.479910663259497,0.0542429262756488,0,0,0,0.0375771395396203,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.245083018313708,0,0,0.223550073134082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0772950043799189,0,0.200151976783843,0,0,0,0,0,0,0.136434791946763,0,0.231308011427032,0,0,-0.101534202108175,0,0,0,0,0,0,0,0,0,0,0.0141558117098528,0,0,0,-0.0971100200633517,0,0
X002466.SZ,0,0,0,0,0.373510224487614,0,0.0747619578647219,0,0,0.0635935134921974,0.050971036812298,0.116928569027013,0,0,0,0,0,0,0,0,0,0,0,0,0.013717486832096,0,0,0,0,0.172187543950545,0.0623553342416701,0,0,0,0,0,0.0488404120761324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00096369758123982,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0572677791526434,0.0286918366591608,0,0,0,0,0,0,0,0.244056658624401,0,0,0,0,0,0,0,0,0.0269469155483631,0.0315183051528738,0,0,0,0,0.0902504012706228,0,0,0,0,0,0,0,0,-0.017496900702638,0,-0.00804272906624277,0,0,0.128097360732128,0.00672276025354759,0,0.259002479806171,0,0,0,-0.00975847981767337,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0597200116361366,0,0,0.227254604596223,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.142443220010179,0,0,0,0,0,0.0127019151877814,0,0,0,0.281048567772945,0,0,0.00819663075409273,0,0,0,0,0,0.0664286889044708,0.327313514630146,-0.216346427385727,-0.0123989871665922,0,0,0,0,0,-0.0198908855473822,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.360911376064293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209356466811862,0,0.0495872828675764,0,0,0,0,0,0,0,0,0.0248017181157942,0,0,0,0,0.133364645798207,0,0.0839041002948351,0.0274362892905339,0,0,0,0,0,0,0,0,0.0284892300554294,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.0148954685163013,0.0627560446136913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729073722792789,0.175813250952273,0,0,0,-0.0496987445776617,0.0701103521715676,0.0420125716952449,0,0,0,0,0,0.0223541620721835,0.333620863869228,0,0,0,0,0,0,0,0,0,0,0,-0.040016365274219,0,0,0,0,0,0,0
X600188.SH,0,0,0.653227678087079,0,0,0,0,0,0,0,0,0.0711813812386103,0,0,0,0,0,0,0.178862782899663,0,0.185549281948875,0,0,0,0,0,0,0.0302351996990614,0,0,0,0.00658630205595645,0,0.0983940977577395,0,0,0.0924111573541244,0,0,0,0,0.00585825884420653,0,0,0,0,0,0.0472157845735554,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,-0.0485970645134317,0,0,0,0,-0.117884470412976,0,0,0,0.0856981114803159,0,0,-0.069226192754559,0,0,0.0648902713120604,0,-0.0539539120851741,0,0,0,-0.0522176842893701,0,0,0.0442986923623232,0,0,0,0,0,0.0384659552234047,0.0216570809382873,0,0,0.186259351905623,0,0,0,0,0,-0.00283089938938176,0,0,0,0,0,0,0,0,0,0.0559531701886516,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-0.0126899774629119,0,0,0,0,0,0.0712504145149137,0,0,0,0,0,0,0,0.0244407664044496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708280038783492,0,2.16840434497101e-19,0,0,0,0.00228494544683954,0.0819632069949092,0,0,0.0445223254016338,0,0,0.208578732302638,0.302753625070489,0,0,0,-0.0218222831096941,0,0,0,0,0.156845551729376,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.152393967538103,0,0.0543539184203489,0,0.00472047209302446,0,0,0,0,0.0567817098523113,0,0,0,0,0,0,0.0786399407049164,0,0,0,0,-0.0166444168920398,0,0,0,0,0,0.022531975810399,0,0,0,0,-0.0123168574106286,0,0.0935440759064616,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0364001522970596,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.118071900799264,0.0610669198668997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105632251689008,0,-0.0930273147746038,0,-0.0816635674818181,0,0,0.0863848227462783,0.626089112226782,0,0.123739016844647,-0.114145888061437,0.0520074958575928,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0346780458576558,0,0,0,0,0,0.136967131950815,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166695450521648,0,-0.0945208125897224,0.0203007243860534,0,0,0,0.020308033567985,0,0,0.0232622963946094,0.94002045759311,0,0,0,0,-0.0596364950827873,0,-0.11468563544625,-0.0233455786673341,0,0,0,0,0,-0.018173874049213,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.026832708086677,0,0,0,0,0.0457746826117163,0,0.290911326595363,0,-0.0387152257937315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120569812340232,0,0,0,0,0.0936206060551201,0,0,0,0,0.0150833728541613,0,0,0.345130540207676,0,0,0.0327316721587707,0,0,0,-0.00739198297615655,0,0,0,0,0,0,0
