,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600111.SH,X600176.SH,X600352.SH,X601992.SH,X000553.SZ,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X600299.SH,X000709.SZ,X002271.SZ,X600426.SH,X601158.SH,X600315.SH,X000408.SZ,X601699.SH,X600489.SH,X000830.SZ,X000883.SZ,X600808.SH,X600219.SH,X000630.SZ,X002470.SZ,X600339.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0175654263032614,0.0944300919851479,0,0,0,0,0,0.0097945110691483,0,0,0.0779815610414165,0,0,0,0,0,0,0.0255336995560836,0.0751476769100054,0,0,0,0,0.0617971893131743,0,0,0,0,0,0,0.0611437270264222,0.0435807592652543,0,0,0,0,0,0,0.147149649596188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.351697718075636,0,0.413115014745053,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.139796343369728,0,0,0,0,0,0,0,0,0,0,-0.0868375044802221,0,0,0,0,0,0,0,0,0,0,0.0795366304707015,0,0,0,0,0,0,0,0,0,0,0,-0.00894098461983172,0.0744999975028175,0,-0.0269480600583647,-0.00671980140579879,0,-0.257563546998001,0,0,0,0
X601088.SH,0,0.313938913363607,0,0.240361922465577,0.171794726323813,0,-0.0342302594795699,0,0.185763057869381,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152680867084059,0,-0.0175310556168719,0,-0.0122331467091698,0,0,0,-0.0654879371951438,0,0,0,0,0,0,0,0,-0.148236362689828,0.206547559209359,0,0,0,0,0,0,0,0,0,0,-0.00383626285279429,-0.0621896809161906,0,0,0,0,0,0
X600019.SH,0,0,0.302788164957588,0,0,0,0,0,0.312673283564711,0,0,0,0,0,0,0,0,0,0,-0.110575845906423,0,0,0.038322492199769,0,0,0,0,0,0,0,0,-0.011526285733233,-0.102222969115607,0,0,0,0,0,0,0,0,-0.0424433938934392,0,0.210833485511728,0,0,0,-0.0543639274675346,0,0,0,-0.0138254701281014,0,0,0,0,0,0
X600585.SH,0,0,0.115482998644706,0.226874629399133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504290916388504,-0.0104906574179978,0,0,0,0.163611542644036,0,-0.0877089285498444,0,0,0,0,0.0658531465344312,0,0,0,0,0,0.28445044874608,0,0,0,0,0,0,0,0,-0.0498236586201524,0.035955419503567,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078718756062045,0,0,0.0423443944852371,0,0,0,0,0,0.231109463606517,0,-0.0833164373225184,0.18628178624202,0,0.0582621636024736,0,0,0.0489141187657474,0,0.191355596837523,0,0,0,0,0,0,0,0,0,0,0,-0.048871723082601,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211954703420814,0,0,0,0,0,0.147234909815066,0.00243567854772864,0,0,0,0,0,-0.0312810470879985,0,0.29192219617567,0,0,0.025685473858628,0,0,0,0,0.0539235392770652,0,0,0,0,0,0,0,0,0,0.259404565537176,-0.0563408421864514,0,0.00523622391285312,0.0403274584454493,0,0,0,-0.624440421840528,0,0
X600188.SH,0,0,0.473398805521325,0.225427376228092,0,0,0,0,0,0,0.16373549979494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222971242315384,0,0,0,0,0,0,0,0,0,-0.112643559059704,0,0,0,0,0.348755157279964,0,0,0,0,0,0,0,0.208482533144736,0.169327809078735,0,-0.0297039991295051,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0555127462594185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434910144252896,0,0,0,0,0,0.0376855071510634,0,0,0.0120235706041158,0,0,0,0,0,0,0,0.104230165839968,0,0.0213713657370982,0,0,0,0,0,0,0.138062220864281,0,0.00950145034790011,0,0,0,0,0,0,0
