,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X002466.SZ,X000792.SZ,X600795.SH,X002460.SZ,X601699.SH,X000708.SZ,X600010.SH,X000301.SZ,X600111.SH,X600362.SH,X600027.SH,X000983.SZ,X000877.SZ,X600803.SH,X600426.SH,X000786.SZ,X601991.SH,X600489.SH,X600985.SH,X002271.SZ,X600160.SH,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X600348.SH,X601168.SH,X600612.SH,X600219.SH,X002128.SZ,X000027.SZ,X300037.SZ,X600688.SH,X600157.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.464887032300729,0,0,0,0,0,0,0,0,0,0.0786376435836811,0,-0.0927760715880503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239686369089438,0,0,0,0,0,0,0.0383916367592731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00723983581430364,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.319796253877124,0,0,0,0,0,0,0,0,0,0,0,0,0.115502856914441,0,0,0,0,0,0,0,-0.0586106199799058,0,0,0,0,-0.0435432017561817,0.119991317706433,0,0,0,0,0,0.133591618595166,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000591538326185041,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0598070583155872,0,0,0.116292495703734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160405229906309,0.0386844522186048,0,0,0,0,-0.0218990958424938,0,0,0,0,0,0,0.429909696237396,0,0,0,0,0,0,0,0,0,0,0,-0.00995498515213331,0,0,0,0,0,0,0
X600309.SH,0.192184374144608,0,0,0,0.0724376901995055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169900200973552,0,0,0,0,0,0.0981650184930593,0.199036839444631,0,0,0,0,0,0.094197691345661,0,0,0,0.220779926306652,0,0,0,0,0,0,0.133640155189255,0,0,0,0,-0.155744416260954,0,-0.029048316887881,0.0077452648463048,0,0,0,0.264839557332213,0,0
X600188.SH,0,0.129755062126309,0,0.0591228243511528,0,0.195324881162067,0,0,0,0,0,0,0,0,0,0,0,0.330653967815512,0,0,0,0,0.0185329231234267,0,0.126187801212328,0,0,0,0,0,0.054497183811911,0,0.0619398098639231,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331328585964405,0,0,0.0281122023806836,0,-0.00920691183402723,-0.00191437169774596,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.198112252025777,0,0,0,0,0.190514492379346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745127079068058,0,0,0,0,0,0,0.246338485208519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032474620631218,0.044600721249057,-0.024776682092018,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.143691812820448,0,0,0.00373438191330552,0,0,0,0,0,0,-0.0554666664703249,0,0,0,0.415271735696842,0,0,0,0,0,0,0,-0.00556711666018487,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0519998735733092,0,0,0,0,0,0.00381099471241211,0.00235799813388363,0,-0.0146983909294246,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.00360298931700814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148756661322831,0,0,0,0,0,0,0.198125749136971,0,0.285018717657452,0,0,0,0,0,0,0,0,0,0.00251970191635017,0.00588386212408629,0.0702366038515681,0,0,0,0,0
X600585.SH,0.173115086483252,0,0,0.130186478337763,0,0,0,0,0,0,0,0,0,0,0,0,0.154319419815944,0,0,0,0,0,0,0,0,0,0,0.0236496338626165,0,-0.0129365714196601,-0.0541974755279453,0,0.0425566715463109,0,0,0,0,-4.33680868994202e-19,0.0730306367566911,0,0,0,0,0,0,0,0,0,0,0.0206197622851377,0,0.0123092050408827,0.00242712942648674,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0919355843659444,0.0714795159248007,-0.00163623578018722,0,0,0.099087131422238,0,0,0,0,0.311355568065116,0,0,0,-0.1107092662739,0,0,0,0,0,0,0,0,-0.126459480913501,0,0,0.117811244315068,0.0517785722848246,0,0,0,0,0,0,0,0.000630152025885323,0,0.0460310139399959,0,0,0,0.0208839381814222,0,0,0,0.0533547324121778,-0.0280207148579713,0.0329599856686495,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.060398390197003,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267906301798321,0,-0.0245297211112488,0,0,0,0,-0.17814779868529,0.133382187616982,0,0,0,-0.00332794933112511,0,0,0,0,0,0,0,0.0484537313372977,0.0648704100280023,0,0,0,0,0.0357750985934528,-0.00993148557035757,0.313663715474702,0,0,0,0,0
X601600.SH,0,0,0.126262898565759,0,0,0,0,0.357613197250459,0,0,0,0,0,0,0.0959746036049555,0,0,0,0,0,0,0,0,0,0,0,0.0303904069812462,0,0,0,0.0416431272397893,0,0.0836858395698266,0,0,0.180255541367938,0.103186755565121,0.0802492752002218,0,0,0,0.0175258748748435,0,0,0,0,0,0,0,0,0,-0.0357297821478094,0.0365898368659106,0,0,0,0,0,0
X600547.SH,0,0,0,0.0204627859468837,0.0224053547879788,0,0,0,0,0,0.0421759216671565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155989396051635,0,0,0,0,0,0.5683640799747,0,0.0246864175114015,0,0,6.93889390390723e-18,0.0489751616364173,0,0,0,0,0,0.0508937856197136,0,0,0,0,0,0,0,-0.0739503848491185,0,-0.00477901311067855,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869212853256544,0,0,0,0.222423954528759,0,0,0,0,0,-0.326378086363035,0,0,0,0,0,0.0144206735559284,0,0.0793079346905482,0,0,0,0,0,0,0,0.0116180066095895,0,0,0,0,0,0,0,0.0262812633049292,-0.00602682204412624,-0.0174966002967051,0,0,0,0,0,0
