,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600188.SH,X600111.SH,X600362.SH,X600157.SH,X002466.SZ,X601992.SH,X600547.SH,X600886.SH,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600489.SH,X600309.SH,X000709.SZ,X600583.SH,X300072.SZ,X000883.SZ,X000898.SZ,X600352.SH,X000539.SZ,X000027.SZ,X002407.SZ,X000723.SZ,X000630.SZ,X002470.SZ,X002460.SZ,X600549.SH,X000983.SZ,X600176.SH,X000060.SZ,X000629.SZ,X600021.SH,X000012.SZ,X600612.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0127301397397155,0,0.0843540714654359,0,0,0,0,0,0,0.0455557617431432,0,0,0.0214667174282597,0,0,0,0,0,0,0,0,0.210957646088649,0,0.124127673470801,0,0,6.93889390390723e-18,0.0155920293711146,0,0,0,0,0,0,0,0.0143035073967949,0,0,0,0,0,0,0.0068984312726601,0,0,0.00691403648608472,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0959629830689691,0,0,0,0,0,0,0.0725676451659204,0.055240147714209,0,0,0,0,0,0,0,0,0,0,0,0.0804999185257232,0,0.166554520059636,0,0,0,0.0377689222289698,0,0,-0.00444435836862322,-0.0526041474083557,0,0,0,1.73472347597681e-18,0,0,0,0.0176432816053256,0,0,-4.33680868994202e-19,0,0,0.00241656355462344,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.144258761930122,0,0.068714335222352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121437788597391,0,0,0,0,0,0,0,0,0,0.125074701743039,0,0,0,0,0.0267408685743521,0,0,0.131703226765759,0,0,0,0,0,-0.0157723033684864,-0.0150033461266118,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.032424841738078,0,0,0,0,0,0.0129037894102395,0.386274511376322,0,0,0,0,0,0,-0.0080926434749544,0,0,0,0.0340060277782803,0,0,0,0,0.134653204403242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00940758467369617,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0823735989949973,0,0,0,0,0,0,0,0.00169766768410906,0.178050350093805,0,0,0,0,0,0,0,0,0.197983284128847,0,0.0717730545476927,0,0.125189641532967,-1.73472347597681e-18,0,0,0.181435450695942,0,0,0,0,0,0,0,0,0.00645076513293522,0,0,0,0.0250587658379721,0,0,0,0,0,0,-0.0167061454953216,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0223178894028167,0.152809637370302,0.0310013130636452,0,0,0,0,0,0,0,0,-0.019773271991628,0,0,0,0,0,0.0743305118188383,0.00525944066678239,0,0,0.0549207374672061,0,0,0,0.444135898741885,0,0,0,0,0,-0.114051281709551,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0.102725047439048,0,0,0,0,0,0,0,0,0,0.0681923963426395,0,0,0,0,0,0,0.113472897666849,0,0,0,0.093709737572704,0,0,0,0,0.356895381764911,0,0,0,0,0,0,0,0,0,0,0,0,0.0369641378794524,0,0,0,0,0,0,0,0,0,-0.0310651701299053,0.0686196022695619,0.102372558340194,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174411789320891,0,0,0.000901929692496107,0,0,0.0278280405494972,0,0.0398570530892789,0,0,0.152883722094488,0,0,0,0,0.259857191826585,0,0,0,0,0,0,0,0,0,0,0,0,0.0580384659261743,0,0.194416956514332,0,0,0,0,0,-0.0657616856343167,0.00936789938902373,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940887231123644,0,0.0330886691586616,0,0,0.0210643448339872,0,0.127534311501585,0,0,0,0,0,0,0,0.288845836946737,0,0,0,0,0.107860315055845,0,0,0,0.0395553491779693,0,0.0685167553664987,0,0.0105842338517946,0,0,0.112678234375246,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.144025369653752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108295486546461,0,0,0,0.239050293899961,0,0,0,0.217467402780289,0,0,0.016855675803486,0,0,0,-0.0474148611387277,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
