,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600489.SH,X000629.SZ,X000539.SZ,X000825.SZ,X000831.SZ,X600315.SH,X601699.SH,X002470.SZ,X600352.SH,X600660.SH,X000027.SZ,X000630.SZ,X000959.SZ,X600808.SH,X600549.SH,X000983.SZ,X600578.SH,X600490.SH,X600307.SH,X000937.SZ,X600516.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.177964544826889,0,0,0.109269924480818,0.0509777562816184,0,0,0.0408849087743947,0,0,0,0,0.00125469872377847,0,0,0,0,0,0,0,0,0.0229469304521247,0,0,0.015761726450299,0,0,0,0,0.0713452094021043,0,0,-0.0241756869950719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516113564727608,0,0,2.16840434497101e-19,-0.0140022115151371,0,0,0,0,0,0
X600028.SH,0,0,0.0314783306898795,0.125814065967248,0,0,0,0,0,0,0,0,0,0,0,0,0.00661190068921984,0,0,0,0,0,0.174708572946792,0,0,0,0,0,0,0,0,0,0,-0.0481201622746825,0,0.00984777165572552,0,0,0,0,0,0,0,0,0,0,0,0.0284827897535077,0.118108184274518,0,0,-0.0258317534180984,0.0334098062395795,0,0,-0.0173947255716971,0,0
X601088.SH,0,0,0,0.0259606558695627,0.114411880717584,0.0157662623771654,0,0,0.170809357976187,0,0,0,0,0,0.235759058449283,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111641287115292,0,0,0,-0.0374845792530141,0,0,0,0,-0.0698786391782222,0,0,0,0,-1.73472347597681e-18,0,0.0653316953949198,0,0,0,0,0,0,0,-0.00648647293982432,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.157893321610041,0,0,0,0,0,1.73472347597681e-18,0,0.0347254480288684,0,0.429634914600442,0.196360969528864,0,0,0,0,-0.0803493391321488,0.0242586211101666,0.0145929325412678,0,0,0,0,0,-0.0705022382876603,0.191790722997017,0,0,0,-0.0719320348896277,0,0,0,0,0,0,0,-0.0145636279426379,0,0,0,0,0,0,0,0.0163969116590059,-0.0403696278583444,0,0,0,0,0,0
X600585.SH,0,0.124037528037228,0.0970082524605684,0,0,0.131129202080871,0,0,0.026303720636826,0,0,0,0,0.128312513622747,0,0,0,0,0,0,0,0,0.0403943928598834,0,0,0,0,0.0216999889155117,0,-0.0166287572836807,0,0,0,0,0,0,0,0,0,0,0,0.135947349852394,0,0,0,0,0,0,0,0,-0.0100042812564967,-0.0016787354083405,0,0,0,-0.0273420184502745,0,0
X600019.SH,0,0,0,0.0490594985939414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138856080971461,0,0.204665111749531,0,-0.0253773512387851,0,0,0,-0.0597709016728067,0,-1.73472347597681e-18,0,0,0.0658892392743648,0,0,0,0,0.0863289648998465,0,0.172650375588999,0,0.21293946823445,0,0,-0.013525266446725,0.0314180321667163,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.167082555264617,0,0,0,0,0.0201919644588306,0.0613585955424769,0,0,0,0.00504149801212967,0,0,0,0,0,0,0,0.168067392028635,0.0560024803687164,0,0,0.088373690524958,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0176175163640056,0,0,0,0.0112613382397866,-0.026842742350248,0,0,0,0,0,0
X601991.SH,0,0,0,0.0127219805701718,0,0,0,0,0,0,0,0,0,0,0,0.0913225163401473,0,0,0,0.025351266500148,0,0,0.0554095836288679,0,0,0,0,0.103892702511129,0.0628911237409908,0,0,0,0.0600833118964734,0,0,0,0,0,0,0,0,0,0.17552935900652,0,0,0,0,0,0,0,0.0175297696366221,-0.0396023589793432,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.323431343623838,0,0,0,0.0414980304801455,0,0,0,0,0,0,-0.00572917195012676,0,0,0.0418394436212652,0,0,0.108131676350524,0,0.0300031165160956,0,0,0,0,0,0,0,0,0.117814484571563,0,0,0.071523859970383,0,0.0194936458590358,0,0,0,0,0.159829214071783,0,-0.00618769916574554,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.080550081250717,0,0,0,0,0,0,0,0,0,0,0.0409880953469933,0.0176550078075876,0,0,0,0,0.0334604441063195,0,0.0581820185618401,0.0105127113640676,0,0,0,0,0,0,0,0.0140220779138693,0,0.27518006870855,0,0,0,0.0179643378544563,0,0,0,0.152131254082949,0,-0.00575485084714092,0.00153590085989861,0,0,0,0,0,0
