,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600623.SH,X600886.SH,X600111.SH,X600157.SH,X601992.SH,X600299.SH,X000792.SZ,X600660.SH,X601158.SH,X000709.SZ,X002466.SZ,X000898.SZ,X600309.SH,X000539.SZ,X600578.SH,X000883.SZ,X600583.SH,X000027.SZ,X600352.SH,X002075.SZ,X000630.SZ,X600547.SH,X600489.SH,X002470.SZ,X000629.SZ,X300072.SZ,X000959.SZ,X600160.SH,X600098.SH,X000983.SZ,X000012.SZ,X000723.SZ,X600176.SH,X601699.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0818275531833688,0,0,0,0.117944510050846,0.068209086386451,-0.0199173091548221,0,0.0238993185896826,0,0.0755257178486688,0,0.0243016390228541,0,0,0,0,0.03065924198903,0,0,0,0,0,0.09990383685138,0,0,0,0,0,0,0,0,0,0,0,0.0119513580238972,0,0.00996993737568013,0,0,0,0,0.0309501463996223,0.00663214432181033,0,0,0,0,0,0
X600028.SH,0.0950531310333499,0,0,0,0,0,0.0748124408607547,0,0,0.0646715961301606,0,0,0,0.0773101689440475,0,0,0,0.0197324107845348,0,0.0101833146490098,0,0,0,0,0,0.0121445448183962,0,0,0,0,0,0.20731876826857,0,0,0,0.027017826253824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210340085002405,0.00521620123328303,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.570571609027976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510969597700882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347432967390553,0,0,0.0396277204028632,0,0,0.0105354334807754,0.0948336610855594,0,0.0247226996100055,0,0,0,-0.018499230382459,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0428259042602608,0,0.110040329778187,0,0,0,0,0,0.0923232362788735,0,0,0,0,0,0,0,0.0153772237172714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557859789113586,0,0,0,0.133957107447432,0,0,0,0,0,0.0399265425095507,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00760048628757556,0,0,0.219448122682955,0,0,0,0.274421111921448,0,0,0,0,0,0,0.0772072763765003,0,0,0,0,0,0,0,0,0,0.0387825677117141,0.148403263566517,0,0,0.0328333544670213,0.0552990617811386,0,0,0.0018305612871207,0,0,0,0.142046701391751,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206752631705129,0,0.665777882907796,0,0,0,0,0,0,0.0470443655808686,0.0145018234573972,0,0,0,0,0,0,0.0495970278525052,0,0,0.0713715500139971,0,0.0312832910255659,0,0,0,0,0.0108836607924133,-0.073012315778443,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0802878505798922,0,0.174729431305193,0,0,0.0437024272713386,0,0,0,0,0,0,0,0.139822352843562,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0641266202806947,0,0,0,0,0,0,0,0,0.0484131527312223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0766262789631715,0,0,0,0.0610592024638977,0.146681791756097,0,0,0,0.0974868734199655,0,0,0,0.0560023997131195,0.0208516669674239,0,0.0449258160119357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162543873395596,0,0,0.0214866986159022,0,0,0.158213761186456,0.1437428822224,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100031129007424,0,0,0,0,0.0330846241315915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301669834324797,0,0,0,0,0.0249845122759408,0.0814769544141385,0,0.0241411505401266,0.000587981785588554,0.138985935118453,0,0,0,0,0,0.246289982317493,0,0,-0.00792475537283314,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.369088722553284,0,0,0,0,0,0.0268881019890952,0.0492157546619998,0,0,0,0,0,0,0,0,0.0566724802544567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534772544911072,0.0770705345395883,0,0,0.0221847509790836,0,0,0,0.0654035696564401,0,0,-0.0224985041661333,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00977919474725981,0,0,0,0,0,0,0.0648611625452319,0,0,0,0.299724280690662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153024305156242,0,0,0,0.142871691567005,0,0,0.0665196523983049,0,0,0,0.0553888810447594,0.0409729506958383,0,0,0,0,-0.00338718911537159,0,0,0,0,0,0
