,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600660.SH,X600585.SH,X601600.SH,X600011.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X601168.SH,X600096.SH,X600985.SH,X000933.SZ,X000408.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X002353.SZ,X600378.SH,X000932.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.655356122091297,0,0,-3.46944695195361e-18,0.0999636551635224,0,0,0.16147752852129,0,0,0.0782623729831493,0,0.0187945851874967,0,0.143646571886733,0.0687503487802445,0,0,0,0,0,-0.0334377270163621,0,0,0,0,0,0,0,-0.0599557644503786,0,0,0.0310701567478041,0,0,0,0,0,0,0,0,0,0,0,0.0901629390044328,0,0,0,0,0,0,-0.0426878764411447,0,0,0,-0.04544677339323,0,0
X600028.SH,0.356166546770091,0,0.184716775238799,0,0.104036530338327,0,0.0831153130530454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066613965219465,0,0,0,0.137242823574661,0,0,0.0290812214454488,0,0,0,0,0.0405909641989231,0.0131560152110811,0,0,0,0,0.0161463067065441,0,0
X601088.SH,0,0.212120408132716,0,0,0,0.167641059501244,0,0,0,0,0,0.176275547044356,0,0,0,0,0,0,0,0,0.155785943663976,-0.036687986218087,-0.0276390264690196,0,0,0,-0.0993548378247358,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675728606311928,0,0,0,-0.0244490085067843,0,-0.0336991664059537,0,0,0,0,0,0,0,0,0,0.0265243181959947,0,0
X600309.SH,0,0,0,0,-0.0649940167864581,-0.0371879908028353,0,0,0,0,0.0497919756246166,0,0,0,0,-0.0736628312480893,0,0,0,0,0.292842463279035,-0.172214360712936,0,0,0,0,0.113771339365025,0,0,0,0,0,0,0.358711806313106,0,0,0,0,0,0.0150402122500414,0,0.0263141779878847,0,0,0,-0.0113088916817155,0.249878300151144,0,0,0,0,-0.0361694056005529,0,0,0,0,-0.0212192037612601,0,0
X601898.SH,6.93889390390723e-18,0.286892781189393,0,0,0,0.161540461750439,0,0,0.0863551132149791,0,0,0.184318276007751,0,0,0,0,0,0,0,0,0,0.107200575682659,0,0,0,0,0,0,0.13234591179138,0,0,0,0,-6.93889390390723e-18,0,0,0.0536174043894494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195763155564293,0,0
X600188.SH,0,0,0.130764915623961,0,0.139693082246568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490689342923321,0,-0.139048321446269,0,0,0,0,0,0,0.682663893572582,0,0,0,0,0,-0.0904478364963202,0,0,-0.0812246089556931,0.374449795076601,0,0,0,0,0,0,-0.112782035890138,0,0,0,0,0,0,0.0443055873616393,0,0,0,0.00517657773347273,0,0
X600019.SH,0,0.249704421998806,0,0,0.0971968966210589,0,0,0,0,0,0,0,0.112342816884106,0,0,0,0,0,0,0.281174947717884,-0.0578781383768474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688469580165388,0,0,0,0,0,0,0,0,0,-0.158067552581225,0.0739775743190436,0,0,0,0.150580780188099,0,-0.132989891832215,0,0,0,0,0
X600547.SH,0,0,0,-0.121926500004306,0,0,0,0,0,0,0,0,0,0,0,0.679467276014914,0,0,0.144527204873179,0,-0.0191408008588906,0,0,0,0,0.152647722534387,0,0,0,0,0,0,0,0.0586217316052961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113383178396204,0.144815634068991,-0.0784640906607647,0,0,0,0,0.0224574297670913,0,0
X600886.SH,0.362056597630501,0,0,0,0,0,0,0.0406579307580934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102506724046972,0,0,0,0,0,0,0,0,-0.290056913714733,0,-0.176323796358722,0,0.0749896891570521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125887871520467,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616034070740348,0,0,0,0,0,0,0.0808105155091539,0,0,0,0.136533529205355,0,0,0.104571941262865,0.204875503189575,0,0,0,0,0,-0.163576984226588,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201013719549094,-0.155953566371124,0,0,-0.0476152358323288,0,0
X600585.SH,0,0,0,0.145198480643886,0,0,0,0,0,0,0,0,0,0,0.0865581749322875,0,0,0,0,0,0,0,0,0,0.035169552455127,-0.0379610788162531,0,0,0,0.155501469440619,0,0,0.038786668476592,0,0,0,0,0.00617498311148024,0,0,0,0,0.0678410325505553,0,0,0,-0.0261492333839236,0,0,0,0,0,0,0,0,0,0.00150291121697065,0,0
X601600.SH,0.280656367875039,0,0,0,0,0.0529984802297022,0,0,0,0,0,0,0,0,0,0,0.10431947571548,0,0,0,0,0,0,0,0,0.141723506354509,0,0,0,0,-0.00067221564027771,0,0,0.0780343080184642,0.165734746473011,0,0.136037790376758,0,0,0,0,0,0.262794692061057,0,0,0.285888415960296,0,0.0807209564052687,0,0,0,0,0.0500288977825939,0,0,0,0,0,0
X600011.SH,0.0198289067485175,0,0,0,0,0,0,0,0.0289245677534011,0,0,0,0,0.256144530751789,0,0,0,0,0,0,0,0.0184205116722593,-0.0667436566011879,0.43803489523222,0,-0.00889865163168519,0,0,0,0,0,0,-0.0288650703799524,0,0,0,0,0,0,0,0,-0.00522789825725916,0.0786452789425163,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.023726283239621,0,0,-0.0567313375990392,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0725986703340404,0,0,0,0.15318884403356,0,0,0,0,0,0,0,0,0.247593510967185,-0.00785080957991127,0,-0.102251639349507,0,0,0,-0.0262216017931921,-0.0168441869777846,-0.0888873459381057,0,-0.0281902353569215,0,0,0,0,-0.0500976064918233,0,0,0,0,0.267161600711708,0,0,0,0,0,0,0,0,0,0.0163582341389725,0,0,0,-0.0111665253416025,0,0
X000792.SZ,0,0,0,0,0,0,0,0,-0.0630035891157925,0,0,0.0995074507638249,0,0,0,0.0853921215204314,0,0,0,0,0,0,0.293906858867113,0,0,0,0,0,0.026054912529223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472525110033504,0,0,0.0304311372066684,-0.0645597046045482,0,0,0,0,0,-0.0181564026750684,0,0
X600489.SH,0.187250656179754,0,0,0,0,0,0,0.622665917900889,0,-0.290289187969497,0,0,0,0,0,0,0,0.110867305981351,0,0,0,0,0,0.0793864320629202,0,-0.137293106716325,0,0,0,0,0,0.00318594891114178,0,0,0.00343213397119498,0.173030841587059,0.0467950622652193,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0256898419458081,-0.161805125386795,0,0.143678742767881,0,0,0,0,0,0,-0.0669155606972907,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0046676120970341,0,0,0,0,0,0,0,0,0,0,0,0.035965383241946,0.016036025800006,0,0,0,0,0,0,0,0,0,0,0.0347432205585786,0.0545936432164075,0.480097380326414,0.257851632065947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930322631075036,0,0,0.0108976764748231,0,0
X600010.SH,0,0,-0.163728144864075,0,0,0,0,0,0,0,0,0,0,0,0,0.0274688233407417,0,0,0,0.122116506851718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158744666061664,0,0,0,0,0,0.182198078940726,0,0.073214666177022,0,0,0,0,0,0.0483569647521854,0,0
X600111.SH,0,0,0,-0.0700288794685032,0,0,0,0.237384724352997,0,0,0,0,0,0,0,0,0.0428272433026356,0.125313959206362,0,0,0,0,0,0,0,0,0,0,0,0.381463120165329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231273039303349,0,0,0,0,-0.0311045822186229,0,-0.041280439533132,0,0,0.0493687198172319,0,0
X000708.SZ,0,0,0,0,0,0,0.0114962705040077,0.0481102603905043,0,0,0,0.100869966094103,0,0,0,0,0,0,0,0,0,-0.109954760389776,0.0386760003472043,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.160909425298326,0,0,0,0,0,0,0.107720826830521,0.00754930220691063,0.0787546001434007,0.272988316512016,0,0,0,0.000462675595251813,0,0,0,0.00675759180902117,0,0
X600803.SH,0,0,0,0.0447402366750419,0.0957179302897631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285152963440994,0,0,0,0.00715791473600128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220546681957804,0,0,0,0,0,0.02033620986349,0,0,0,0,0,0.110980506619171,0.0344710741030313,0,0,0,-0.0474331452432972,0,0
X600027.SH,0,0,0,0,0,0,0,-0.235163059208114,0,0,0,0,0.96210582751726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176994132533849,-0.0954134622662983,0.00347416987227689,0,0,0,0,0,0.168299333555568,0,0,0,0,0,0,0,-0.0195652774587495,0,0,0,0,0,0,0.117316630492829,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0130925116034279,0,0,-0.0462658258902398,0,0,0,0,-0.0521576833910627,0.118697809664529,0,0,0,0,0,0,0,0,-0.0280208241590427,0.0338701703263327,0,0,0,0,0.758208579336894,0.026101810790857,0,0,0,0,0,0,0.0731548383624331,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276456284429733,-0.0272259594671828,0,0,0,0.013369396382057,0,0
