,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600188.SH,X002466.SZ,X600010.SH,X601600.SH,X600660.SH,X601898.SH,X000301.SZ,X002271.SZ,X600011.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000408.SZ,X300037.SZ,X601991.SH,X000786.SZ,X600795.SH,X002080.SZ,X600219.SH,X600295.SH,X600803.SH,X000825.SZ,X002353.SZ,X000723.SZ,X601699.SH,X000959.SZ,X600157.SH,X600688.SH,X600352.SH,X600096.SH,X002326.SZ,X600141.SH,X000807.SZ,X000983.SZ,X000932.SZ,X000898.SZ,X000027.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0578367523980299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204845282436611,0,0.0653584747713856,0,0,0.142445017805486,0,0.0840077401561364,0,0.0112068333602495,0,0,0.0588272678784737,0.0320362984809663,0,0,0,0,0,0.0524872161465186,0,0,-0.0181362020540364,0,0,0,0,-0.0489739463145356,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0473221038974274,-0.00510279727074777,0,0,0,0,0.0504547987932093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146962875553202,0,0.0196975671501845,0.0809317510752859,0,0.0143928767151286,0,0.0418424025240811,0,0,0,0,0.0312304265039187,0,0,0,0.0438015885953406,0,0,0,-0.0205408992893115,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.00661920108444906,0,0,0,0,0.179578211842272,0,0,0,0,0,0,0,0,0,-0.00861618346463471,-0.0592839269133901,0,0,0,0,0,0.184492491588939,0,0,0,0.132090534113443,0,0,0,0,0,0,-0.0192121656696699,0,0,0.146013158343049,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0182421103885696,0,0,0,0,0,0,0,0,-0.000528404695616908,0,0,0,0,0.228006927005636,0,0.0790872470789174,0,0.032512289108768,0,0.00902025184238472,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.0066118742174918,0,0,0,-0.0403265374153477,0,0,0,0,0,-0.00499096489779007,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.152495573563911,0,0,0,0.0665653098809251,0,0,0,0,0,0,0.0631597517448791,0,0,0,0,0.178800014133078,0,0,0.160850146530077,-0.0307506830447183,0,0.244913151331401,0,0,0,0,0,0,0,0,0.0388443329441581,0.0352583150114061,0,0,0.278270575670142,0,0,-0.0309764171436753,0,0.00292695150364678,0,0,0,0,0,0,0.0472025221051087,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.200807832333831,0,0,0,0.289690816482947,0,0.504103582185201,0,0,0,0,0,0.252008899459433,-0.00601162537628146,-0.0576171329929989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868641870952218,0,-0.102141398893285,0,0.0628355031456012,0,0,0,0,-0.0858141759102995,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0117662420521594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719987010708958,0,0,0,0,0,0,-0.0383711179894389,0,0,0,0,0.0392869844832586,0,0,0,0,0,0,0,0,0,0,0,0,-0.00140062391000192,0,0.0588974528756235,0,0.563162100866034,0,0,0,0,0.00233299382134431,0,0,0,-0.0382173803617781,0,0
X000792.SZ,0,0,0,0,0,0.0420991842083328,0,0,0,0,0,0.00739812522224597,0,0,-0.0615381569376091,0,0,0,0,0,0,0,0,0,0.257111669460983,0,0,0,0,0,0,0.0812342283797535,0,-0.108075348403452,0,-0.299640511026057,0,0,-0.0569981287047126,0,0,0,0,0,0,0.0791793063953767,0,0,0,0,0,0,0.0917313139423198,0,0,0,-0.163460066544024,0,0
X600111.SH,0,0,0,0,0,0.0720903482611777,0,0,0,0.000472208265736033,0.283864937114543,0.294620756415588,0,0,0,0.0185622584937821,0,0,0,0,0,0,0,0,0.233776809496792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.342168791549253,0,0.110753596351877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0886050557851683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273392664728214,0,0,0,0,0,0,0,0.461215003354302,0,0,0.41650278475097,0,0,0,0,0,0,0,0,0.0135286586704538,0,0,0,0,0,0,-0.0248276602612201,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.391958715167118,0,0,0.227318883782865,0,0,0,0.125161811198569,0,0,0,0,0,-0.0442281215593489,0,0,0,0,0,0.182036731724948,0,0,0,0,0,0,0.0407724139969771,0,0,0,0,0,0,0,0,0,0,0.114559776892658,0,0,0,0,0,0,0,0,0,-0.0337638009775819,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.318002465965089,0,0.412565187661946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067294593071089,0,0,0,0,0.0224241327792256,0,0.0789372006179049,0,-0.0219357415415975,0,0,0,0.243265432249215,0,0,0,0,-0.00747084352820393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0506443618412591,0,0,0,0.110273284122814,0,0,0,0,0,0,0,0.207807884155682,0,0,0,0,0,0,-0.018188788652943,0,0,0.0245829634649675,0,-6.93889390390723e-18,0.0456331899068085,0,0.091962861172665,0,0,0,0,0,0,0,0,0.053728262739432,0,0.341549534679726,0,0,0,0,0,0,0,0,0,0,0,-0.0675296461567205,0,0
X600660.SH,0,0,0,0,0,0.0938441455954166,0,0,0,-0.0135979783416014,0.0160291011126144,0.0838033006622731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906980496437388,0,0,0,0,0,0.00207980987322695,0,0,0,0,0,0,0,0,0,0.108655450515132,0.0233570106496649,0,-0.0657130611844011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.136495056665202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453463927860834,0,0,0,0,0,0,0,0,0.0538250650790949,0,0,0.189622531765204,0,0,0,0,0,0,-0.108715021525015,0.0573256948166935,0.0444619528729676,0,0.276785608385541,0,0,0.0495921152228877,0,-0.0317132582818183,-1.73472347597681e-18,0,0,0,0,0,0
X000301.SZ,0,0,0,0,-0.0223593460948373,0,0,0,0,0,0,-0.0689042569938534,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.129144837506642,0,0,0,0,0,-0.00391460854507628,0,0,0,-0.0476763598285851,-0.0687273791410046,0,0,0.113954433207136,0,0.300950016058179,0,0.159634928003585,0,0,0,0,0.18688817520085,0,0,0,-0.0327196131644968,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0776440695124493,0,0,0.480699743552267,0,0,0,0,-0.0252864348789998,0,0,0.0490930994511613,0,0,0,0,0,0.313082270557998,0,-0.0411361490889267,0,0.158171310947918,0,-0.081433729994437,0,-0.0385077116990022,0,0.0443954868651505,0,0,0,0,0.0336965752177827,-0.0847851014372658,0,-0.00244081442725571,0,0,0,0,0,0,0,0,0,0,-0.103790894062872,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0150485139916525,0.0367479054415201,0,0,0,0,0,-0.0704830681502311,0,0,0,0,0,0,0,0,0.0794651230806193,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0909407537596985,-0.024332106767936,0,0,0,0,0.546167207182813,0,0,0,0,0,0,-0.13294341772967,0,0
X000708.SZ,0,0,0,0,0,0,0.0356336025380645,0,0,-0.00708527904646957,0.128495575624759,0,0,0.032770172078934,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0158842308272725,0,0,0,0,-1.73472347597681e-18,0.172694499272616,0.156762014825818,0,0,0,0,0,0.0653982764611128,0.0199292175483435,0,0,0,0,0,0,0,0,-0.021761692660643,0,0,0,0,0,0,0
X600547.SH,0,0,0.0776995205579196,0,0,0,0,0,0,0.0338535265746682,0,0,0,0,0,0,0,0,0,0,0,-0.0445010148254607,0,0,-0.0943369556722356,0,0,0,0,0,0,-0.0301767148648573,0,-0.0320751681788602,0,0.156644151018881,3.46944695195361e-18,0,0,0,0,0,0.0799493992474672,0,0,0,0,0,0,0,0,-0.0311037042963667,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.181559472777135,0,0,0,0,0,0.040931792394002,0.227792320783773,0,0,0,0,0,0,0,0,0,0,0.164312710562507,0,0,0,0,0,0,0.129310820651641,0.0165602022111309,0,0,0,0,0,0,0,-0.085247116708611,0,0.0125422272228764,0,0,0,0,0,0.115368597599821,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.0767466018261344,0,0,0,0,0,0,0,0,0.122246634461479,0,0,0,0,0.185203847672371,0,0,0.0555931079411794,0,0,0,0,0,0.174133674808359,0,0,0,0,0,0.128335550718125,0,0,0,0,0.179674869783891,-0.145546980705545,0.104396816324327,0,0,0,0,0.052662710766183,0,0,-0.0114119100256003,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109293992466277,0,0.0417363293808724,0,0,0.0454384498636899,0.0776440501489501,0,0.144769980029422,0,0.00828818198720122,0,0,0,0,0,0.114996981465027,0,0,0,0,0.0280744350215302,0.0339856259780162,0,0,0,0,0,0,0,0.0197636688077836,0,0,0,0,0.0203774637454211,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375379927983887,0,0,0,0,0,0.17152242698954,0.0690989403309735,0,0,0.00526221460086948,0,0,0,0,0,0,0.0927855303772151,0,0.0440918340127776,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0109038068770514,0,0,0,0,0,0
