,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600660.SH,X600886.SH,X601898.SH,X600010.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X601991.SH,X600489.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X000401.SZ,X600426.SH,X000723.SZ,X002075.SZ,X002353.SZ,X002466.SZ,X000932.SZ,X601158.SH,X600486.SH,X600219.SH,X000898.SZ,X600126.SH,X600529.SH,X600315.SH,X000883.SZ,X600516.SH,X000553.SZ,X600612.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174881272776779,0.0260315153642987,0.0243017549191586,0,0,0,0,0,-0.000863231762518353,0,0,0,0,0.0468510998236261,0,0.118337557552487,0,0,0.0142286455804702,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0395885043972857,0,0,0,0.128326722073046,0,0,-0.0103653654245361,0,0,0,0,0,0,0,0,0,0,0,0,0.0559997192218987,0,0,0,0,0,0,0,0,0,-0.0303848776216971,0.088448769523969,0.0247572641620375,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0464239144686905,0,0.000468685322731139,0,0.00427807593695397,0.0045273330523569,0,0,0,0,0,0
X600585.SH,0,0,0,0.0289604514770447,0,0,0,0,0,0,0,0.536433277920651,0,0,0,0,0,0.038085821811217,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468676744266196,0,0,0.00619832485601962,0,0,0,0,-0.0510553033154019,0,0,0,0,-0.000360121955519792,0,0.0139580857924333,0,0,0,0,0,0,0
X601088.SH,0,0,0.104247139324512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110029353429293,0,0,0,0,0,0,0,0,0.0960622537803307,0,0,0,0,0,0.00575374273280537,-0.182077773385032,0,0.0243085695612819,0,0,0,0,0,0,0,0,0,0,-0.0207719462609276,0.0505554756511706,0,0,0,0.0326836212641659,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0533774019080349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575382575213451,0,0,0,0.0749059249928129,0,0.158109160694577,0.0254946795037804,0,0,0,0,0,0,0.0252377349941739,0,0,0,0,0,0,0,0.0229410512488676,0.0131990739559019,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592417849969985,0.0378602195761574,0,0,0,0.493582429135984,0,0,0,0,0,0,0,0,0,0,-0.0242781516315125,0.0451524076808998,0,0,0,0,0,0,0,0,0,0,0.0489217195994137,0.150809201297157,-0.0104907369063566,0,0.031392487727462,0.0306617261323986,0,0,0,0,0,0
X600019.SH,0,0,0,0.0825912220480779,0,0,0,0,0,0,0,0,0.065765637302059,0,0,0,0,0,0.175155409485042,0.0730694554671946,0.0802547850400502,0,0.0460500714354574,0,0,0,0,0,0,0,0.101242430436605,0,0,0,-0.00968887152677537,0,0,0,0,0,0,0,0,0.0466834214686875,0,0,0,0,0,0,0,0,0.00472342916887768,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.00729246017207919,0.265968828255417,0,0,0,0,0,0.149623009210092,0,0,0,0,0,0,0.0813793887221294,0,-0.141419630546358,0,0,0,0,0,0,0,0.0220599666467139,0,0,0,0,0,0,0,0.0338432283999141,0,0,0,0,-0.0360269258273445,0,0.170691259899107,-0.222967421027706,0,-0.0410246324568891,0,0,0,0,0,0
X600011.SH,0.055789052875183,0,0,0.121841926364117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439739951771208,0,0,0,0,0,0,0.373314130832742,0,0,0.0760440533738861,0,0,0.0330905480628869,0,0,0,-0.0909996926106435,0,0,0,0,0,-0.0229037609939737,0.043096561281667,0.0290386082573602,0,0,0.141883390158972,0.252358916664733,0,0,-0.00562378512013136,0.0135615771943,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0211952816204372,0,0,0,0,0,0,0,0.405632328472708,0,0,0,0,0,0,-0.0236816227515325,0.0342439740855495,0,0,0,0,0,0,0,0.225345320581749,0,0,0,0,0,0.0224808036693455,0.117024569838701,0.0948268159612383,0,0,0,0,0,-0.0635959745628071,0.393946087204571,0,0,0,0,0,0,0,-0.00822892495194772,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105515573452833,0.0579804044983264,0,0,0,0,0,0,0,0,0,0,0,0.167414679113331,0,-0.104347680440379,0,0.0227780257133745,0,0,0,0,0,0,0.163449252732746,0,0,0,-0.0940234585473274,0,0,0,-0.00179609447535097,0.0304616006093184,0,0,0,0,0,0
X600801.SH,0,0,0.126576623465086,0,0,0,0,0,0,0.0116812024988179,0,0,0,0,0,0,0,0,0,-0.0352340072357901,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.237383195161819,0,0.0342469947743784,0,0.060137690966315,0.0140911606368434,0,0,0,0,0,0.0128182198802077,0,0,0,0,0,0,0,0,0.0144494259667809,0.0226761084160555,0,0,0,0,0,0
X600660.SH,0,0,0.0791488636519186,0,0,0,3.46944695195361e-18,0,0,0.174135153847651,0,0,0,0,0,0,0,0.0563366001537458,0,0.127910425125318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524334156734658,0.0403000733019214,0,0,0,0,0,0.00891613699808512,0,0.113644660592856,0,0,0,0,0,0.0523729522462107,0.0168706298547234,0.00476398535403219,0,0,0,0,0,0
