,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X000539.SZ,X601992.SH,X000027.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X002470.SZ,X000792.SZ,X600489.SH,X600623.SH,X600098.SH,X002353.SZ,X600547.SH,X600022.SH,X000629.SZ,X600307.SH,X600863.SH,X600808.SH,X300072.SZ,X600578.SH,X000060.SZ,X601918.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.811798311322978,0.10845374960851,0,0,0,0,0,0,0,0.0477065153722469,0,0,0,0,0,0,0,0,0,-0.0241139074816142,-0.11040258902758,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283671554802458,0,0,0,0.0216008721436684,0,0,-0.0215982024258592,-0.00933549489300892,0.0668260876690574,0,0,0,0,0
X600028.SH,0.303856885069997,0,0,0.051521723161155,0,0,0.232693088925507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318710479793968,0,0,0,0,0.0137003283088528,0,0,0.0791511010059796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956479286717462,0,0,-0.0479423310400271,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.327328441757268,0.0473642023318748,0.0414917202835209,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0462654568205549,0,0,0,0,0,0,0,0,0,0,0,0.174272023674596,0.00595554182800989,0,0,0,0,0,0,0,0,0,0,0.0650613740692224,0,0,0,0,0,0,0.0189480065305322,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0380513129834255,0,0.112560461381045,0,0.0127973607396053,0.0426637373370282,0,0,0,0,0,0,0.302353889762724,0,0,0,0.0540596310042197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187361871133607,0.00706510024242421,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0867608673634621,0,0,0,0,0,0,0,0.00612310177604549,0.448526937631289,0,0,0,0,0,0.0955941674647437,0,0,0,0.19692698100469,0,0.0875308814856835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00524787585660783,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.187933729568407,0.163674066854371,0,0,0,0.111562149750206,0,0,0,0,0,0,0,0,0.115196149614099,0,0,0,0,0,0.0556235465724928,0.101738057046726,0,0,0,0,0,0,0,0,0,0.00982737363985019,0,0,0.00286579522054263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.134851591439352,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0533841127378108,0,0,0,0.417577000032527,0,0,0,0,0,0.121496147920841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0750232360955982,0,0,0,0,0,0.4545945518836,0.0506625568122025,0,0,0,0,0,0,0,0,0.252864784224603,0,0,0,0,0,0,0,0.0865686347310806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174652537544914,0,0,-0.0700189374813606,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.243107632979184,0,0,0,0,0.102617322849168,0,0,0.000311943246098315,0,0.144923125452636,0.115193439837907,0,0,0,0,0.0123651504965219,0,0,0,0,0.00656173692301941,0.0235273628111539,0,0,0,0,0,0,0.0716267734250596,0,0,0.164337400666189,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.224956904309884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683451607440979,0.188667473199001,0,0,0,0,0,0,0,0,0,0.169920335019037,0,0.0348809428060231,0.180102827387332,0,0,0,0,0,0,0,0,0
