,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600010.SH,X600011.SH,X600660.SH,X600188.SH,X000877.SZ,X000301.SZ,X002271.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X000408.SZ,X600219.SH,X600803.SH,X002326.SZ,X300073.SZ,X601991.SH,X600795.SH,X000786.SZ,X300037.SZ,X000831.SZ,X000959.SZ,X600516.SH,X600688.SH,X600399.SH,X600027.SH,X600141.SH,X600096.SH,X000825.SZ,X600486.SH,X600352.SH,X600157.SH,X600489.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.100309857755634,0,0,0,0,0.0381107162426552,0,0,0.000772200167919299,0,0,0,0.0876714962392114,0,0,0,0,0,0,0,0,0,0,0,0.122090621795551,0,0.0393830012703057,0,0,0,0,0,0,0,0,0,0,0,0.0860267670293236,0,0.0176319392943991,0,0.118855724109507,0,0,0,0,0,0,0,-0.0201729910433225,0,0,0,0,-0.0560237157299216,0,0
X600028.SH,0.234045866263732,0,0,0,0,0,0,0,0,0,0,0.0460550723030757,0,0.0641379121078763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763799417265437,0,-0.0186815034623721,0,0,0,0,0,0,0,0.060421107766086,0,0,0,0,0,0,0,0.0782824418869214,0,0.0988654416367134,0,-0.0144326027380118,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0633813549238231,0,0.0211798923805574,0,0.175067965544751,0,0,0,0,0.0950855477125455,0.487831477076513,0,0,0.0795146412932637,0,0.0563680454410327,0,0,-0.0686032891268726,0,0,-0.0546081474268188,0,0,0,0,0,0,0.0144375173558492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366476605691805,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.00938229861433339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253972590478196,0.13102339482586,0,0,0,-0.068516990782014,0,0,0,0.0945064156731341,0,0,0,-0.00212640961961084,0,0,-0.0477646633431263,-0.0918268746987596,0.00627344211815148,0,0,0,0,0,0,0,0,0.0363014754091317,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.478664305804123,0,0.0965012971109875,0,0,0.176572628877435,-0.094718203884964,0,0.0488137320118781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486146096274674,0,0,0,0.0641027721107861,0,0,0,0,0,0,0.112892132290201,0,-0.000263240317491146,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600585.SH,-0.048973264198834,0,0,0,0,0,0,0,0,0,0,0,0,0.0679191277140585,0,0,0,0,0,0,0,0,0,0.156242031660401,0,0,-0.166883657840158,0,0,0,-0.0266208189219344,0,-0.0150359295197487,0,0,-0.000234880072877561,-0.0704625430822968,0,0,4.33680868994202e-19,0,0,0,0,0,0.0315090213491183,0,0,0,0.604199271906473,0,0,0.0327414519067537,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.154828101101177,0,0,0.24382811251183,0,0,-0.0199069563900164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113054001883415,0.122055458103482,0,0,0,0,0,0.125541400272309,0,0,0,0.183107191232538,0,0,0,0,0,0,0,0,0,0,0,0.007086269117472,0,0,0,0,0,0
X002466.SZ,-0.106242024852309,0,0,0,0.328728630478232,0,0,0,0,0.240470324615118,0.176809911607131,0,0,0,0,0.023689619093815,0,0,0,0,0,0.0699932353048588,0,0,0.016091626598596,0,0,0.0685658504731354,0,0,0.0892071087266682,0.0601665794147669,0,0,0,0,0.0263483495356405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224167664357897,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0679558877675333,0.0240983945952236,0,0,0,0,0,0,0,0,0,0,0.225422008561586,0,0,0.0317446437379914,0,0,0.0258554981925473,0,0,0,0.0949739878283949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109375433504248,0.113549937967072,0,0,0.0305688951815711,0,0.237399700752459,0,-0.0132593950714827,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.281401886946754,0,0,0,0,0,0,0,0,-0.1493217021975,0,0.0454823932591422,0,0,0,0,0,0,0,0,0,0,0.167336730554977,0.12827186586958,0,0,0,6.93889390390723e-18,0,0,0,0,0.161690042751503,0,0.303414619115262,0.133482067274591,0,0.0752461732408278,0,0,0,0,0,0,0,0,0,-0.0195189541264899,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.265081303484739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240217644385751,0.0182332774556245,0.0265832729899539,0,0,0,0,0,0,0,0,0,0.0759591908215871,0.071249685156091,0.0626759364310515,0,0,0.117132453838628,0.0537644052234017,0.0177031757057369,0,0,0,0,0,0,0,0,0.0324774739299225,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311287264035109,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.08400528889131,0,-0.0517811005032003,0.100390204023279,0,0,0,0,0.00809759101168957,0.526851663799776,0.0820996781827453,0,0,0,0,0,0,0,0,-0.016570103380326,-1.73472347597681e-18,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.162439108881358,0,0,0,0,0,-0.00812645706849802,-0.0844412985201709,0.0781658703898499,0.0462525776257908,0,0,0,-0.0973089749961081,0,-0.105101561135881,0,0,0,0.00129163509247239,0.110019442187882,0,0,0,0,0,0,0,0.0206967327686249,0.138292751759642,0,0,0.0351418289162116,0,0,0,0,0,0,0,0,0,0,0,0,0.0581503351624482,0,0,0,0,0,0
X600188.SH,0.0336231843350644,0,0.633630517464742,0,0,0,0,0,0,0,0,0,0,0,0,0.0477645423740075,0,0.197306552136805,0,0.194909013016761,0,0,0,0,0,0,0,0,0,0.0512080478962165,0,0,0,0,0,0,0.10380624589198,0,0,0.0845573753153234,0,0,0,0,0,0,0,0,0,0.0306208619319553,0,-0.000448300279022514,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.0430472119780614,0,0.0551788961952009,0,0.0947587609788336,0,0,0,0,0,0,0.0106887138843555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408776844370249,0.0426937107623373,0,0.0629895694432767,0.019494078865276,0,0,0,0.16442851788919,0,0,0.278223915557867,0,-0.0130305303510487,0,0,0,0,0,0,0
