,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X600010.SH,X000708.SZ,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X002271.SZ,X601992.SH,X000786.SZ,X600027.SH,X000723.SZ,X002466.SZ,X002460.SZ,X600516.SH,X600176.SH,X600489.SH,X002353.SZ,X000898.SZ,X601158.SH,X600299.SH,X600583.SH,X000883.SZ,X600612.SH,X600426.SH,X000709.SZ,X600219.SH,X000027.SZ,X000792.SZ,X000629.SZ,X000630.SZ,X600315.SH,X000553.SZ,X000825.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0420965113890653,0,0.0600980269081117,0,0,0,0,0,0,0,0,0.0411593501910583,0,0,0.00942738986705297,0,0,0,0.0150345838783735,0,0,0,0,0,0.113512896441185,0,0,0,0,0,0,0.0236997629593316,0,0,0,0,0,0,-0.00607133463361171,0,0,0,0,-0.0402618428195657,0,0,0,0,0.00545498893465662,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0176333472420435,0,0.0385540939620671,0,0,0,0,0,0,0,0.139056465949712,0,0,0,0,0,0,0,0.108389619989395,0,0,0,0,-0.00306456512575591,0.00872871791191916,0,0,0,0,0,-0.0242774022933079,0.0777091871824263,0,0,0,0,0,0,-0.0359216558947377,0,0,0,0,-0.000207856812304609,0.0187019431363883,0,0,0,0.00996176932013361,0,0
X601088.SH,0,0,0,0.171396678799543,0,0,0,0,0,0,0.220439766579987,0,0,0,0,0,0,0,0,0,0,-0.0831844624666194,0.0334782914554933,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0587949811756397,0,0,0,0,0,-0.0587559005509751,0,0,0,0.157969948896941,-0.0513575779001244,0,0,0,0,0,0,0,-0.0286114253334841,0,0,0,0,0.00958777589503897,0,0
X600585.SH,0,0,0,0,0.0755387482815399,0,-0.0513973786980106,0,0,0,0.0243649522173148,0,0.0921023206007564,0,0,0,0,0,0,0,0.271806545067226,-0.0361534887227961,0.0270529286802628,0,0.0113886575278198,0,0,0,-0.15075254693374,0,0.0593918036251933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000168905365597394,0,0
X600309.SH,0,0,0,0,0,0,0,0.0366946184417811,0,0,0,0,0,0,0,0,0,0,0.0430167324524526,0,0.12584433844816,0,0.0745213379989037,0,0,0,0,0.00998278467216682,0.153784725527843,0.0557040831084974,0.00493925673405102,-0.11155532616191,0,0,0,0,0,0,0,0.0208274619359973,0,0,0,0,0,0,0,0,0,0,0,-0.0349542207384199,0,0,0,0,-1.0842021724855e-19,0,0
X600019.SH,0,0,0.240820253358229,0,0,0,0,0,0,0.148017486104696,0.0792981137180034,0,0,0,0,0,0,0,0.0286492535424637,0,0,0,0,0,0,0,0.0653215305666903,-0.0494179781859725,0,0,0,0.00369893012605305,0,0,0,0,0.0922576658231153,0,0,0,0,0,0.0305835659246537,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213293659707894,0,0
X600547.SH,0,0,0,0,0,0,0,0.0306162439022862,0,0,0,0,0,0,0,-0.166900226222322,0,0,0.115513793009817,0,0,0,0,0,0,0,0,-0.123149846191663,0,0.0474596137655295,0.0245595365445281,1.18366886422501,0,0,0,0,0,0,0,0,0,0,0,0.147726529193058,0,0,0,0,0,0,0,0,-0.0318788503857936,0,0,0,0.00778470925761952,0,0
X600011.SH,0,0,0,0,0.0810850765309165,0,0.0357920744625874,0,-0.0881792353117125,0,0,0,0,0,0,0,0,0,0,0,0.0266920940189956,0,0.10824773917586,0,0,0.262246290484147,-0.122923778718717,0,0,0.0699358258690069,0.170537403728769,0,0.0156316621998956,0,0,0,0.0734454663038494,0,0,0,0,0,0,0.0380363450860396,0,0,0.122747276503439,0,0,0,0,0.0169845163555806,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.453638469290676,0,0,0,0,0,0,0,0,0,0,-0.0271341625103294,-0.0842328897388712,-0.0100741725876451,0,0,0,0,0,0,0,0,0,-0.0164938760445103,0,0,0.212845772115484,0,0,0.0183522807161439,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716211693523378,0,0,0,0,0.0096592718151315,0,0
X600010.SH,0,0,0,0,-0.0523004947925225,0,0,0,0.151340047549132,0,0.0328593438380389,0,0,0,0,0,0,0,0,0,0,0,0,0.466280407467464,0,0,0.108091928430316,0,0,0,0,0,-0.0702103201170967,0,0,0.0481917740609869,-0.0656109319985979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138093115608137,0.0247878698878617,0,0,0,0.0108584394863116,0,0
