,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X000898.SZ,X600352.SH,X600157.SH,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000539.SZ,X000629.SZ,X000630.SZ,X600219.SH,X000027.SZ,X600660.SH,X600008.SH,X000825.SZ,X600808.SH,X600021.SH,X600549.SH,X002470.SZ,X600578.SH,X600098.SH,X600315.SH,X600307.SH,X000060.SZ,X601699.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.366844138628181,0,0,0,0,0,0,0.0689989054847038,0,0,0.242594955634596,0.0486345175766964,0,0.0224438084327277,0,0,0.015331106279167,0,0,0,0,0,0.0248644854231379,0,0,0.0610535233092548,0,0,0.0451044687487702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105786935287966,0.00394871373419962,0,0,0,0,0,0
X600028.SH,0.556921066177102,0,0,0.00954540664912546,0,0,0,0,0.14315339370515,0,0,0,0,0,0,0.0964861311137483,0,0,0,0.0213228000778286,-0.0297028347230533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314598843211741,0,0,0,0,0,0,0,0,0.102377184710811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0784120316378608,0,0.227959505107964,0,0,0,0,0.312499449764858,0,0,0,0,0.0167894647402911,0,0,0.0529154052325506,0,0,0,0,0,0,0,0,0,0.0668239867646716,0,0,0,0,0,0,0,0,0,0,0,0.143515778051385,0,0,0,0,0,0,0,0,-0.00407675492368944,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.130691449816953,0,0,0.0202643209510179,0.0242403202022971,0.104635648881221,0,0,0,0,0.169356887918022,0,0,0,0,0,0.138577054311707,0,0,0,0,0,0,0,0,0,0,0.0267916167240243,0.0878301037292179,0,0,0,0.0544913765021236,0,0,0,0.129016690891965,0,0,0.0197554334524623,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0104850239552793,0,0,0,0,0,0.141799548525361,0,0,0,0,0,0,0,0,0,0,0,0,0.0622358715845592,0,0,0,0.00614535838378208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111213301721716,0,0,0,0.170023902712183,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0150880947336483,0,0,0,0,0.0173300224583302,0.129962184732935,0,0,0,0,0,0,0,0,0.45158450166421,0,0,0,0,0.0336912115191821,0,0,-0.00476018289176685,0,0,0,0,0,0.0621598026730667,0,0,0,0,0,0,0,0.0506348435705803,0,0,0,0.0175949899993824,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0584867058099977,0,0,0,0,0,0,0,0,0,0.552630619845817,-0.0341011969258253,0,0,0,0,0,0.183212235725359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029365796420523,0.244923058226312,0,0,0,0,0,0.0423587757708303,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.00657308851211748,0.139379666515413,0,0,0,0,0,0,0,0,0,0.0247222674747187,0,0,0,0,0,0,0,0,0,0,0,0.221874766264827,0,0,0,0,0,0.040360155458075,0,0,0,0,0.0752086919528543,0,0,0,0,0.399609223584331,0,0,0,0.000402425510139548,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.00654516468275513,0,0.412611616701236,0,0,0,0.0868744960917147,0,0,0.179320128685646,0,0.257150617053257,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.10941480963291,0,0,0,0,0.0408121736506264,0,0.0818843189924314,0.00562342279075535,0,0,0,0,0,0,0,0,0,0,0,-0.0152039295276803,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.186598390595279,0,0,0,0,0,0,0,0.337564584769727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151998224003614,0,0.120966707122462,0,0,0,0,0,0.168683511153566,0,0,0,0,0,0,0,0,0,0,0.00680381397034633,-0.0184878283060037,0,0,0,0,0,0
