,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600362.SH,X600188.SH,X600795.SH,X600111.SH,X600886.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000898.SZ,X601158.SH,X000792.SZ,X000709.SZ,X000883.SZ,X002353.SZ,X600489.SH,X000539.SZ,X600547.SH,X000630.SZ,X000629.SZ,X000825.SZ,X000027.SZ,X601699.SH,X000831.SZ,X600660.SH,X600352.SH,X600315.SH,X000983.SZ,X600578.SH,X000937.SZ,X600808.SH,X000959.SZ,X600549.SH,X002470.SZ,X600307.SH,X600863.SH,X000878.SZ,X601168.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.736130881373221,0,0,0,0,0,0,0,0,0,0.0739811950107544,0,0,0,0,0.00636211473679513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674098682593472,-0.0310936890697737,0,0,0,0,0,0.0369711611302075,0,0,0,0,0,0,0,0,-0.00294527775383356,0,0,-0.0304228870310823,0,-0.0454949244638763,0,0
X600028.SH,0.58816983199066,0,0,0,0,0,0,0,0,0,0,0.048537124919243,0,0,-0.105183332723432,0,0.308248310912192,0,0,0,0,0,0,0,0,0.0847606573726684,0,0,0,0,0,-0.0599608337778824,-0.034456915753807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625369003664605,0,0,0,-0.0200395105035895,0,0,0,0,0,0,0
X601088.SH,0,0.0826894711984951,0,0,0,0,0.136221494156743,0,0,0,0,0.14114698788404,0,0,0,0,0,0,0.101573675684421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334193988261496,0,0,0,0.0913425666197003,0.065978011663356,0.131549906628452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.220935214179938,0,0,0,0.0308389348413911,0,0,0,0,0,0.342683441531905,0.18743661678742,0,0,0,0,0,0,0,-0.0393924211634469,0.0295794980508691,0,0,0,0,0,-0.0554984623161812,0,0,0.0472493453423633,0,0,0,0.0022068828419746,0,0,0,0.0247239997060047,0,0,0,0,0,0,0,0,0.0226719529444735,-0.0437724442748737,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.211008096381042,0.0906360742481925,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0286326707038345,0,0.0336598345048792,0.00541911506737207,0,0,0,0.00689496926709992,0,0,0,0.0346567952446164,0,0,0,0,0,0.0702756278595242,0,0,0,0,0,0,0,0.02689794817039,0,0,-0.023986333516161,0,0,0,0,-0.0695563153974908,0,0
X600019.SH,0,0,0,0.124863916136547,0,0,0,0,0,0,0,0.10843424620448,0,0,0,0,0,0,0,0,0,0,0,0.263719299721643,0,0,0,0,0,0,0.178153355171529,0,0,0,0,0,0,0,0,0,0,0,0.079526536616405,0,-0.0481929050214669,0,0,0.0501519361039052,0,0,0,0,0.022999785308889,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.344044090507119,0.0331363284562798,0,0.0262919466246055,0,0,0,0,0,0,0.0866145537862377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250430276784157,0.124240797273934,0,0,0,0.0247710985694571,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142336772563497,-0.0127566210095037,0,0,0,0,0,0
X601991.SH,0,0,0,0.000803831845381215,0,0,0,0,0.0596749413549341,0,0,0,0,0,0,0.0740377977330463,0,0,0,0,0,0,0,0,0,0.057241008880815,0,0,0,0,0.0919701100100592,0,0.0143646356363308,0.0477396959640263,0,0.024084477914118,0,0,0,0.174037459262936,0,0,0,0,0,0,0,0,0,0,0,0.020408670837475,-0.0471120497459917,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0249272397536801,0,0,0.00556820438798622,0.359439303556861,0,0,0,0,0,0,0,0,0,0.0121790336448654,0,0,0,-0.00452426712084827,0,0,0,0,0,0.114347963055704,0,-0.010221000726416,0.0314143539219089,0,0,0,0,0,0,0,0,0.084834326396819,0,0,0,0,0,0.170879713064274,0,0,0.00648407323978815,-0.0148423622742424,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0734582981191101,0,0,0,0,0,0,0,0,0.383230473340187,0,0,0,0,0,0,0,0.160819268208956,-0.012864121936824,0,0.0631292854887059,0,0,0,0,0,0,0,0,0,0.61052135640267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0886283076808915,0,0,0,0,0,0,0
