,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X000792.SZ,X600795.SH,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X000301.SZ,X600362.SH,X600010.SH,X600111.SH,X000983.SZ,X600027.SH,X600803.SH,X000877.SZ,X600426.SH,X600489.SH,X600160.SH,X601991.SH,X600985.SH,X000408.SZ,X000786.SZ,X000933.SZ,X000807.SZ,X000630.SZ,X002271.SZ,X601168.SH,X600176.SH,X000932.SZ,X600612.SH,X002128.SZ,X600348.SH,X600219.SH,X600096.SH,X601666.SH,X600995.SH,X000027.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.237824953130626,0,0.0696961102721303,0.0270856057621252,2.16840434497101e-19,0,0.0195922132703154,0,0,0,0,0.150594533076398,-0.145376756682058,0,0.113483273577018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212279844054646,0,0,0,0,0,0,0,0,0,0,0.084490473479198,0,0,0,0,0,0,0.0693828638325838,-2.16840434497101e-19,0.0346013607078303,0.0905585490496317,0.10417847452706,0,0,0,0
X601088.SH,0,0,0,0,0.189253563547416,0.17013495924191,0,0.0489280710937758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920342491529351,0,0,0,0,0,-0.0246842029453965,0,0,0,0,0,0,0,0,0.0220271102836643,-0.120842428746199,0,0,0,0.0478720551532574,0,0,0.107280905545265,0,0,0,0,-0.0120437035248823,0.0152637970315647,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.201734234007482,0,0.144405652452133,0,0,0,0,-0.0853898035028407,0,0,0,0,0,0,0,0.108221196530748,-0.0651828744106349,0,0,0,0,0,0,0,0,0,0,0,0,0.0229714016927277,0,0.184462516612599,0,0,0,0,0,0,0,0,0,0,0,0.00759969867845832,-0.000523475544500654,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100330329948114,0,0.00696895325186978,0.087754106105922,0,0,0,0,0,0,0,0.124598190575136,0,0.322948956605923,0,0,0,0.0521201631053331,0,0,0,0,0,0,0,-0.0917534811594299,0,0,0,0,0,0,0,0.0980801695650488,0,0,-0.00123012404491419,0,0,0,0,0,0
X600188.SH,0,4.33680868994202e-19,0,0,0,0.2754396967704,0,0,0,0,0,0,0,0,0,0.0181107629647017,0,0,-0.0400233609178801,0,0,0,0,0.183136086267656,0,0,0,0,0,0.0482999039483558,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0555401669049191,0.198504892524444,0,0,0,0,0,0.0273335379909492,0,0.00322890515553287,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.12577772153923,0,0,0,0,0,0,0,0,0,0,0.0459728940839337,0,0,0,0,0,0,0,0.393998905713235,0.383242734902438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666058262475248,0,0,0.0113306867317315,0,0.00367296401058512,0,-0.0397080762907834,0,0,0,0,0,-0.0148913466238342,0,0.106643471109269,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0747845470516796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142948981089334,0,0,0,0,0,0,0,0,-0.1131857639747,0.141560346199326,0,0.121473914173321,-0.0584068769648639,0,0,0,0,0,-0.0258098487014463,0,-0.0263136679944426,0,0.011606566470072,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.236437528064243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28823555646314,0,0,0,0,0,0.198989374918458,0,0,0,0,0,0,0,0,0,0,0,0,0.0257312082537343,0,0,0,0,0,0,0,0.00664593004663787,-0.00318976851776321,0,0,0,0,0,0
X600585.SH,0,0,0,0.192560288912555,0,0,0,0,0,0,0,0,0.147586927710957,0,0,-0.00929105918986589,0,0,0,0.058084643730224,0,0,0,0,0,0,0.0141102547252786,0,0,0,0,0,0,0,0,0,0.107118633432751,0.008963331928326,0,0,0,-0.0124863927984325,0,0,0,0,0,0,0,0,0,0,0.00360963416400387,-0.0747106018494471,0,0,0,0,0
X600660.SH,0.0266489625014443,0,0,0,0,-0.159023584874382,0,0,0,0,0.149946029150041,0.14083625627766,0,0,0,-0.11176603530844,0,0,0,0,0,0,0,0.138632682630626,0.0631694994381879,0,0,0,0,0,0,0,0,0,0,-0.0859573691590494,0,-0.0801809094978364,0,0,0,-0.0186272240368835,0,0,0,0,0,0.119991287719458,0,0,0,0,0.0220419765427242,0.245582463435268,0,0,0,0,0
X600886.SH,0,0,0,0,0.0292290460423499,0,0,0,0,0,0,0,0,0,0.411855430227814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114111158759145,0,-0.0216540477640254,0,0,0,-0.0164206630387793,0,0,0,0,0.021733666694928,0.133070610499699,0,0,8.67361737988404e-19,0,0,0,0.0997582723185519,-0.0048789372500899,8.67361737988404e-19,0,0,0,0,0,0
X600547.SH,0,0,0,0.0670411526090554,-0.23353523465505,0,0,0,0,0,0,0,0,0,0,0,-0.055710019041728,0,-0.00343709245549549,0,0,0,0,0,0,0,0,0,0.532296774181426,0,0,0,0,0,0.124579335012299,0,0,0.106361617238601,0,0,0,0,0,0,0,0,0,0.0455192279470084,0,0,0,0,0.000739568812404161,-0.00368004263926496,0,0,0,0,0
