,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601600.SH,X601898.SH,X600585.SH,X600795.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X601158.SH,X000898.SZ,X600309.SH,X600021.SH,X600352.SH,X600808.SH,X000792.SZ,X000629.SZ,X600547.SH,X600489.SH,X000539.SZ,X000825.SZ,X000060.SZ,X600660.SH,X600008.SH,X000027.SZ,X002353.SZ,X000831.SZ,X600578.SH,X600307.SH,X600219.SH,X600863.SH,X600549.SH,X000959.SZ,X000630.SZ,X002470.SZ,X601699.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.601198774903028,0,0,0,0,0,0,0,0,0,0.0105861042453988,0,0.0281188925653696,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.160123529869667,0,0,0,0,0,0,0,0.0515215406341537,0,0,0,0,0,0,0,0,0,0.0554674410137274,0,0,0,0,0.056384938764461,0,0,0,0.00580331123653183,0,0,0,0,0,0,0
X600028.SH,0.55789363628014,0,0,0,0.00506446050775244,0,0,0.117305621012941,0,0,0.0132372631771652,0,0,0,0,0,0,0.00320070239144688,0,0.0303609186498468,0,0,0,0,0,0,0,-0.0362049074912985,0,0.0475115430964523,0,0,0,0,0.0111153039892238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732940463920845,-0.0423625589837654,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0353374413577019,0.00855024126368322,0.20097736844291,0.323444235933824,0,0,0,0,0,0,0,0,0,0,0,0.00814028405167949,0,0,0.0351196222484457,0.0873677135672759,0,0.0088640659951348,0,0.0522736364317098,0,0.0622767811150378,0,0,0,0,0,0,0,0,0.0199525537533839,0,0,0,0,0,0,0,0,0.122050968714926,0,0,0.000423306102573957,-0.00532391358070229,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.119539340006033,0.09517505228049,0.0995166371172556,0,0.00316547680110592,0,0,0,0.30622000057649,0,0,0,0,0.0340263101328391,0.0766269958722742,0,0,0,0,0,0,0,0,0,0,0,0.0501108155896416,0,0,0,0,0.0552600718351262,0,0.0151829611670448,0,0,0,0,0,0,0,0,0,-0.0385241624851027,0,0,0,0,0,0
X600019.SH,0,0,-1.73472347597681e-18,0,0,0,0.292357330523187,0,0,0,0,0,0,0,0.03167040552417,0,0,0,0.019888324916484,0.0773102776485697,0.150674931257994,0,0.184858383302507,0,0.096524110664119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0771678431513112,0.0731909785569933,0.0309811813287272,0,0,0.0112046074241015,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0346783520955883,0,0,0,0,0.0410845122399087,-0.120825990783288,0.0589279328756731,0.0304936965084882,0,0,0,0,0,0,0,0,0,0,0,0.127829508074776,0,0.0204523413314764,0,0.235976356305074,0,0,0,0,0,0,0,0,0,0,0,0,0.183127586884417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.0583414472748587,0,0.128002275816078,0.077344196696283,0,0,0.109553488753921,0,0.0148648971149045,0,0.0343080660666392,0.044170933126842,0,0,0,0,0,0,0,0,0,0,0.00844091014887348,0,0,0,0,0.0109004346543372,0,0,0,0,0.0531100719640018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00950806128246945,0,0,0,0,0,0
X600585.SH,0,0,0.243355461603084,0,0,0,0,0,0,0,0,0,0.0439551478006787,0,0,0,0,0.0332716770897596,0.214490822844757,0.0581926775383354,0,0,0,0.125187326943601,-1.73472347597681e-18,-0.0355118544781094,-0.0120236284254073,0,0,0,0,0,0,0,0,0,0,0,0.00854089088316698,0,0,0,0,0,0,0,0,0,0,0,-0.0101012250900561,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.203965727891586,0.107894623020034,0,0,0,0,0,0,0.00448032757594367,0,0,0,0,0,0,0.0598638923146166,0,0,0,0,0,0,0,0.115679122626463,0,0,0,0.0380002117114172,0,0,0,0,0.0574627445045306,0.198640230798609,0,0,0,0,0,0,0,0.0104013683429486,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.268046093469772,0,0.0416296296951342,0.300237322490913,0,0,0,-0.0576726982822663,0,0.0999098486089816,0,0,0,0.0720756391104963,0,0.0916710651724525,0,0,0,0,0,0.177450229210901,0,0,0,0.0174043448607299,0,0,0,0,0,0,0,0,0,0,0,0,0.20138574269567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
