,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X002466.SZ,X600886.SH,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X000792.SZ,X601158.SH,X600489.SH,X600352.SH,X600583.SH,X000898.SZ,X300072.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000983.SZ,X000630.SZ,X000723.SZ,X000629.SZ,X002470.SZ,X000060.SZ,X600549.SH,X000959.SZ,X600022.SH,X002407.SZ,X600021.SH,X600176.SH,X601699.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0566585154669383,0,0.0622035417255496,0,0,0,0.0362384492018243,0,0,0,0.0440012122041536,0,0,0,0,0,0,0,0.217692625971421,0,0,0,0,0,0.0708204444773367,0.0566961793463207,0,0,0,0,0,0,0,0.0163458613478208,0,0,0,0,0,0,0,0.00195057655803086,0,0,0,0.00629296238289589,0,0,0,0,0,0,0
X600028.SH,0.0514630933372333,0,0,0,0,0,0.0182073542167894,0.0871486401918315,0,0,0,0,0,0,0.0319917619738863,-0.0219781537412815,0.0167600813342608,0.0575628341541312,0,0,0,-0.00593572945672717,0,0,0.0439519061860081,0,0,0,0,0.091748708764827,0.118695069791515,0,0,0,0,0,0,0,0,0,0,0,0.0436452401007053,0,0,-0.0311224876806373,0,0,0.0247635755254956,0,0,-0.00327652029506244,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.197187044816833,0.0445083922511388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00880919316937016,0,0,0,0.0614021855276124,0,0,0,0,0,0.0336525071841938,0,0.0847788873849613,0.168002364968818,0,0.0402686748134032,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.00186863991509657,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0781936821825681,0,1.38777878078145e-17,0,0,0,0.181286957735276,0.0215171810867382,0,0,0,0,0,0.0311132124979057,0,0,0,0,0,0,0.0434508555579698,0,0,0,0.185862889834325,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0458354368764778,0,0,0,0,0,0,0.257738737644402,0,0,0,0,0,0,0,0,0.21457460433553,0,0,0,0,0.0398553688185764,0.0927758326129827,0,0,0,0,0,0,0.0704339861595048,0.0506246970518149,0,0,0.0385837832963005,0,0,0.0217754736438958,0,0,0,0.0345956389865519,0,0.00284182477017173,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0556534664372297,0,0.0534330977880745,0.0252632803412989,0,0,0,0.0168119663354506,0,0.0106801638370384,0,0,0,0,0,0,0,0,0,0,0.0426114653569462,0,0,0.0832036235390215,0,0.157373046621215,0,0,0,0,0.142707259892323,0,0,0,0,0,0,0,0,0,0,0,0.201518238742792,0,0,0.049082502834246,0.0812443392656924,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.216826412865875,0,0,0,0.0048847776027088,0,0,0,0,0.0563371341918306,0.0137453169111268,0,0,0.0198667927732621,0.0850644480135918,0,0.267278348274909,0,0,0,0.0976398465000795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056451063316659,0,0,0,0,0,0,0,-0.0428135577485185,0.0317683493089016,0.0796534019164077,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814523596184666,0.166305013814459,0,0,0,0,0,0,0.0241872153175717,0,0,0,0,0.342550039739419,0,0,0.0172092461962011,0,0,0,0,0,0,0,0,0.140622244529929,0,0.0940621336953451,0,0,0,0,0,0.0117460172666363,0,0,0,-0.0554300245801064,0.0667925420843,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284811635350422,0,0,0,0.0817685138167747,0,0,0.213292970041087,0.0508924758691933,0.130490752856336,0,0,0,0,0,0,0.0665254380232227,0.194813439294636,0,0,0.0136179171651873,0,0,0,0,0,0.084213174584206,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288146091900866,0,0,0.0996477881624536,0.226957786081294,0,0,0.0885511415229709,0.0318205185979985,0,0,0,0,0.00351470645729048,0,0,0.384279526210985,0,0,0,0
