,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600309.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X000959.SZ,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X600339.SH,X002466.SZ,X600583.SH,X000723.SZ,X000408.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600352.SH,X600219.SH,X600021.SH,X000539.SZ,X000027.SZ,X600623.SH,X000983.SZ,X002092.SZ,X000060.SZ,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.343746483776916,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0675639434255509,0,0,0,0,0,0,0,0,0.011921899660455,0,0,0,0.0193014348053528,0,0,0.0345166969057204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110170703993713,0,0,0,0.0430259869188859,0,0,0.00374193466229805,-0.00659401100551674,0,0,0,0,0,0
X600028.SH,0.84163314538283,0,0,0,0,0.141287761051096,0,-0.000164784865311369,0,0,0,0.0442251260798806,0,0,-0.0492989254307191,0,0,0,0,-0.0149610332801013,0,0,0,0.031784214135309,0,0,0,0,-0.0239492727878806,0,0,0,0,-0.0276012250875964,0,0,0,0,0,0,0,0,0,-0.0723959518014974,0,0,0,0,0,0,0.00814764297835871,0.013433749827632,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0616541188018275,0.103878093766441,0,0.0237785402458529,0,0.0686808919934638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274494700085886,0,0,0,0,0.0178861084398327,0,0.0669291554774283,0,0.0165039332402877,0,0,0,0,0,0,0,-0.15817532269119,0.0803473040215628,0,0,0.21490452161632,0,0,0,0.000701104858766508,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.348681546564258,0,0,0,-0.0797369604820158,0,0,0.127990081266144,0,0,0,0,0,0,0.146869153537258,0,0,0,0,0,0,0.0770430380978603,0,0.0471922563003851,0,0,0,0,0,0,0,-0.0624184346015561,0,0,0,0.151986438477409,0,0,0,-6.93889390390723e-18,-0.117450551719873,0,0,0.0315396852472,0.0078075153338126,-0.0084533491707064,0.0241685797436372,-0.424755430675405,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0317784538566122,0,0.382797476701678,0,0.00368195107730534,0,0,0,0,0,0,0,0,0,0,0,0,-0.0772519666078849,0,0,-0.00132468705305114,0,0,0.0548565468531224,0,0,-0.041240981858809,-0.0449902419268393,0,0,0,0,0,0,0,0,0.0635470516948894,0,0.00142026192428272,0,0.0959463612154956,-0.0386512399608717,0.0438439863677721,-4.33680868994202e-19,0,0,0,0,0
X600585.SH,0,0.0754330937518589,0,0.21838302820249,0,0,0,0,0,0.0211641354454227,0,0,0,0,0,0,0,0,0,0,0.170162952904443,0,0,0,0,0,0.183328323707504,0,0.10414835478694,0.0770005820722636,0,-0.0448458109437411,0,0,0,0.129509065413574,0,0,0,0,0,0,0,0,0,0,-0.19270826292178,0,0,-0.264956901087303,-0.00263353849945721,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0524528541561928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177547350811257,0,0,0,0,0,0,0,0,-0.0358637672411974,0.0210793844130167,0,0,0,0,0,0.126791203367183,0.0813815238605352,0.0578591438606662,-0.00380439134813766,0.0434442167976769,0.0535705287886777,0,0,-0.0198747819502434,0,0,0,0,0,0,0
X601898.SH,0,0,0.205817009677556,0,0,0,0,0,0,0,0,0,0.0402916290528211,0,0.0336832543784271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911701578961328,0.024870028565623,0,0.111058745806042,0.183916541149985,-0.0489184615976184,-0.0167181869143203,0,0,0,0,0,0,0
X600688.SH,0,0.0927152863440996,0,0,0,0,0,0,0,-0.00416877654749481,0,0,0,0,0,0,0.126595358601175,0,0,0,0,0,0.075281613965909,0,0,0,0,0,0.0162641993674248,0,0.0540541729581685,0,0.360691972552799,0,0,0.0592122604756569,0,0,0,0,0.042663130252955,0,0,0,0,0.0683211595434456,0,0,0,0,0.00148541594658562,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344175802408558,0,-0.0895756676043269,0,0,0,0,0,0,1.00710158681999,0,0,0,0,0,0,0,0,0,0,0,0,0.0627103179656902,0,0,0,0,0,0,0,-0.0294995125335721,0.193303824129132,0,0,0,0,-0.029851344301779,0.00984928905551623,0,0,0,0,0,0
