,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600516.SH,X600111.SH,X600176.SH,X000709.SZ,X002460.SZ,X600352.SH,X000786.SZ,X600219.SH,X000629.SZ,X600808.SH,X600299.SH,X600489.SH,X002271.SZ,X600801.SH,X000825.SZ,X601158.SH,X000553.SZ,X300072.SZ,X002110.SZ,X000883.SZ,X600157.SH,X600583.SH,X002470.SZ,X600985.SH,X000630.SZ,X000027.SZ,X601699.SH,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.270114198629215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309972387383857,0,0,0,0.054358198291984,0,0,0,0.0128129152808584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107996601421827,0.0187248504190577,0,0.118196807247133,0,0,0,0,0,0.00424789430249822,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,-0.108492332253171,0,0,-1.38777878078145e-17,0,0,0.216617861977614,0,0,0,0,0,0,0,0.0437550911649117,0,0,0,0,0,0,0,0.0582634341580478,0,0,0,0,0,0.30193334105406,0.0966639722092701,0,0,0,0,0,0,-0.0309474714893258,0,0,0.028336637953779,0,0,0,0,0.108292130547103,0.0318403107863901,0.0685289285113353,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.18799815375079,0,0,0,0,0,0,0,0,0.03866079478677,0,0,0,0,0,0,0,0,0,0.00873375970586191,0,0,0,0,0,0,0.051152380898824,0,0,0.0669072265369744,0,0.119883337223804,0,0,0,0,0,0.0189367873588752,0,0.110075669120045,-0.149960804805653,0,0,0.0854162298222003,0,0,0.0147533371342812,0,0,0,0,0,0,0
X600585.SH,0,0.113513326307723,0,0,0,0,-0.0438600015945579,0,0,0,0,0,0,0,0,0.0447402223912572,0,0,-0.0160403004754114,0,0,0,0,0,0,0,0,0,0.174528686463663,0,0,0,0,0,0,0.433814123984762,0,0,0,0,0,0,0.0333251615542023,0,0,-0.026208693094068,0,0,0,0.0285386618872152,0,0.0082774949246146,0,0,-0.0377216666422661,0,0.0264134767919534,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393907658220324,0,0,0.101878505408876,0,0,0,0,0,0,0.0998596449958224,0,0,0,0,0,0,0,0,0.0697343655273791,0,0.0101424057566123,0,0,0,0,0,0.020139637766324,0,0,0.00343859057875533,0.0277393702020453,0,0,0,0.030989008955141,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128603538588209,0.214270830321596,0,0,0,0,0,0,0,0,0,0,0.360853846399866,0,0.0114448454709683,0,0.184442373876536,0,0,0,0,0.122540672993019,0,0,0.121436947161623,0.073642056872258,0,0,0,0,0.13917194685579,0,0,0,0,0,0,0,0.155254516307516,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51408151446957,0,0.640268775958341,0,0,0,-0.209148322664182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320293806619998,0,0.0539955669851839,0,0.0653505465295605,0,0,0,0,-0.115842057932138,0,0.0083839868810048,0.00380038234650424,0,0,0,-0.00298476968759149,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141577225388784,0,0.0439874152534454,0.222183918486861,0,0,0,-0.0307274082042027,0,0.1280608422465,0,0,-0.0312419674512902,0.00749682028753805,0.170614781962036,0,0,0,0,0,0.131184148924355,0,0,0,0,0,0,0.217300774348385,0,0.075277230219749,0,0.01333026956862,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0372729875704813,0,0,0,0,0,0,0,0.0380655837992938,0,0,0.0294574646553909,0,0.00930747062340512,0,0.0108347499969397,0,0,0.103574979078557,0,0.171272268898749,0,0,0.0515539973197323,0.0252713789155272,0,0,0,0.043067248676886,0,0,0,0.16879648186793,0.0525911938387699,0,0,0,0,0,0,0.0495745522530613,0,0,0,0,-0.0106190931845777,-0.0086334892278818,0,0,0,-0.00677722730219641,0,0
X600547.SH,0,0,0,0,0,0.0165034562829892,0,-0.0217913116285539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223482420393541,0,0,0,0,1.00964114893584,0,0,0,0,0,0,0,0,0.0138812255239306,0,-0.109594492884986,0,0,0,0,0,0,-0.0155444499287655,0.0297642236958767,0,-0.045896097319418,0,-0.00798677267320775,0,0
