,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X000792.SZ,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X600795.SH,X601600.SH,X002271.SZ,X601991.SH,X600027.SH,X600426.SH,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X601699.SH,X000408.SZ,X600348.SH,X600096.SH,X000629.SZ,X000723.SZ,X600995.SH,X000786.SZ,X600160.SH,X600141.SH,X000933.SZ,X600219.SH,X600985.SH,X300073.SZ,X600157.SH,X600801.SH,X600378.SH,X600489.SH,X002080.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.86484803878116,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0212365358894386,0,0,0,0,0,0,0.112649399111542,0,-3.46944695195361e-18,0,0,0,0,0,0,0.137114657455172,0,0.0203689279629579,0,-0.00609864655117385,0,-0.0736022191707082,0,0,0,0.00694818487041517,0,0,0,0,0,0,0,0,0.0465165060811518,0,-0.00580253442142378,0.0106959811370814,0,0,0,0,0,0
X601088.SH,0,0,0,3.46944695195361e-18,0.392289052063922,0.132067280530998,0,0,0.108800831248283,0,0.0545341167236566,0,0,-0.133905569436665,0,0,0,0,0,0,0,0,0,0,0,0,0.284109268996894,0,0,0,0,0,0,0,-0.11735394012555,0,-0.107672020300926,0,0.0197240877626133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.240503157690237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920990322537469,0,0,0,0,0,0.00135143348720097,0,0,0,0.0352302945994473,-0.00398028507918101,0,0.0118295608699523,0,0,0,0,0,0,0,0,0,0,0,0,0.0779073863211592,0,0,0,0.0115782738665306,0.00505382667174845,0,0,0,0,0,0
X600309.SH,0,0.0908634915796029,0,0,0,0,-0.0678104838438105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450185408312343,0,0.0442282316861971,0,0,0,0,0.0422659958044358,0,0,-0.0414601648210979,0,0,0,0.0117871658764617,0,0.0881539534989964,0,0,0,0.0877020140724806,0,0,0,0,0,0,0.0603836167917658,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.501660783206121,0,0,0,0,0,0,0.166334016389302,0,0,0,0,0,0,0,0,0,-0.0626262832563176,0,0,0,-0.0106208323650433,0,0.0930967493160787,0,0.0827270402673092,0,0,0,0,0,0.0138869895990753,0,0,0,0,0,0,0,0.108449283220564,0,0,0,0,0,0,0,0,0,0.140535584376704,-0.086651639754233,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.693668390443503,0,0,0,0,0.0651085287437938,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438711618401079,0,0,0,0,0,0,0.303702096215683,-0.00671058710164099,0,-0.0767583769641467,0,0,0,0,0.179757013089744,-0.0905928542728696,0,0,0,0,0,0,0,0,0.184936640523508,0,0.0414315457595064,0,0,0,0,-0.0838276186609043,0,0
X002460.SZ,0,0,0,0,0,0.323638874874778,0,0,0,0,0,0.0895923313939666,0,0,0,0,0,0,0.0791182848581948,0,0,0,0,0,0,0,0,-0.237955622259141,0,0,0,0,0.00143456748004307,0,0.0752424844687081,0.0399197994985161,0,0,0,0,0.147685091490006,0,0,0,0,0,0,0,0.0553845169366133,0.0730781343558733,0,0.0471712080443174,-0.0632883347609682,0,0,0,-0.0736045421931533,0,0
X600585.SH,0,0,0,0,0,-0.0206552674919259,0,0,0,0,0.051799468600319,0,0,0,0,0,0,0,0,0,0.0772921227894781,0,0,-6.93889390390723e-18,0.0285528567382198,0,0,0,0,0,0,0,0,0.0758254658281447,0,0,0,0.0537982584372303,0,0,0.0113754490990186,0,0,0,0,0.465173942519267,0,0,0,0.0136565504680151,0,0.0409464154927281,0.0287213378702891,0,0,0,0,0,0
X601898.SH,0.0302733438068918,0.0953332387256048,0,0,0,0,0,0,0,0,0.0451334491690972,0,0,0,0,0,0,0,0,0,0,0.0337353556692786,-0.103384939151525,0,0,0,0.283879062439738,0,0,0,0,0,0,0.141813619750134,0,0,0,0,0,0,0,0.0774618025259461,0.149456005609747,0,0,0,0,0,0,0.169244112095171,0,0,-0.0164784768306914,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.145058626218393,0.178803560716537,0,0,0,0.167343428457628,0,0,0,0,0,0,0,0,0,0,0.149682850647778,0,0,0,0,0,0,0,0,0,0.295450141609871,0.0119660509002334,0,0.0224574594826743,0.0384859124591902,-0.00714603920403202,0.0194931374253703,0,-0.0856452840505471,0,0,0,0,0,0,0,0,0,0,0,0,0.035782194066937,0,0,0,-0.0484993535185738,0,0
X600011.SH,0,0,0,0,0,0.0328088494964788,0,0,0,0,0,-0.0229189054505966,0,0,0,0,0,0,0,0,0.141581807461444,0,0,0,0.602533986476728,0,0,0,0,0,0,0.0166367386049503,0,0,0.0599479581565201,-0.0550905350222815,-0.151612955914063,0,0,0,0,0,0,-0.395786845542929,0.119727607515498,0,0,0,0,0,0,0,-0.0158345604248983,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259523444148162,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.199093023194758,0.141575901904786,0,0,0,0,0,0,0,0,0.441212099668729,-0.0134230300515327,0,0,0,0.0319806381987233,0,0,0,0,0,0,0.215915776652205,0,0,0,-0.0742670666384516,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.139396019162231,0,0,0,0,0.0377131710506858,0,0,0.148875472288318,0,0,0,0,0,0,0,0.0129585839301261,0,0,0,0,0,-0.0188197337247267,0,0,0,0,0.225331556647306,0,0.0497664831634581,0,0.223641887051957,0,0,0,0,0,0,0,0,0,-0.0909895472258771,-0.0261252561399563,0,0,0,0.177637197217584,0,0
X600111.SH,0,0,0,0,0,0.127808131835591,0,0,0,0,0,0,0,0,0.140153071968274,0,0,0,0,0,0,0.0831787338344439,0.0186120159445174,0.0905738722928882,0,0,0,0,0,0,0,0.233866716328448,0,0,-0.121248802094357,0,0,0,0.0515223322418857,0.0371328788216472,-0.052367098821872,0.138690853981796,0,0,0,0,0,0,0.0647680255695803,0,0,0.0251936329429499,-0.0294953995229695,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.0501918034722838,0,0.125713651864657,0,0,0,0,0,0,-0.127650782844064,0,0,0,0,0,0,0,0,0,0,0,0.0378271961047651,-0.0407556779710768,0,0.074316915505265,0.0565946539371069,0,0,0,0,0,0,0.0948827088348594,0,0,0,0,0.0128312084481556,0,0,0,0.00572917316845408,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.135860859919873,0.0401352554342595,0,0.0120132353426694,0,0,0,0,0,0,0,0,0,0.107250580399736,0,0.172713117444402,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0239394533329765,0,0,0,0,0.0422605957808158,0,0,0,0.15588925546788,0,0,0.0109542259115623,0,0.0140663997642761,0,0,-0.00819660146893332,0.0320853563956849,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0143035132041049,0,0,0,0,1.73472347597681e-18,0.0485346177534177,0.106561795371534,0,0.308085921785574,0,0,0,0,0,0,0.0638946636457414,0.112580519220174,0,0,-0.1033499556223,-0.0422446855263982,0,0,0,0.0725432815283699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138612533069483,0,0,0,0,0,0,0,-0.0735282076599334,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0218926543200103,0.128185006092665,0,0,0,0.234770810597158,-0.0204544762484191,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0207433073274347,0,0,-0.0323935543747048,0,0,0,-0.0150600707864618,0,0,-0.0295047531503189,0,0,0,0,-0.0262533518521024,0,0,0,0.0334258020159129,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.28563180481501,0.0304959220316735,0,0,0,0,0,0,0.0578977883237269,0,0,0.191128004485007,0,0,0,0,0,0,0.0219897766341776,0,0,0,-0.0126611359692209,0,0,0,0,0,0,-0.0528741759966573,0,0,0.0397203469464018,0,0,-0.107042861470224,0,0,0,0,0,-0.0289202096766783,0,0.117836072251052,0,0,0,0.0576543045554413,0,0,0,0,0,0
X600547.SH,0.189471215928128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04050536100716,0,0,0,0,0,0.0549771928956821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723215311690658,0,-0.0159879655451579,0,0,0,0.167781612044193,0,0,0,0,0.0263124359277785,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.13881467881758,-3.46944695195361e-18,0.0299447363788037,0,0,0.3232266411391,0,0,0,0,0,0,0,0,0,0,0,0,0.251440821424815,0.119254619500264,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.088183990572611,0.0901131946072282,0.0616167829350192,-0.143866893502235,0,0,0,0,-0.00371549190851563,0,0,0,0,0.0293433286305576,0,0,0,0,0,0,0
X601600.SH,0.318967336554338,0,0,0,0,0,0,0,0,0,0,0,0,0.0498490966601511,0,0,0,0,0.0788109149055968,0,0,0,0,0.0298182855109426,0,0,0,0,0.305534754080903,0,-1.73472347597681e-18,0,0,0,0,0.208551404903476,0,0,0,8.67361737988404e-19,0,0.0289818275133138,0,0,0.0338617131650223,0,0,0,0,0,0,0,0.00665140878885807,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,-0.127460798735429,0,0,0,0,0,0,-0.130955756059347,0,0,0,0,-0.175494381718653,0,0,0,0,-0.527287292105775,0,-0.0516927867970447,0,0,0,0,0,0,0,0,0.0765594507895442,1.11815011856871,0,0,0,0,0,0,-0.235707137967533,0,0,0,0,0,0,-0.0344266072547555,0.0343282923998425,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.00450020676213289,0.158066014239607,0,0,0.0823315892590101,0,0.446038001725292,0,0,0.0154078122501804,0,0,0,0,0.0108419853708968,0,0.0448467670962142,0,0,0,0.142907503057698,0,3.46944695195361e-18,0,0,0,0,0,0.0465060522394619,0,0,0,0,0,0.0835418164209185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176862284330692,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.0353998752144049,0,0,0,0,0.233999902209871,0,0,0,0,-0.023398682315722,0,0,0,0,0.233996593437683,0,0.0778203457514827,0.186498695402459,0,0,-0.196124353396273,0.12568873927762,0,0,0,0,-0.00896276368046362,-0.0715079618913353,0.0735956817031456,0,0.217367553099881,0,-0.0454843877350413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430011174025336,0,0,0,0,0,0
X600426.SH,0,0,0,0.0663840681647939,0.0609758452707313,0,0,0,0,0,0,0,0,0.0756781303089716,0,0.0163830528842253,0,0,0,0,0.0458951006371577,0,0,0,0,0,0,0,0,0.0266667412043377,0,0,0,0.0947417165777619,-0.0324401771291568,0.0126284898799143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058759212399954,0,0,0,0,0,0
X000983.SZ,0,0.342867228774973,0,0,0,0,-0.0939944449088238,0,0.129132775135872,0,0,0.0392505811885548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313201713634776,0,0.0810979676744958,0,0,0,0,0,0,0,0.0976474744475226,0,0.538990102279679,0,0,0,0,0,0,0,0,0.0701801755639642,0.00549537611162821,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0.149745990581701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138319993007907,0,0,0,0,0,0,0,-0.0499158617840822,0.0063156968326866,-0.0812806403907155,0,0.118369557597081,0,0,0,0,0,0,0,0,0,0.119350660336513,0.0967297164804844,0,0.123490991444632,0.0115491214054982,0,0,0,0,0,0
X600362.SH,0.207865372187375,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0531604696531759,0,0.13107250666288,0,0,0.0221893017502393,0,0,0,0,0.140006536272953,-0.0105657313749827,0,0,0,0,0.0233897459643648,0,0,0.0300353674266197,0.0777598479884541,0,0,0,0,0,0,0,0,0,0.202797518782858,0,0,0,0,0,0,0.00280142281986822,0,0,0,-0.00130347527432377,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0494844585963462,0,0,0,0,0,0.178584975703942,0,0,0,0,0,0,0,0,0.0552877721814625,0,0,0,0,0,0,0,0,-0.0180983898362478,0,0,0,0,0.0838591364364491,0,0,0,0,0,0,0,0,0,0.357055332890812,0,0.010162025738202,-0.0134113729140468,0,0,0,0,0,0
