,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600157.SH,X600027.SH,X600188.SH,X600021.SH,X600583.SH,X601158.SH,X601992.SH,X000883.SZ,X000709.SZ,X600309.SH,X600352.SH,X000898.SZ,X000539.SZ,X000027.SZ,X600489.SH,X000792.SZ,X002470.SZ,X000825.SZ,X600547.SH,X000060.SZ,X000629.SZ,X600808.SH,X600660.SH,X600008.SH,X002353.SZ,X002075.SZ,X600549.SH,X000831.SZ,X600578.SH,X600863.SH,X002004.SZ,X600307.SH,X600219.SH,X000012.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.615803487301622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02074092089226,0.0309267372605755,0,0,0,0.110886148155615,0,0,0,0,0,0,0,0,-0.00591695727536858,0,0,0.0787253156898273,0,0,0,0.0186491340243022,0,0,0,0.00279099506323234,0.0560707033421399,0,0,0,0,0,0,0.00100249177536289,0,0,0,0,0,0
X600028.SH,0.666134076152062,0,0,0.0166077043219845,0,0.0296550066190612,0,0,0.0643545274761268,0,0,0.0137240594171212,0,0,0,0.0190650106524102,0,0,0,0,0.0689318086797095,0,-0.0117585797137652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00193277143372897,-0.00425272366383798,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.013876314314913,0,0,0.0835536668855566,0.248607435570097,0.020828260402026,0,0,0,0,0,0,0,0.0431163758700014,0,0.094776447034222,0,0.0637741254683206,0,0,0,0,0.117001718842143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145534450679003,0,0,0,0,0,0,0,0,-0.00340015788808478,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.107786348540423,0,0,0,0,0,0.107280278591539,0,0,0.0621048819086614,0,0,0.0892466272887883,0,0.0958684729594865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833545436529544,0,0,0,0,0,0,0,0,0,0,0.218457229886892,0,0,0,0,0,0,0,-0.0104529696463614,0,0,0,0,0,0,0
X600019.SH,0,0,0.0940751370689514,0,0,0,0.01681477754314,0,0.256398311257196,0,0,0,0,0.0860867048685919,0,0,0,0,0,0,0,0,0,0.193849827908746,0,0,0.179821300830087,0,0,0,0,0,0,0,0,0,0.0527501560870886,0,0,0,0,0,0,0,0,0,0,0.0116775280534603,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.167805169053572,0,0,0.0574478736394794,0,0,0.0429809806226985,0.0899385381116437,0,0,0,0,0.0766789192658834,-6.93889390390723e-18,0,0.131745692550121,0,0,-0.0236397911472909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438306139895695,0,0,0,0,0,0,0,0.31858686098956,0,0,0,0,0,0,0,0.019297539609501,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.220208522611407,0,0,0.103903041725761,0,0,0,0,0,0,0.121210895475808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441710426248339,0,0,0,-0.0344677140233877,0,0,0,0,0,0,0,0,0,0,-0.045262317442525,0.0218290480051944,0,0,0,0,0,0
X600585.SH,0,0,0.306435717868381,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0085782359810547,0,0.116692830534109,0,0,0,0,0,0.053148381229293,0,0.13147585813669,0,0,0.0403505999211544,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298943683801247,0,0,0,0,0,0,0,0,0,0,0.00273177888803581,0,0,0,0,0,0,0
X601898.SH,0,0,0.311101477710261,0,0.208105198231668,0,0,0,0,0,0.100358641914743,0,0,0,0,0,0,0,0,0,0.093019776855601,0.0898674380992008,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705914235624077,0,0,0,0.0221692181034863,0.0584831438544583,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116284267768695,0,0,0,0,0.167056961409646,0,0,0,0,0,0,0.126500888651503,0,0,0,0,-0.124262997321334,0,0,0.227793727701382,0,0,0,0,0,0,0,-0.0041618429223192,0.0129315529804328,0,0,0,0,0,0
