,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600188.SH,X600362.SH,X601992.SH,X002466.SZ,X000898.SZ,X600176.SH,X600111.SH,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600219.SH,X600801.SH,X300072.SZ,X000786.SZ,X000825.SZ,X000883.SZ,X000539.SZ,X000553.SZ,X600583.SH,X000408.SZ,X000792.SZ,X002271.SZ,X002110.SZ,X000301.SZ,X600339.SH,X600612.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.115236735327484,0,0,0,0,-0.0395070420972075,0,0,0.270636259417708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00660356468613783,0,0,-0.00863304228715093,0,0,0,0.0537303950929635,-0.057286651088027,0,0,0,0,0,0,0,0,-0.00971830057088377,0,0.2158282643733,0.240478963428293,0,0,0,-0.0244289023674382,0.0790590984794409,0,0,0,0,0,0
X600028.SH,0.624985457017529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250246134804026,0,0,0,0.0771419295019501,0,0,0,0,0,0,0,0,0,0,0.0393753267872043,0,0,0,0,0,0,0,0,0.207678957232392,0,0,0.0548913128920594,0,0,0,-0.019042883520263,0.0663564699662038,0,0,0,0.0269581458895205,0,0
X601088.SH,0.176816782812873,0,0,0.106044005379977,0,-0.106436605113209,0,0,0,0,0,0,0,0,0,0,0,0.0905811757970175,0,0,0,0,0,0,0,0,0,-0.104668370134703,0,0,0.0595576462919155,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00592128313214187,0.242041496513833,0,0,0,0,0,-0.00156528190775485,-0.0549270828477369,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.173870441846265,0,0,0,0,0,0,0,0.000293305931373306,0,0,0,0,0,-0.0414306472559309,0.0779155474157233,0,0,0,0,0,0,0,0,0,0.0046802763209452,0,0,0,0.561259209723751,0,0,0,0,0,0,0,0,0.124469350387954,0,0,0,0,0,0,0,0.0109237502922989,-0.0167380971039747,0,0,0,0,0,0
X600019.SH,0,0.282692759482493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122248164409442,0,0,0.0567184985468423,0.36118151040873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010932848567492,0,0,0,0,0,-0.00121083631803055,0.0105817280984968,0,0,0,0.0392518902323731,0,0
X600011.SH,0,0,0,0.0622280754889513,0,0,0.0627542428723149,0,0,0,0,0.00937415762720277,0,0,0,0,0.648484558064513,0,0,0,0,0,0,0,0,0,0,0,0,-0.223924562973228,0,0,0,0,0,0,0.125895920165193,0,0,0,0,0,0,0.0375479402059429,0,0,0,-0.0356945396768567,0,0,0,-0.00672485316571835,0.0317399373658039,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0912949563367481,0,0,0,0,0,0,0,0,0.00433706659105636,0,0,0,0,0,0,-0.173934231569525,0,0,0,0,-0.397190657817525,0,0,0,0.216294153000579,0,0,0.516940800460526,0,0,0,0,0,0.296365481373388,0,0,0.120283431277435,0,0,0,0,-0.606235209072027,-0.0443730937186874,0.127296374815832,0,0.298494853100502,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742628591505506,0,0,0,0.0726786293146164,0,0,0,0,0,0,0.128680568325527,0,0,0.240493067923395,0.195446856127864,0,0,0,0,0,0,0.0312201839096714,0,0,0,0,0.00824026184004444,0,0,0,0,-0.0221175759997166,-0.00523194238547772,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044416392846704,0,0,0,3.46944695195361e-18,0.072056068237266,0,0,0,0.491384744718341,0,0,0,0,0,0,0,0.229396590357513,0,0,0,0,0,-0.0705480868589795,0,0.0347225771572694,0,0,0,0,0,0.0115436043790597,0,0,0,0,0,0,0
X601898.SH,0.305978619502224,0,0,0,0,0,0,0,0,0,0.0170403645939332,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160407453778537,0,0,0,0,0,0.128654017010138,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.29451218056394,0.0619113346889845,0.00755681836967118,0,0.0597982382701331,0,-0.0124749778178127,0,0,0,0,-0.023993756519686,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.196848911652967,0,0,0,0,0,0,0,0,0,0,0.0821200645885407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395720273464645,0,0,0,0,0,0.0456474813047617,0,0,0,0.000860846409210337,0,0,0,0,0,0,-0.0208249977712701,-0.0012661471998829,0,0,0,0,0,0
X600660.SH,0.00156423236165587,0,0,0,0,0,0,0,0,0,-0.0439417024078184,0,0.169206965223205,0,0,0,0,0.125923829816172,0,0,0,0,0,0,0,0,0,0,0,0,0.0933594744201732,0,0,0,0,-0.0654002168247835,0,0,0,0,0,0.0394339175549853,0,0.120953615332877,0.213956486642346,0,0,0,0.157896573505957,0,0,-0.0148355931322162,0.108082271081927,-0.22999555084413,0.0494083938462511,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.00178538962663453,0,0,0,0.349078168878565,0,0,0,0,0,0.0219857616722235,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.35607326055483,0,0,0,0,0,0,0,0,0,0,0,-0.0347266939545826,0,0,0,0,0,0,0,-0.00901445539046772,0.00868418026123601,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319977020112229,0.190954564519558,0,0,0,0,0,0,0.185644863349963,0,0.00480745875032616,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0350145193670599,0,0,0,0,0,0,0,0,0,7.81716151468635e-05,0.0202538346619288,0,0,0,0.0362297319534501,0,0
X601600.SH,0,0,0,0.129715862090901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748758144508374,0,0,0,0.10547569958655,0.18405812001722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128643526177564,0,0.0471325128057492,0,-0.00443177650703233,-0.0497099375192638,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192422004597604,0,0,0,0,0.111888747580862,0.0918570602470213,0,0,0,0.0338281161741992,0.0702792772921785,0.0315945878413865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120442273694014,0.0179987150088882,0,0,0,0.00701221153480996,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.433067774677596,0,0.00848201618002327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101353302717841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221020687129741,0.204862816098599,0,-0.186464754885603,0,0.0349263194448575,0,0.0961717874700662,0,0,0,0,0.0134793747091105,0,-0.3345963632969,0,0,0,0,0
X600188.SH,0,0,0.562643362846763,0,0,0,0.0887322768575997,0,0,0,0,0.398852991816059,0.312535001062193,0,0,0,0,0,0,0,0,0,0,0,0,0.0334310280651793,0,0,0,0,0,0,0,0,0,0.0462141908978926,0.0505383248829422,0,0,0,0,0,0,0,0,0.0203961232840758,0,0,0,0,0,-0.00567076262374849,0,0,0,0,0,0,0
