,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X000301.SZ,X600010.SH,X002271.SZ,X600660.SH,X000708.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600886.SH,X000786.SZ,X000408.SZ,X000723.SZ,X600803.SH,X601991.SH,X000831.SZ,X000932.SZ,X000959.SZ,X000825.SZ,X600399.SH,X002080.SZ,X000807.SZ,X600795.SH,X000898.SZ,X002409.SZ,X002407.SZ,X600549.SH,X000155.SZ,X000983.SZ,X300037.SZ,X600352.SH,X601699.SH,X600516.SH,X600295.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.265165856973906,0,0,0,0,0.053705044282086,0,0.0166462787131062,-0.00759682943491619,4.33680868994202e-19,0,0,0,0,0.0607457227960631,0,0,0,0,0,0,0,0,0,0,0,0.0222091124548036,-0.0586346381905837,0,0,0,0,0,-0.0304326347398116,0,0,0,0,-0.0125996241260904,0,0,0,0.0363568477530635,0,0,0.0383948679079906,0,0,0,0,0,-0.0162336124570811,0,0,0,0,0,0
X600028.SH,0.236135142678912,0,0,0,-0.0675022508055145,0,0,0,-8.67361737988404e-19,0,0.0546612124477908,0,0,0,0,0,0,0,0,0,0,0,0.073812414637643,0,0,0,0,0.0144570695205464,0,0,0,0,0.0100778783499216,3.46944695195361e-18,-0.0122356443603288,0,0.0486156400980544,0,0,-0.0129759208816533,0,0,0,0.0137665824726197,0,0,0,0,0.000199891486822373,0,0,-0.00943698787484564,0.0500211282660725,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0611794310380184,0,-0.0356919536498959,0,0,0,0,0,0,0.131304174931962,0.137266087723988,0.0986816726250709,0,0,0,0,0,0,0.0423898115011957,0.0854370736394303,0,0,0,0,0,0,0,-0.030318351752195,0,0,0,0,0,-0.00220296565510375,0,0,0,0,-0.09126402700076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.115939170638247,0,0,0.0874503177555225,0,0,0,0,0,0,0,0,0.0928745202619835,0,0,0,0.026891896654119,0,0,0,0,0,0,0,0,-0.039506740452416,0,0.0351137017873032,0,0,0.0440730912500837,0.00119043763932709,0,0,0,0,0,0,0,0,0,0,-0.00829379271630617,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.216678772249208,0,0,0,0.134755192282951,-0.0863562182437587,0,0,0,0,0,0,0,0,0,0,0.159087173548106,0,0,0,0,0.11106408703979,0,0,0,0,0,0,0,0,0.163565003214643,0.0533743186408005,0.25222079348576,0.239906725446633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079666854408577,-0.404581194029408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359314501254026,0,0,0,0,0.122384967713508,0,0,0.0508151669846503,0.0497845558846413,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.06819910772979,0,0.039800459995624,0.0168675139969304,0,0,0,0,0,0,0,0,0,0,0.118668867440262,0.0373274779836059,0,0.210487242612124,0.0206617612460163,0,0,0,0,0,0,0,-0.0187089751103208,0,0.0301593435608712,0,0,-0.0809168293295049,0,0,0,0,0.0724208632216018,0,0,0,0,0,0,-0.00874342844311001,0.0176246234117837,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0720353981087425,0,0,0,0,0,0.0529091653819755,-0.0121996516264805,0,0,0,0,0,0,0,0,0,0,0,0,0.0168064706694343,0.0493952442402211,-4.33680868994202e-19,0,0,-0.00282319410910657,0,0.429685314952614,0,0,0.0212047831198337,0,0,-0.0698586704010516,0,0,0,0.0393400681392612,0,0,-0.038022670050151,0,0,0,0,-0.171803921904835,0,0
X002466.SZ,0,0,0,0,0.104325604742974,0,0,0,0,0.293797388045363,0,0.112417665476606,0,0,-0.187670005903877,0.274779626763776,0,-0.0231486881651058,0.237210824107307,0,0,0,0.0599897054360588,0,0,0,0.180754615809498,0,0,0,0,0,0,0,0.0677668472962996,0,0,0,0,0,0,0,0.140485593819639,-0.0278149613643523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0951450374890881,0,0,0.165633579523078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21246322471059,0,0,0,0,0,0,0,0,0,0,0.265171627603324,0.150697542957673,0,0.0674733137786236,0,0,0,0,0,0,0.0784443324492092,0.0603466247324407,0,0,0,0,0,0
