,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X002271.SZ,X601992.SH,X000723.SZ,X600176.SH,X002466.SZ,X002353.SZ,X600516.SH,X600583.SH,X000898.SZ,X600299.SH,X600426.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000027.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X000792.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.120508013586275,0,0,0,0,0,0,0,0,0,0.1885617843863,0,0,0,0,0,0,0.0753319926729768,0,0,-0.00591779389933969,0.0449751260063563,0.0886241849544354,0.000552086316383406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306894116681599,0,0,0,-0.0141452304595582,0.0180421744688357,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0443782922399494,0.0202197488870086,-0.00173130015984804,0,0,0,0,0,0,0,0,0,0.00845439045975103,-0.0177552619762771,0,0,0,0,0,0.150134444299661,0,0,0.00434235396795699,-0.045639362106428,0,0,0,0.140794153965125,0,0,0,0,0,0,0,0,0,0,0,-0.0239319997667469,0,0,0,0.0110436389737922,0.00770519588922987,0,0,0,0.0149074443817846,0,0
X601088.SH,0,0,0,0,0.0514587897243582,0.430843380163343,0,0,0.00511876846765707,0,0.0856065543982782,0,0,0,0,0,0.0584551348659752,0,0,0,0,0.0304775573254645,0,0,0,0,0,0,0,0.0409391839478592,-0.0821857879382374,0,0,0,0,0.00685015146053203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226382414216829,-0.0178637417682631,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.156585604348846,0,-0.0284631170260273,0,0,-0.043735736262223,0.0215191534722951,0,0,0,0,0,0.398214391081463,0,0,0,0,0.0938533592361001,0,0,0,1.73472347597681e-18,0,-0.0353557996709939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163990245726346,-0.0227643207041554,0,0,0,0,0,0
X600309.SH,0,0,0,0.105643475596191,0,0,0,0,-0.105294416866533,0,0,-0.0697870249928799,0,0,0,-8.67361737988404e-19,0.123613723384218,0,0,0,0,0,0,0,0,0.201605016587296,0,0,0,0,0,0.101119589288129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0855317922122841,0,0,0.0125216158463097,-0.0382603848814742,0.016380036930207,0,0,0,0,0,0
X600019.SH,0,0,0.237667554197795,0,0,0,0,0,0.00358970835915056,-0.0215227094359921,0,0.094594389191764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082412535069297,-0.0210786839091251,0,0.171910717082337,0,0,0,0,0,0.106884384180833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513459079485829,0.0797707248346328,0,0,0.0492705133637678,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179417215961632,0,-0.0150746314490067,0.0439132611444404,0,0,0,0,0,1.23887560788546,0,0,0,0,0,0,0,0,0,-0.137298620633163,0.190626617840773,0,0,0,-0.0283966295732874,0.0224781884299155,0,0,0,-0.0174661059986429,0,0
X600011.SH,0,0,0,0,0.0290516753253304,0,-0.107310058052962,0,-0.132433878510067,0,0,0,0,0,0,0,0.0526141260638426,0,0,0,0,0.0116189434919405,-0.0534405844307439,0,0.214741804826236,0.159894829824908,0,0,0.0272058623268464,0,0,0,0.0214589482081174,0,0,0,0,0,0,0,0,0,0,0,0.0517849827043019,0,0,0.113951121201284,0,0,-0.195726998886316,-0.0467693413256224,0.0153103520285724,0,0,0,0,0,0
X000708.SZ,0,0,0.652904123616755,0,0,0,0,0,0,0,0,0.431927212944574,0,0,0,0,0.0919958611056952,0,0,0.0427414890279747,0,0,0,0,0,0,0,0.062847132283648,0,0.0932560934428859,0.0256584609740994,0,0,0,0.34973003364928,0,0.0847028066354791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256106052933519,0,0,0,0,-0.0102454590429834,0,0
X601898.SH,0.283091158791586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533836106532418,0,0,0,0,0,0,-0.110326376202798,0,0,0,0,0,0,0.0956048258769678,0,0,0,0,0.0133799810823121,-0.227981279177515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475474385381385,0.0610374010339559,0,0,0,0.000201923243883353,0,0
X600886.SH,0,0,0,0,0,0,-0.145128844755746,0,0.215827664386825,0.2201764722433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141837703452246,0.130829083696984,0.0731269534939163,0.0777528291707054,-0.0231740732664426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398402185658697,0,0,0,0.012905634595507,0,0,0,0,-0.0931730814248368,0,0
X600010.SH,0,0,0,0,0,0.202913812695869,0,0,0.121404576846774,0,0.0101793316861932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345697411547034,0.221158786799346,0,-0.024328422059085,0,0,0,-0.00571922452913809,0,0,0,0,0,0,0.0244964420469256,0,0,0,0,0,0,0,0.0546289601010136,0,-0.028819654839654,0.0727105675408101,0,0,0,0.152335549782124,0,0
X601600.SH,0,0,0,0.201265900769355,0,0,0.0576588277002746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038210792281018,0,0,0,0.0284675893793243,0,0.135857156717122,0.0312107256646526,0,0.00161899111832877,0,0,0,0,0,0,0,0,0,0,0,0,0.0785593963484203,0,0,0,0,0,0,0,0.00959630327713002,0,0,0,0,0.0227750315614337,0,0
X600660.SH,0,0,0,0,0.146325784460825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151688589229304,0,0.347707320105551,0.00217205282740103,0,0.00122585314324736,-0.047831703103018,0,0,0,0.00268760870510295,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485683660725642,0,0,0,0,0,0,0,0,-0.00344036474753244,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0549645386951092,0,-0.0208915085608624,0,0,0,0,0,0,0,0,0,0,0.0363722857271365,0.0325918554410144,0,0,0,0.197522177939692,0.0587434082657444,0.056193320422616,0.018539569905177,0.00975941467758852,0.090185141208711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020831809930313,-0.00754118753529747,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.0261535844925225,0.208188654278767,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.0523323336804553,0,0,0.0487888208345381,0,0.157199799336069,0,0,0,0,0,0,0,0.00405804814475479,0,0,0,0,0,0,0,0.0599042132383655,0.035762218404774,0,0.210725686129047,0,0,0,0,0.100119769155203,-4.33680868994202e-19,0,0,0,0,0.0559569811066242,0,0
X600801.SH,0,0,0.284090757164856,0,0,0,0,0,0,3.46944695195361e-18,0.0431462074763289,-0.126030169754382,0,0,0,0,0,0,0,0,0,0,-0.0875938532387266,0,0,0,0,0,0.238864336985596,0,0,0.159045273348476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301532057878902,0,0,0,0.0178187712501068,0.0135794052256303,0,0,0,0.0214721373785869,0,0
X601991.SH,0,0,0,0.0431004891444825,0,0,0,0,0.0570912954686195,0,-0.0238513138992363,0.0634143572835883,0,0,0,0,0,0,0,0,0,0.0343713809688281,0,0,0,0,0,0.0323799076168357,0.0741487116095003,0,0.0566872189128572,0.0693744740974246,0,0,0.0501355342562068,0.121878653977018,-3.46944695195361e-18,0,0,0,0,0,0.0439919263678684,0,0,0.0564845861032149,0,0.0105144528198611,0,0,0,-0.0134896495450797,0.0438206415921635,0,0,0,0.0558774050876031,0,0
X600795.SH,0.0460069751011946,0,0,0,0.00154770431727192,0,-0.0467664492493814,0,8.67361737988404e-19,0,0.0870778366048858,0,0,0,0,0,0,0,0,0,0,0.0624425045762342,0,0.0681512729728468,0,0,0,0.022950109781886,0,0,0,0.0968201964676776,0.0498598094597424,0,-0.0150150059317459,0,0,0,0,0,0,0,0,0,0,0,0,-0.00886829545908375,0,0,0,0.0214593262964253,-0.0311298464472717,0,0,0,-0.0248618353213127,0,0
X600352.SH,0,0,0,0,0.00155750055156286,0,0.0826997432842359,0,0,0.0555148523720296,-0.0708545038765279,0,0,0,0,0,0,0,0,0,0,0,0,0.117831047800668,0,0.0551441094784979,0,0.390106995042964,0,0,0.0191428423892603,0,0,0,0,0,0,0,0,0,0,0,0.0274622794685049,0,0,0,0,0,0,0,0.0889732661622318,0.0431029247931267,0,0,0,0,-0.00184521719070296,0,0
X600688.SH,0,0,0,0,0,0,-0.0448168548858354,0,-0.047235685959206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685363471077211,0,0.122635028305273,0.029954749534191,0,0.0144160076798802,0,0.0217424498644252,0.118376560138446,0,0.0777616365522413,0,0,0,0,0,0,0,0,0.0138161573748645,0,0,0,0,0.0776343471157506,0,0.0133581123678046,0.0251419542699728,0,0,0,0.0443409602683816,0,0
