,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X000539.SZ,X002075.SZ,X601158.SH,X600352.SH,X601992.SH,X600309.SH,X000027.SZ,X600021.SH,X000898.SZ,X000883.SZ,X002353.SZ,X002470.SZ,X000629.SZ,X600808.SH,X600863.SH,X000792.SZ,X600660.SH,X600307.SH,X601918.SH,X600098.SH,X000060.SZ,X000878.SZ,X600578.SH,X000825.SZ,X600489.SH,X300072.SZ,X600008.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.631504836284817,0.0741091702139386,0,0,0,0,0.0751015020045017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118857075613712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574988817139602,-4.33680868994202e-19,0,0,0,0,0,0
X600028.SH,0.463837912715593,0,0.118145161218265,0,0,0.105584445445844,0,0,0,0,0,0,0.0335015393816893,0,0,0.0798388511997542,0,0,0.00840706263557225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543807104508614,0,0,0,0,0,0,0,0,0,0,0.00038584426804797,0.011542648176934,0.107411274368478,0,0,0,0,0
X601088.SH,0.0427118462031568,0,0,0.165145318333382,0.00688063439663029,0.116844194470319,0.149534109488024,0.00236284881293196,0,0,0,0,0,0,0,0,0,0,0.000899443530182811,0,0,0,0,0.0138826875241946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200160984770534,-0.00435861938484946,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174802818124554,0,0,0,0,0,0,0,0,0.172285963311724,0,-0.0629097974001545,0,0.080438570076004,0,0.278105285669939,0,0,0,0,0,0,0.230305520438829,0,0,0,0,0,0,0,0,0.0113826432572022,0.0196019335233036,0,0,0,0,0,0
X600011.SH,0,0,0,0.0139813992617342,0,0,0.187947012834854,0,0,0.0201553048855414,0,0.0778336706878952,0,0.0994835452378064,0,0,0,0,0,0,0,0,0,0,0,0.0157301374113062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401888142526308,0,0,0,0,0,0,-0.00738967756456121,0.00266598700761248,0,0,0,0,0,0
X600019.SH,0,0.0583064636756542,0.156180803714506,0,0.155153327663553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169258699881785,0,0,0,0,0,0.147081566702712,0,0,0,0.0682755102890663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.151138445687286,0,0,0.0835802220244753,0,0,0,0,0,0.154251343709445,0.10768769352277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265918777882821,0,0,0,0.213749862167631,0,0,0,0.301332584130136,0,0,0,0,0,0,2.16840434497101e-19,0.00901920409013511,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.175849348253917,3.46944695195361e-18,0,0,0,0,0.12741488048981,0,0,0,0,0.0702059614767037,0,0,0,0,0,0,0,0,0.0579345208134119,0,0,0.084864434213228,0,0,0,0,0,0,0,0.0304077213023927,0,0,0,0,0,0,0,0,0,0,0,0,-0.015921830574294,-0.0216403484267356,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0596579971182678,0,0,0.0156216874212374,0.07529529119265,0,0,0,0,0,0.050293416995396,0,0,0,0,0,0,0,0.205923881940836,0,0,0,0,0,0,0.283700493536831,0,0,0,0,0,0,0,0.101930557556296,0,0,0,0,0,0,0.00193451650450869,-0.00182077529171116,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0106367640193376,0,0.0454235220189914,0,0,0,0,0,0.0925173955808793,0.199552822940229,0,0,0,0,0,0,0,0,0,0,0,0,0.055323570438787,0.0649230250905528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0914360232726863,0,0,0,0,0,0,0,0,0.0966467296002747,0,0,0,0,0,0.0812049748637221,0,0,0,0,0,0,0.0384993297567872,0,-0.116619075365408,0,0,0,0,0,0,0,0,0,0,0.119900362415649,0,0.237752294378164,0,0,0,0,0,0,0.00253644036199676,-0.0157250083053625,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.126751745828256,0.257130877026934,0,0.0115732586553808,0,0,0,0,0.0308425973151636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102821364249964,0,0,0,0,0,0.0288696891880601,0,0,0,0,0.0567433925152855,0,0,0,0.124401353123813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279307684869081,0,-0.033545358687765,0,0,0,0,0,0,0,-0.0333961318131015,0,0,0,0,0,0,0,0,0.463908505569592,0,0,0,0,0,0,0,0,0,0,-0.012538000326704,-0.0119371005709896,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703734635429474,0.0699418449225868,0,0,0,0,0,0,0,0.0290200597304325,0,0,0,0,0,0,0.44293485704873,0,0,0,0.160761795957541,0,0,0,0.0517280344062529,0,0,0,0,0,0,-0.00503528060992929,0,0,0,0,0,0,0
X000709.SZ,0.316919270219914,0,0,0,0,0.0978955346144726,0,0,0,0,0,0,0,0.16962075358994,0,0.274347283809754,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0425498789502228,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0541261698860435,0,0,0.0948089759602389,0,0,0,0,-0.0879051887435214,0,0,0,0,0.00473705952647271,0,0,0.0170193612243818,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015616921820101,0,0,0,0,0,0,0.133680190150891,0,0,0,0,0.156889508214585,0.0483463141655396,0,0,0,0.00332797779889646,0,0,0,0,0,0.129611102759432,0.132772980647581,0.0562235201220121,0.00654540659677217,0,0,0,0,0,0,0.0581222364956546,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.0718113802349564,0,0,0.0639492482865528,0,0,0.0797177545115548,0,0,0,0,0,0,0,0,0.0616639355090061,0,0,0,0,0.0364791039497632,0,0,0.128573707043273,0,0,0,0,0,0,0,0,0,0.208595709053051,0,0,0,0.0141162860714353,0,0,0.0975227044062196,0,0,0,0,0,-0.00559632174294645,-0.00651710391327141,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584627965503048,0,0.0617869251264468,0,0,0,0,0.0968018503544162,0,0,0,0,0,0.0229574745268285,0,0,0,0.184208069617628,0,0,0,0,0.11676925224586,0,0,0,0.0699677299795146,0,0.0416303752398451,0,0,0.209928641635263,0,-0.0254333793323025,-0.0171076440197387,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.17742462758158,0,0.01694324029701,0,0,0,0,0,0,0,0,0.0336652478778804,0,0,0,0,0,0.000324255518890608,0,0,0,0,0.11301468893566,0,0,0,0,0,0.051497821772901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100988408253764,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0692982616965937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0583578987118756,0,0,0,0,0,0,0,0,0.125068239071207,0,0,0,0.196703106389992,0,0.128111295218154,0,0,0.0433925430738633,0,0,0,0,0,0.0247811971895036,-0.0225968225917696,0,0,0,0,0,0
