,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X600547.SH,X601991.SH,X300072.SZ,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X600309.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000723.SZ,X000709.SZ,X000408.SZ,X600583.SH,X000883.SZ,X600352.SH,X000983.SZ,X600549.SH,X000539.SZ,X000959.SZ,X000027.SZ,X600176.SH,X600021.SH,X000630.SZ,X002470.SZ,X600758.SH,X601699.SH,X600160.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0417497406054709,0,0.0418327226605592,0,0,0,0,0,0,0,0,0.0410589502267224,0,0,0,0.0104742945274663,0,0.010198292988849,0,0,0,0,0.00337485819240235,0,0,0,0.0693230138013643,0.0164337301314093,0,0,0,0,0.0268697491831749,0,0,0,0,0,0,0.0183506218943072,0.0102735226563114,0,0,0,0,0.00334768110541912,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.010716514401676,0,0,0.0447358092549766,0,0.0683878325216229,0,0,0,0,0.0622197638487692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490728769541177,0,0,0,0,0,0,0,0,0.0556116807386786,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.217165677195519,0.0356434833871468,0,0,0,0,0.0356165899469494,0,0,0,0,0.109737476698072,0,0,0,0.0669828166019846,0,0.0176490376116826,-0.0617955311837798,0,0,0,0,0,0.0110424170066569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380417603708817,0,0,-0.0461115355289161,0,0.00158368509999101,0.0671539273856854,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.00370903432861626,0,0,0.111642678240332,0,0,8.67361737988404e-19,0,0.100424791997642,0,0.00269904373679635,0,0,0.182099604441681,0,0,0,-0.0055365796660637,-0.0240859171040888,0,-0.195846947495411,0,0,0,0,0,-0.0591174537711611,0,0,0,0.222712562802933,0,0.0574385711505594,0,-0.0400800518394287,0,-0.155068212724811,0,0,0,0,0,0,0,0,0.01741693547289,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.031637999166215,0,0,6.93889390390723e-18,0,0,0,0,0.0171008634748284,0,0,0,0,0.0653104588256975,0.109477109046786,0.00595283084360566,0,0,0,0,0,0,0.188112375354632,0,0,0,0,0,0,0,0,0.094488813271222,0.0734514597681728,0,0,0,0,0,0,0,0.0128212353617832,0,0.00136602054555321,0,0,0,-0.0409462014812805,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.203496498325736,0,0,0,0,0.0660841817976061,0,0,0,0.0691592230905325,0,0,0,0.114824240532017,0,0,0,0,-0.132453967014995,0,0,0,0,0,0,0,0,0.161742324692536,0,0,0,-0.0353817952271003,0,0,0,0,0,0.0235279984671834,0,0.0747376015507969,-0.107777416808621,0,0.0478830571902694,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415279580969166,0,0,0,0,0,0,0,0,0.057100252821324,0.0683537059428464,0,0,0.026357425754972,0,0.0108887265062068,0,0,0,0,0,0,0,0,-0.199162844860472,0,0.0094027708089057,0,0,0,0,0,0,0.41496313770132,0,0.194670008080132,0,0.0472571484684073,-0.00538246716494433,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0.0950078897036165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493809315308578,0,-0.00220703936410326,0,0,0,0,0,0,0,0,0.195266589347523,0,0.116912153024718,0,0,0,0.00816611632665717,0,0,0.0711860094341147,0,0.0740627908436398,0,0.0912718097350478,0,0,0,0,0,0.00411624252284853,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082646814482274,0,0,0,0,0,0,0,0,0,0.120486842213708,0,0,0,0,0,0.0955527590866611,0,0,0.0433919216352171,-0.125928994494561,0,0,0.64786668655721,0.142625000979483,0,0,0,0,0,0,-0.0952118227211905,0,0,0,0,0,0,0.115166814581864,-0.0345280375168675,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223687401777356,0,0.216975657344934,0.0656241583062371,0.104539841607267,0.0420396855381446,0,0.0230888249178525,0,0,-0.025634732714954,0,0,0,0.0125575391995329,0.0289163767031428,0,0,0,0,0.0875331705127555,0,0.0176567147269227,0,0.00206276832946698,0,0,0,0.0423355024818065,0,0,0,1.0842021724855e-19,0,0,0,0,0.00415821311611738,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184215567303743,0,0,0.0995927819617079,0.0169253043048045,0,0,0.0558201167270447,0,0,0,0,0,0,0,0,0,0,0.0563667934467562,0,0,0,0,0,0.0878738880005879,0,0,0,0,0,0,0.0233939194472258,0,0.144466234600232,0,0.144716028475102,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0965914632819978,0,0,0,0.297347678824268,0,0,0,0,0.652420448471053,0,-0.0842844122526957,0,0,0,0,0,-0.271184983201502,0,0,0,0,0,-0.147604553115691,0.0850779104221755,0,0,0,-0.1412403486674,0,0,0.0284893486895551,0.079480034170027,0,0,0,0,1.73472347597681e-18,0.268286409182392,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164318848051658,0,0,0,0,0.0422282789578309,0,0,0,0.0463826963087366,0,0,0,0,0.143147724910815,0,0,0.0209742055870914,0.0682195503990743,0,0,0,0,0,0,0,0,0,0.0534047308216609,0,0,-0.0331929617754248,-0.0168432319089382,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0.00325847245199571,0,0,-0.156940531591475,0,0,0,0,0,0,0,0,0,0,0,0.259087487500504,0.223742398052255,0,0,0.182847463457899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665034506382765,0,0,0,-0.107580000499385,0,0,0,0.247310051226979,-0.75716779988257,0.0804749808622618,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0710960766285996,0,0,-0.0515149508984638,0,0,0,0,0,0,0,0.123998387737425,-0.0278904854599377,0,0,0,0,0,0.0281447872281617,0.041111983319234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283733596015862,0.209277682448305,0.0783735682557058,0,0,0.0185185190005826,0.0353538774525612,0,0,0,0,0,0
X600027.SH,0,0,0,0.0347384127881941,0,0.0431820189301836,0,0,0,0,0,-0.025810326001444,0,0.0062531855103792,0,0,0,0,0.337050455366201,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0876334951794014,0,0.0284345232085898,0,0,0,0,0.0688675526254136,0,0,-0.014977145431532,0,0,0,0,0,-0.00253030805052769,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.404624125725219,0,0,0,0,-0.0229006463589099,0,0,0,0,0,0,0,0,0,0,0.0616012380372939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125584985321225,0,0,0,0,0,0.599875257071133,0,0,0.0176008618828624,0.0840898405535201,0,0,0.0423134840424538,0,0,0,0,0.113741790536838,0,0
X601992.SH,0,0,0,0,0,0.2597091453269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105137997441008,0.149041818281312,-0.0681950639909994,0,0,0,0.214371984514562,0,0,0,0,0,0,0,0,0.00707883727470636,0,0,0,0,0,0,0,0.0244171142446366,0.174622092732441,-1.38777878078145e-17,0,0,0.127863406710448,-0.0166000090703312,0,0,0,0,0,0
X600886.SH,0,0,0,0.0130432134216251,0,0,0,0,0,0,0,0,0,0,0,0.193743964920469,0,0,0,0,0.0141051308999251,0,0,-0.00331714377715281,0,0,0,0,0,0,0,0,0.000102858188073056,0,0,0,0,0,0,0,0,-0.0892128925179154,0,0,0.130042963460547,0,0.196541186933267,0.0668208874924213,-0.0199525650668859,0,0,-0.110746348633241,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815830412970849,0,0.108308901153548,0.3411490277417,0,0,0,0,0,0,0,0,0,0.0559063654077488,0,0.00093041711317792,-0.0634131826373716,0,0,0,-0.108641389463938,0,0,0.14596103729202,0.357303040576131,0,0.0797324140388297,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.163272416220029,0,0.174393340299423,0,0,0,0,0,0.0462568611424828,0,0,0,-0.0679361035730706,0,0,0,0,0.012622154583614,0,0,0,0,-5.42101086242752e-20,0.322912111985866,-0.369902036655584,0,0,0.0375397915513184,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.281632585531784,0.0953366552963016,0.145563761604427,0,0,0,0.0169409625934449,0.164953913433308,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.313167707283722,0,0,-0.0417429779838591,0,0,0,0,0,0,0,0,0,0.104446562739926,0,0.0575652943890449,0,0,-0.0227511335062949,0,0.0125295601653032,0,0,0.123115180975758,0,0,0,0,0.121337222696532,0,0,0,0,0,0,0,0.267136906148314,0,0,0,0,0,-0.0610912276053875,0,0,0,-0.0362405177729144,0,0,0,0,0,0
