,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600362.SH,X600886.SH,X600188.SH,X600010.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X601992.SH,X002353.SZ,X000883.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600490.SH,X600489.SH,X000825.SZ,X000831.SZ,X600315.SH,X000539.SZ,X600808.SH,X600547.SH,X600352.SH,X601699.SH,X600660.SH,X000630.SZ,X000983.SZ,X600549.SH,X600307.SH,X000027.SZ,X600578.SH,X000937.SZ,X002470.SZ,X000959.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0197668498690115,0,0,0,0,0,0,0,0,0,0,0,0,0.0149245731455729,0.0839577250914404,0,0,0,0,0,8.67361737988404e-19,0,0,0.00576696346749976,0,0,0,0.00600892526957953,0,0,0,0,0,0,0.077062839879515,0.042632718871939,0,0.0738285870338096,0,0,0,0.029285511591208,-0.000622233246328293,0,0,-0.00848611977446347,-0.00623888365471512,0,0,0,0,0,0
X600028.SH,0,0,0,0.0782912561863223,0.100253650090198,0,0,0,0,0,0,0,0,0,0,0,0,0.023771728419735,0,0,0.0716613312045524,0.00634914993159657,0,0.00405602270341595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180744455729273,0,0,0.0538397691820716,0,0,0.148633197822897,0,0,0,0,0.0330176321536148,0.0146097557082892,0,-0.0124607859917762,0.0122251935450435,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.089034414609068,0,0,0,0,0,0,0.097229951558406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0414664701612742,0.0217008987397063,0,0,0,-0.018830382381393,0,0,0,-0.0136938558509386,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120950329273556,0,0.220713887746018,0,0,0,0,0,0,0,0,0,0,-0.0263421820942919,0,-0.0300706720253125,0.225401757383575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209807053858624,0,0,0,0,-0.0306477394576559,0,0
X600585.SH,0,0,0.166585141659118,0,0,0,0,0,0.00466801220510766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038106967620371,0,0,0.0997729618631219,0,0.036333465027349,0,0,0,0,0,0,0,0,0,0,0,0,0.029139806475479,0,-0.00413671890525792,0,0,0,0.0204152803187567,0,-0.00849419394409137,0,0,0,0,0,0,0
X600019.SH,0,0,0.159982271852749,0,0,0,0.242346149442027,0,0,0,0,0,-0.129617252360363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147156550729722,0,0,-0.0497564425581275,0,0.0227874476654768,0,0.189575417328674,0,0,0.07491714684856,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.125524012253178,0.0092132106492732,0,0,0,-0.000605101238762947,0.00329960856781698,0,0,0,0,0,0
X601898.SH,0,0,0,0.0579274479769867,0,0.1413701713739,0,0,0,0,0,0,0,0,0.00847562549606118,0,0,0,0,0.178289724545442,0,0,0,0,0,0,0.043164295445693,0,0.0371588110520903,0,0.111432128742409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864180516984622,0,0,0,0.00644660955312004,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261010686629699,0,0,0,0,0,0.143600727072428,0.0183689709751387,0,0.0292595401112647,-0.0221571836619841,0,0,0,0,0,0,0,0,0,0,-0.00971241445677649,0,0.227217659534178,0,0,0,0,0.0214992423869014,0,0,-0.00289037616188351,-0.00533921375039285,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0763653471854039,0,0,0,0,0.140129540022606,0.022376047121221,0,0,0,0,0,0,0,0,0.061614948145496,0,0.137496324268321,0,0,0,0,0,0,0.056870222651158,0,0,0,0,0.0373027379461674,0,0.136527220065495,0.122523621280116,0.233603046794946,0,0,0,0.0420290027953622,0,-0.0557206272075736,0,0,-0.0246446246078353,0,0,0,0,0,0,-0.259093514404463
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032543311362601,0,0,0,0,0,0.0603401274507537,0,0,0,0,0,0,0.0188400671661914,0,0,0.0526287882628276,0,0,0,0,0,0,0.0271754044595972,0,0,0.0733920181128235,0.22744073117336,0.0532126768857114,0,0,0,0,0.0185106523964175,0.0206812080329906,0.072391173642786,0,0,-0.00722611780230182,0,0,0,0,0,0,0
