,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600011.SH,X600188.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X601600.SH,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X601991.SH,X600803.SH,X600489.SH,X000807.SZ,X000983.SZ,X601699.SH,X000786.SZ,X000932.SZ,X600160.SH,X000629.SZ,X600219.SH,X002080.SZ,X000539.SZ,X000408.SZ,X300037.SZ,X600995.SH,X000933.SZ,X600688.SH,X000630.SZ,X000723.SZ,X600157.SH,X600096.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.379466235610055,0,0,0,-0.0581391527090443,0,0.0340658562894462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155748795184267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144976298363156,0,0,0,0,0.155618869753295,0,0,0,0,0,0,0
X600028.SH,0.68559747888024,0,0,0,0,0.179393990567154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872074495286683,0,0,0.0247332705959209,-0.044690473229071,0,0,0,0,0,0,0,-0.0738907985871993,0,0,0,0,0,0,0,-0.0727138258336761,0,0,0,0,0,0,-0.0311109380009705,-0.0136707205598078,-0.0203979432678344,0.0167302917765578,0.0381875322046047,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.327443219660555,0,0,-0.0381006434562146,0,0,0,0,0,0.0838642722013382,0,0,0,0,0,0.0258753169242202,0,0,0,0.0774644653164181,0,0,0,0.156816268844456,0,0,0,0,0,0,0,0,-0.0759391896976677,-0.0292450757148747,0,0,0,0,0,0.0279263145460863,0,0,0.0698183051163258,0,0,0.0163776728362014,0,0,0,0,0,0
X600309.SH,-0.108413817086721,0,0,0,0,0,-0.0707360240148291,0,0,0,0,0,0,0,0,-0.0184031097556263,-0.0335172272207229,0,0,0,0,0.0172565197635946,0.139882209762777,0,1.73472347597681e-18,0,0,3.46944695195361e-18,0,0,0,0,0,0.050419929610783,0.044729949987962,0.00907014307829604,0,0,0.212550017212028,0,0,0,0,0.0985329929774986,0,0,0,0,0,0,0,0.00549499674347594,-0.00810342070655681,0,0,0,0,0,0
X600019.SH,0.00971266017959416,0.0538694878133472,0,0,0,0.0623499543420781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623565109738012,0.124657469289863,0,0.0160048162755221,0,0,0,0,0,0.0833927027599526,0,0.107364113632641,0,0,0,0.0788210001522402,0,0,0,0,-0.177053892858616,0,3.46944695195361e-18,0,0.108800316744513,0,0,0,0,0,0.0450101635054073,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.303560918191123,0,0.137529696215111,0,0.00820291641566976,0,0,0,0,0,0,0,0,0,0,0,0.105694734905012,0,0,0,0,-0.158842959504652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369219547364979,0,0,0,0,0,-0.0193662645538722,0,0,-0.0376065640315396,0,-0.017890246314984,-0.0616269486765657,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.177340543919702,0,-0.0071913551441628,0,0,0,-0.0543827291611332,0,0,0,0.165494991569825,0,0,0,0,0,0,0,0,0,0.341330787909689,0,0.522013143143895,0,0.197178841071958,-0.148791987487782,0,0,-0.104686299904718,0,0,0.0188226435352183,0,-0.231776238155451,-0.0517985751939119,-0.175823422733117,0,0,0,0,0,0,0.311454131493139,0,0,0,0.035811664161087,-0.0779120086258714,0,0,0,0,0,0
X600188.SH,0,0,0.48403667821764,0,0,0,0,0,0,0.21369570603756,-0.16320512618911,0,0.0724843825385059,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,-0.245170224128611,0,0,0.50322990907567,0,-0.10145971247746,0.23252107274116,0.0670877293505045,0,0,0,0,0,0.0408335996090382,0,0,0.184633549878308,0.150489107536875,0,0,0,0,0,-0.146328094833646,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.526935795528688,0,0,0,0,0,0,0,0,0,0,0,0,0.0395416759475224,0,0,0,0,0,0,0.00659441888276019,0,0,0.112233375209683,0.0554514344506483,0,0,0,0,0.29201072454962,0,0,0,0,0,0,0,0,0,0.167432325486245,0.0147398378158541,-0.0225618812067056,0,0,0,0,0,0
X601898.SH,0.0889534894333737,0,0,0,0,0,0,0.279680461061207,0,0,0,0,0,0,0,0,0,0,0,0.0524239934543077,0,0,-0.237885141376181,0,0,0,0,0,0,0,0,0,0.296455951904508,0.130112129339775,0,0,0,0,0,-0.113266669501675,0,-0.108684845425775,0,0,0,0,0,0,0,0,0,0.00455613858566116,0.0109119544656802,0,0,0,0,0,0
X600547.SH,0.0738800459773828,0,0,0,0,0,0,0,-0.0336850120567034,0,0,0,0,0,0,0,0,0,0,-0.172828475135099,0,0,0,0,0,0,0,0.0485674945549748,0,0.684196446582942,0,0,0,0,0,0,0,0,0,0.0192284723304861,0,-0.00446318514040956,0,0.0498142285073482,0,0,0,-0.279707912016489,0,0,0,0,-0.0405142256558433,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.00102570882046315,0.0254750326715343,0.709390372578708,0.134408128301332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149290228769897,0,0,0,0,0.0817818183037264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298515734522683,0,0.00478208394383498,-0.0734834586658053,0,0,-0.00585710979240098,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0456340941982023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104471704190468,0.697069821838421,0,0,0.0142573298761254,0,-0.0685317612174935,0,0,0,0,0,0,0.0411585420668232,0,0,0,0.0278758862080363,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.00123132791739281,0.237079486790962,0,0.0362734233151319,0,0.373734854343546,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148526162666384,0,0,0,0,0,0,0,0,0,0,0.02815080594769,-0.0335927179881466,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.000640368695166684,0,0.011855878438205,0,0,0,0,0.0204892716609631,0,0,0,0,0,0,0,0,0.0322331446432252,0,0,0,-0.0244502867283983,0.0700026258111653,0,0,0,0,0,0,0,0.179094154411981,0,0,0.0821669365158918,0.0125634018739472,0.00632235329693035,0,0,-0.00627450548963112,0,0,-0.0135018780280777,-0.065036573275014,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0374739484832582,0,0,0,0,0,-0.0479751954156041,0,0,0,0,0,0,0,0,0,0,0,0,0.146965128954649,0,0.301791871373691,0.127138684109313,0,-0.102812218940409,0.270913539783617,0,0,0,0.0230947436102694,0,0,0,0,0,-0.0854210889305015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0.0813556718194633,0,0,0,-0.0206610333729114,0,0,0,0,0,0,0,0,0,0,0.315027573452764,0,0,0,-0.0591710321318166,0.113164947402237,0,0,0,0,0,0,-0.143339141277479,0.106285364571696,0,0,0,0,0,0.454619866072217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346389312143491,0,0.00264062004703933,-0.00276712827848767,0,0,0,0,0,0
X600010.SH,0,0.0309030922407831,0,0,0.195927184373782,0,0,0,0,0,0.00667919912311353,0,0,0,0,0,0.470372215147979,0,0,0,0,0,0.0203095833846008,0,0,0,0,0,0,0,0.00823538748955369,0,0,0,0,0,0.0227122509726023,0,0,0.0456208474322261,0,0,0,0,0,0,0,0,0.0317879931555353,-4.05157101687588e-05,0,-0.0109175521562994,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.157517839892355,0,0.0300566180324478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155248674333361,0,0.114116726359357,-0.0528044383047942,0.08645195584235,0,0,0.104010099865835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724482360384315,0,0,0.010994433881236,0,-0.0449240486357908,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0483650186533273,0,0,0,0,0,0,0,0.221434421214808,0,0,0,0,0,0,0.104454774279804,0,0,0,0,0,0,0,0,0,0,0.0418115668694297,0,0.0859648218961977,0,0,0.218041323405138,-0.169299265463055,0,0,0,0,0,0,0,0,0.102218308525496,0.0907483626953955,0,0.0271062686930661,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.0776212010758266,0.0591370292170183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972628940220062,-0.0503506809737161,0,0,0,0.133243337334923,0.0171825528911238,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.250820624078409,0,0,0,0,0.163384756952266,0,0,0,0.0552890130854891,0,0,0.0164736093286798,0,-0.0171162375711826,0.0444783011907783,0,0,0,0,0,0
X002271.SZ,0,0,0,0.447314299754263,0.0652416408282056,0,0,0,0,0,0.0803934518670198,0,0,0,0,0,-0.163902826204151,0,0,0.142645409881542,0,0,0,0,0,-0.140029716911677,0,0,0,0,0,0,0,0.642998772410743,0,-0.0962489756226905,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174831451905948,0,-0.00202355479400007,0.0810159203602566,0,0,0,0,0,0
X600426.SH,0,0,0,0.374381169499871,0,0,0,0.307392674982576,0,0,0,0,0.157787294026453,0,0,0,0,0,0,0,-0.0879102050486758,0,0,0,-0.19024161539964,0.0982709574836044,0,0,0,0,0,0,0,0.109267173433688,0,0,0.113041137601117,0,0,0.139694552180543,0,0.0282612162668321,0,0,0,0,0,0,0,-0.131982924078205,0,0,0.0422952459337111,0,0,0,0,0,0
X600362.SH,0.00825121582944236,0.0702109661451127,0,0,0,0,0,0.0333091792956287,0,0,0,0,0.149280022193105,0,0,0,0.010217951482488,0,0,0.24285987798877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136296697953811,0,0,-0.0181937345055047,0,0,0,0,0,0,0,0,0,0.0208055196398101,0,0.0620260851218655,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0487801230942384,0,0.00536471652384603,0.0800907675058498,0,0,0,0,0,0,0,0,0,0,0.153738771803225,0,0,0,0,0,0,0,0,0.536526915870975,0,-0.0210963011315934,0,0,0,0,0,0,0,0,0,0,0,0,0.0456277760180399,0,0,0,0,0,0,-0.0580104835296634,0,0.061684425351713,-0.0577928739866347,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.973951514406,0,0,0,0,0,0.0471853952037041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301763668083942,0.126574095655383,-0.141192915166313,0,0,0,0.285648961661092,0,0,0.0167745551910739,0.347327487947084,0,0,-0.0733177521776714,0,0,0,0,0,0.0422212710918374,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.15020544622497,-0.0705791250200606,0,0,0,0,0,0,0,0.0414358482235159,0,0,0,0.100570693745345,0.207351719152073,0,0,0.0572170690678463,0,-0.000101343399534,0,0.00359770486358365,0,0.0557960045782836,0.146962898722353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290435120526582,0,0.0156120851241397,-0.197253209059002,0,0,0,0,0,0
