,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600027.SH,X600489.SH,X000708.SZ,X002466.SZ,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X000983.SZ,X600176.SH,X600219.SH,X002128.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X600157.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600352.SH,X002271.SZ,X600378.SH,X600995.SH,X000883.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0424090308040806,0,0,0,0,0,0,0,0.111435290024814,0,0.0158622570037032,0,0,0.21535790798052,0,0,0.287687287082998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727779980863789,0,0,0,0,0.00762529750032388,0,0,0,0,0,0,0,0,0.00907559702820614,0,0,0,-0.039219101579093,0,0
X601088.SH,0,0,0,0,0,0.40183516929579,0,0,0,0,0,0,0,0,0,0,-0.105034997113472,0,-0.00672772691161193,0,0,0,0,0,0,0,0,0,0.0391486212573025,0,0,0,0,0.144438420211131,0,0,0,0,0,0.0586502307358731,0,0,0,0,0,0,0,0,0,0,0,0.00822111061427002,0.00260756416031223,0,0,0,-0.0237790506697452,0,0
X600028.SH,0.163923743972462,0,0,0,0,0.124343312162499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294131912230118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144018750302003,0,0.206486348767342,0,0,0,0,0,0,0,0,-0.0165405959049629,0,0.00106309895242486,0,0,0,-0.0352791921847164,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268733427938211,0,0.132382349294405,0.0642753760676734,0,0,0.0725145873145479,0.0291509092109438,-1.73472347597681e-18,0.047867051564202,0,0,0,0,0,0,0,0,0,0,0.197385906229755,0,0.0543293346398199,0,0,0,0,0,0,0.0939745425879396,0,0,0,0,0,-0.0301799296889564,0,0,0,0,-0.0189650622262206,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00882025605842944,0.0943643363545581,0,0,0,0.0334243257808488,0.164337330351124,0,0,0,0,0,0,0,0.190329631229528,0,0,0,0,0,0,0,0,0.116697638899376,0,-0.150426726895767,0,0,0,0,0,-0.0117186940904521,0,0,0,0,0,-0.00345628708222665,0.0155297807974826,-0.0856388511601716,0.182330913801984,0,-0.0109963665101916,0,0
X601898.SH,0,0.658008763678122,0,0,0,0,0,0,0,0,0,0,0,0,0.043310868478526,0,0,0,0,0,-0.0355619492953857,0,-0.00480287517038847,0.177656387620241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129663765635383,0,0,0,0,0,0,0,0.0305791005403153,-0.00633295694330257,-0.0082244793580355,0,0,0,0,0
X600019.SH,0.163127854659818,0,0,0,0,0,0,0,0,0.209360704241053,0,0,0,0,0,0,0,0,0,0.0350631999770519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190402414220214,0,0,0.0955820815339055,0.0564282888606866,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00194728928027471,0,0,0,-0.0178063327085758,0,0
X600188.SH,0,0,0,0.251297814012529,0,0.200717230040184,0,0,0,0,0,0,0,0,0,0,0.0543315856007799,0,6.93889390390723e-18,0,0,0.0720549128809741,0,0,0.00219843000747638,0,0,0,0,0.022164266050241,0,0,0,0,0,0,0,0,0,0.0888028059619206,0,0,0,0,0,0,0,0.0632548522614646,0,0,0,0,0,0.0284721455561331,0,0,-0.0814736874137008,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963665779623878,0,0,0,0,0,0,0.131416134404764,0,0,0,0,0,0,0.170741944987097,0,0,0,0.364536041745979,0,0,0.0562687498837037,0,0,0,0,0,0,0,0,0,0.052154130551157,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.059174542530074,0,0,0,0,0,0,0,0,0,0,0.914702012069593,0,0,0,0,0,0,0,0,0,0.0121234186162452,0.0703858401006292,0,0,0,0.389631339086788,0,0,0,0,0,-0.311288894334298,0,0,0,0,0,0,0,0,0,0,0,0,-0.00367725569545766,0,0,0,0,-0.0334550335886106,0,0
