,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X600011.SH,X601898.SH,X000792.SZ,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600795.SH,X000877.SZ,X600547.SH,X601600.SH,X601991.SH,X600027.SH,X002271.SZ,X600426.SH,X600803.SH,X000983.SZ,X600362.SH,X600176.SH,X601699.SH,X600348.SH,X000408.SZ,X000629.SZ,X600096.SH,X000723.SZ,X000786.SZ,X600985.SH,X600160.SH,X600219.SH,X600995.SH,X600378.SH,X600141.SH,X600157.SH,X600489.SH,X002080.SZ,X600688.SH,X000933.SZ,X002353.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.615128135049024,0,0,0,0,0,0,0.162967065664411,0,0,-0.038666328994565,0,0,0,0,0,0,0,0,0.00842720017850375,0,0,-0.0304388494933577,0,0,0,0,0,0.0187076696206844,0,0,0.00852478324944841,0,0,0,0,0,0.0651965030957267,-0.0151381942851268,0,0,0,0,0,0,0,0.110010795154137,0,0,-0.0393526665247972,0.0321797543070708,0,0,0,0,0,0
X601088.SH,0,0,0,0.139153880212394,0.368108873841095,0.0496234827943113,0,0,0,0.195296771362354,0,0,-0.0312207515977219,-0.13244176490738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955200153471426,0,0,0.110907366357787,0.0582871135060839,0,0,0,0,0,0,0.0320570117470593,0,0,0,0,0,0,0,0,0,0,-0.112612606827586,0,0,-0.018196845368586,0,0,0,0,0,0
X600028.SH,0.34485927804672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934770398322114,0,0,0,0,0.0446449386319101,0.0476887726740772,0,0,0,0,0.0136196575533622,0.0107312721891132,0,0,0,0,0,0,0,0,0,0.0549031375898242,0.00251525481280589,0,0,0,0,0,0,0,0.00680536757746393,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0234000579305158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701119775700673,0.0515221068165703,0,0,0,0,0.0913418187635361,0,-0.0653989244359428,0,-0.0303590446882831,0,0,0.131475210689905,0.109395026166882,0.125623890003621,0,0.0270798961923565,0,0,0,0,0,0,0,0,0,0,0,0.00221489798908184,0,0,0,0,0,0
X600188.SH,0,0.817512708749539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184867392052242,0,0,0,0.0295796672004582,0.0601143695308186,0,0,0,0.0111124124603619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746615895623179,0,0.0579278481257763,0,-0.0515947479460835,-0.0123097079261654,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.675461143977489,0,0,0,0,0,0.0799563776101878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721374506357014,0,0,0,0,0,0.210884751561357,-0.0167891900784918,0,0,0,0,0,0,0,0,0.0887598536896222,0,0,0,0,-0.155625599071613,0.191130226198803,0,0,0.0648176624093081,-0.000868289773440073,0,0,0,-0.088903032377575,0,0
X002460.SZ,0,0,0,0,0,0.352070577069773,0,0,0,0,0,0,0,0,0,0,0,0,0.153537596719485,0,0,0,0,0,0,0,-0.122523390040159,0,0,0,0,0,0,0.0838732454337224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612892573059776,0.139140064127007,0,0,0.104242624134038,-0.0223752374815913,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0463846527195289,0,0,0.0185631677366833,0,0,0,-0.0279217808671825,0,0,0.0186727616472939,0,0,0.136697158415815,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0836271738821581,0.0121241678590188,0,0.214869917651236,0,0,0,0,0,0,0,0,0,0,0.0684409246530515,0,0,0,0.0363663661557628,0.0094000903151964,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406226850586762,0,0,0,0,0.360519478162862,0,0,0,0,0,0.265343084110335,-0.149826043794845,0,0,0,0,-0.0258519333942145,0,0,0,0,-0.145561145894019,0,0,0.201955580484828,0,0,0,0,0,-0.124420442181432,0,0.125991516180007,-0.111472226198947,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0605673938857068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0960182433530227,0,0.189640263662624,0.480910639806134,0,0,0,0,0,0,0,0,0,0.0556225642431247,0,0,0,0,0,0.11435206417176,0,0,0,0.0877713132037647,0,0.0173372380168298,0,0,-0.0171693072967418,0,0,0,0,0,0
