,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X601600.SH,X600795.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600021.SH,X600157.SH,X600583.SH,X601992.SH,X000883.SZ,X000709.SZ,X600309.SH,X000898.SZ,X601158.SH,X600352.SH,X000539.SZ,X600489.SH,X000792.SZ,X000629.SZ,X600547.SH,X600808.SH,X000825.SZ,X000060.SZ,X000027.SZ,X600660.SH,X002470.SZ,X000831.SZ,X600549.SH,X002353.SZ,X600863.SH,X600008.SH,X600578.SH,X000959.SZ,X000630.SZ,X000012.SZ,X600219.SH,X600307.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.557198730967113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155071269651507,0,0,0,0,0,0,0,-0.0503453952860492,0.0636881727789239,0,0,0,0,0.0775111334083516,-0.0289643436153095,0,0,0,0,0,0,0,0,0,0,0,0,0.00135383014212107,0.00197419480800972,0,0,0,0,0,0
X600028.SH,0.669562851980485,0,0,0,0,0.036797291396849,0,0,0,0.0746095678099735,3.46944695195361e-18,0,0,0,0,0,0,0,0.0182129672401938,0,0,0,0,0,0.00111454274186841,0.0372390822485041,0,0,0,0,0,0,0,0,0,0,0,0.0435130239610002,0,0,0,0,0,0,0,0,0,-0.00596851821348452,0,0,0,-0.0071753018541283,-0.00638878466562617,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.2173057513852,0,0.239610990752324,0,0,0,0,2.16840434497101e-19,0,0.0622023909321301,0,0,0.0898161725371046,0.0402313274425136,0,0,0,0.0958749905169337,0,0,0,0,0,0,0.0507374247857455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00116433999142998,-0.0049964609510863,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0286709209475495,0,0,0.124753234843182,0.0269584316939704,0,0,0,0.0411535356354747,0.109647746806887,0,0.0959930340075408,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.145497856204531,0,0,0,0,0,0,0,0,0,0.1993832026708,0,0,0,0,0,0,0,-0.0113029379619785,0,0,0,0,0,0,0
X601600.SH,0,0,0.291771321466202,0,0,0,0,0,-0.0239393462292096,0,0.0819871937736841,0.0694672880208427,0,0,0,0,0,0.0285237659639115,0,0,0,0,0,0,0.00270732524383269,0,0,0,0,0,0,0,0.0927262965023176,0.0736236079033452,0,0,-0.00869136065088032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462531444064086,0,0,0,0,0,0
X600795.SH,0,0,0,0.211746064918069,0.076214626568929,0,0,0,0.101144843918937,0,0.052695845685145,0,0,0,0,0.0510312325944902,0,0.14509178944118,0.0642946637208617,0,-0.0182586616820656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22468661161747,0,0,0,0,0,0,0,0,0,0,0.0294861024954349,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.266836463199815,0,0,0,0,0,0,0,0.0629056301181605,0,0,0.0144283065710271,0,0.233700964237624,0,0.179110628051738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.321714234179074,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.170974390503088,0,0,-0.00931914664134341,0.0268364596706785,0,0.0715264499784964,0,0,0.103211239026345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172253290583529,-0.00404033239326343,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201877281803373,-0.137489581740523,0,0,0,0,0,0.180399399192092,0.047647189847349,0,0,0,0,0.149038920786506,0,0,0,0,0,0,0,0.224058368255277,0,0,0.015202883405617,0,0,0,0,0.0427372961882385,0.0514728351761801,0,0,0,0,0,0
X601898.SH,0,0,0.040359720694511,-6.93889390390723e-18,0.130972197433384,0,0.113163167623275,0,0,0,0.155099538147654,0,0,0,0,0,0,0,0,0,0.0753580935388634,0,0,0,0.187591334605667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467397059262749,0,0,0,0,0,0
