,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600886.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600188.SH,X600111.SH,X600362.SH,X002075.SZ,X600583.SH,X601158.SH,X601992.SH,X600309.SH,X000539.SZ,X000898.SZ,X000027.SZ,X002353.SZ,X600021.SH,X600352.SH,X000883.SZ,X002470.SZ,X601918.SH,X000792.SZ,X000878.SZ,X000629.SZ,X600660.SH,X600808.SH,X600307.SH,X600863.SH,X600578.SH,X600098.SH,X000060.SZ,X000825.SZ,X300072.SZ,X600489.SH,X600008.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.77275923141817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963899014439291,0,0,0,0,0,0,0,0,0,0.0244745986633605,0,0,0,0,0,0,0,0,0,0.0426945117546197,0,0,0,0,0.118717009446272,-0.0661757627889807,0,-0.0175440774267847,0,0,0,-0.152978249425529,0,0
X600028.SH,0.422355405633741,0,0,0.182986435033444,0,0,0,0.122033766440997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942354537095802,0,0,0,0.0197539159835396,0,0,0,0,0,0,0.0173512182690158,0,0,0,0,0,0,0,0,0,0.00788561614455629,0,0,0,0,0,0,0
X601088.SH,0,0.239444660692131,0,0,0.0156991382687948,0.0225681925051557,0,0.179309413179457,0,0,0,0,0,0,0,0,0.0687148378529059,0,0,0,0.0265172992706338,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0339933933417725,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.00335564081781439,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0602042195506716,0,0,0.162715144457711,0,0,0.0617740171414733,0.0794254796487217,0,0,0.0570170584574065,0,0,0,0,0,0,0,0,0,0,0.036144201385502,0,0,0,0,0,0,0.0603454006540924,0,0,0,0,0,0,0,0.317575279890015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.216052430001661,0.00727948543338652,0.107932509643105,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.179049698470545,0,0,0,0,0.167268838857109,0,0,0,0,0,0,-0.0108764606976276,-0.000898218919569523,0,0,0,0,0,0
X600019.SH,0,0.0304549678724081,0.198447804203777,0.0937487611580148,0,0,0.0815440876025521,-6.93889390390723e-18,0,0,0,0,0.100715319381032,0,0,0,0,0,0,0,0,0,0,0,0,0.292131562574386,0,0,0,0,0,0,0,0.0252223300865242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118207065459903,-0.0190663376039131,0,0,0,0,0,0
X600585.SH,0.0836847019131337,0,0.0279774820721763,0.0582163061818099,0,0.0648445584346588,0,0,0,0,0.147736080917641,0,0,0,0,0,0,0.0394436599540189,0,0,0,0,0,0.0276859995447519,0,0.00839567570723763,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.249135187149719,0,0,0,0,0,0,0,0,0,0,0,0,-0.00969780194219957,-0.00656175111546311,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.238446806849734,0,0,0,0,0,0.40575002643241,0,0,0,0.197222795246075,0,0,0.131854451261278,0,0,0,0,-0.0560212632664672,0,0,0,0.0401960551798896,0,0,0,0,-0.135728135539935,0,0,0.184220213794833,0,0,0,0,0,0,0,0,-0.0167246127659332,-2.16840434497101e-19,0,0.06852088913905,0,0,0,0
X600886.SH,0,0,0,0.0419887965276661,0,0.00728822007891336,0,0,0,0,0.159607705974343,0,0.0476669275261535,0.158745616951127,0,0,0,0,0,0,0,0,0,0,0.0781189962829682,0,0,0,0,0,-0.0864050659304819,0.0740075665471508,0,0,0,0,0,0,0,0,0.0555096379572489,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.00913793751698332,-0.0205569024176956,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.104045205164258,0,0,0.130370030548195,0,0,0,0.0410282300804203,0,0,0,0,0,0.0906806509921066,0,0.114419272380096,0,0,0,-3.46944695195361e-18,0,0.0589028076758918,0,0,0,0.043861289720538,0,0,0.0959806569549985,0,0,0,0.00449035519357511,0.136690027317714,0,0,0,0,0,0.00422134514099278,0,0,0,0.00169292586913471,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0442276665144944,0,0,0,0,0.0417503310107632,0,0.178012881607216,0,0,0.0967115966827947,0,0,0,0,0.018591703765701,0,0,0.0980447687890061,0.000281614975588262,0,0,0,0,0,0,0,0,0,0,0,0,0.150442697137289,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X601991.SH,0,0,0,0.0377301692646311,0,0,0,0.174018880935275,0,0,0,0,0,0,0.0470214675087434,0,0.282783397442099,0,0,0,0,0,0,0,0,0,0,0,0.0094588879577433,0,0.0151633001761123,0,0.00849500297626502,0,0,0,0,0,0,0.00537069418397542,0.180197802934716,0,0,0,0,0,0,0,0,-0.00817748647346748,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.195816567542487,0,0,-0.213067141415866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354819718589597,0,0,0,0,0,0.130038204186454,0,0,-0.066910194462728,0,0,0.358427628711772,0,0,-0.0780420395733927,0,0,0,0,0,0,0.0154145004862793,0,0,0,0,0,0,0.0100467049073226,-0.0184977400343721,0,0,0,0,0,0
X000709.SZ,0.147928685881206,0,0,0,0.0211855126560752,0.0300592405026141,0,0,0,0,0,0,0,0,0,0.0780839670587486,0,0,0,0,0,0,0,0,0,0.115278593794887,0.0197033124084595,0,0,0,0,0.0303344076313583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271364684428514,0,-0.0430919768981573,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.153131043470405,0,0,0.029357820517466,0,0,0,0,0,0.0462970716782182,0,0,0,0,0,0,0,0,0.0180922296155313,0.0683964720644818,0,0,0,0.131198972714728,0,0,0,0,0,0,0,0,0.130718537152925,0.0406769870895126,0,0,0,0,0,0,0,0,-0.00358998773456544,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.00743312904424741,0,0,0,0,0,0,0,0,0,0,0,0.188409110143967,0,0,0,0,0,0.061421492125328,0,0,0,0,0,0,0.208932848150197,0,0,0,0,0,0.0596840720083915,0,0,0,0.0113478954840538,0,0,0.120571916433868,0,0,0,-0.0301134081217048,-0.0507664394094448,0.0420009724699213,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.488959484651241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318507256008461,0,-1.0842021724855e-19,0.106968188570458,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0239463152168221,0,0,0,-0.025037780679795,0,0,0,0,0,0,0
