,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600352.SH,X600688.SH,X600362.SH,X600886.SH,X600188.SH,X600795.SH,X601992.SH,X600027.SH,X000898.SZ,X600516.SH,X002466.SZ,X600111.SH,X000723.SZ,X600176.SH,X002460.SZ,X000709.SZ,X600801.SH,X000786.SZ,X600299.SH,X000990.SZ,X600219.SH,X002271.SZ,X000629.SZ,X600808.SH,X000825.SZ,X600489.SH,X601158.SH,X600583.SH,X002110.SZ,X000553.SZ,X000630.SZ,X600157.SH,X000883.SZ,X600985.SH,X600339.SH,X000027.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0997781293528648,0,0,0,0,0,0,0,0,-0.0219709159946009,0,0.0129015806644308,0,0,0,0,0,0,0.0309940730128848,0,0.0493661287431991,-0.0132891221900576,0.079297718900122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478909362632463,0,0,0,4.23017526035253e-05,0,0.100168548912264,0.0383632529404936,0,0,0,-0.00178929282273052,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0283125744321645,0,0,0,0,0.26802461655619,0,0,0,0,0,0,0,0,0,0,0,0,0.0189904411541056,0,0.0162698904388605,0,0,0.0774444334904325,-0.0570699084066738,-0.0980156161472572,0,0.265697815196318,0.0487089805489978,0,0,0,0,0,0,0.132044276592361,0,-8.67361737988404e-19,0,6.93889390390723e-18,0,0,0,0,0.0469708966306914,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.228933704002116,0,0.0726686816367862,0,0,0,0,0,-0.203191973516943,0,0,0,0,0,0,0,0,0,0,0.0490626431089565,0,0.0337588125386154,0,0,0.110665325471372,0,0,0,0,0.0692172090879188,0,0,0,0,0,0,0,0,0,0.0646973612608927,0,0,0,0,0,0,0.0102275111323073,8.67361737988404e-19,0,0,0,-0.0427874399423437,0,0
X600585.SH,0,0,0,0,0,0,-0.0232749459900484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272250955573898,0,0,0.530920363342322,0,-0.00752639570539633,0,0,0,0,0,0,0,0,0,0.101307866456125,0,0,0,0,0,0,0,0,0,-0.0142506108524299,0.00419757566748032,0,0,0,0,0,0
X600019.SH,0,0,0.0347824754441924,0,0,0.0111934443903258,0,0,0.036865564203135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128348326352493,-2.16840434497101e-19,0.148538175340059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224892208541238,0,0,0.0486799628237844,0,0,0,0,0,0,0.000904257489007029,0.00677552647558543,0,0,0,0,0,0
X600309.SH,0,0,0,0.167027356022216,0,0,0,0,0,0,0,0,0,0.0406993922439206,0,0,0,0,0,0,0,0,0,0,0,0.146958218361412,0,0,0,0.147916028395945,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504190128823564,0.0369925649836757,0,0,0,0,0.244771798942505,0,-0.0198702508270908,0.0374350213018784,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44584299605215,0,0.559460257302986,0,-0.118947134487391,0,0,0.0694977582140703,0,0,0,0,0.0574868163318115,0,0,0,0,0,0,-0.0615754772695082,0,0,0,0,0,0.00178286574025266,0,0,0,0,0,0,0,0.00432632005741067,0.0337422105808108,0,0,0,-0.0164990411479473,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127974394369594,0,0,0,0.0338584630557967,0.0834394245073948,0,0.0470266286768981,0,0.299104477439674,0,0,0,0,0,0,0,-0.05776701657953,0.283351102013978,0,0.14546863966763,0,0,0,0,0,0,0,0.0230648200549342,0.000118130186377712,0,0,0,0,0,0,0.00622196036274775,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0675518176233364,0,0,0,0,0,0,0,0.213826602984052,0,0,0,0,0,0,0,6.93889390390723e-18,0.0127585219642922,0.0129562042953334,0,0.0940612820053358,0,0,0,0,0,0.197629373498,0,0.0744462533344633,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0189089042730057,0.084209298788246,0.0783936485253924,0,-0.0190533415142155,0,0,0,0,0,0,0
X601898.SH,0,0,0.000588205201935881,0,0,0.12911974267863,0,0.124057842027764,0.156111235983917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811045191583164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444160323993674,0,0,0,0,0.0674475889770739,0,0,0.00605267100590638,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0526238838416029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139857079235073,0,-0.0503115043792784,0,0,0,0,0,0,0.0717964982752182,0,0,0,0,0,0,0.952430248127583,0,0,0,0,0,0.0376732279247113,0,-0.0317917677920338,0,0,0,-0.0882209023113558,-0.00123232039139021,-0.0139537328977396,0,0,0,0.00543332076040646,0,0
X601991.SH,0,0,0,0,0,0,0,0.141800625161094,0.0777782283093873,0,0,0,0,0,0,0,0.0786408702678103,0,0.183041483394353,0,0,0,0,0,0,-0.00845095278986053,0,0,0,0,0.032444224072876,0,0.0277873152749505,0.0359950624179009,0.010940868939012,0,0,0,0,0,0,0,0.0290195583986982,0,0.0227384234341878,0.0881161465131583,0.0158522578809695,0,0,0,0,0.00335074192788841,-0.00333702746899282,0,0,0,-0.0176167732644572,0,0
X600660.SH,0,0,0,0,0,0.0465516336840379,0,0,0,0,0,0,0,0.0792050992334555,0,0,0,0,0,0,0,0,0.0820516680844033,0,0,0,0,0,0,0.138031614245669,0.015973251619802,0.0348508254442277,0,0,0.145301262161381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929356005675247,0.022459078211768,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.169456072603774,0.0161033995673155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127486670065558,0,0,0.0394339682653272,0,0,0,0,0,0,0,0,0.013434331412772,0,0,0,0,0,0,0,0,0,0.00475641505140044,0,0,0,0,0,0,0.0704274069939827,-0.15792359366167,0,0,0,0,0,0
X600688.SH,0,0,0.0330585800383083,0,0,0,0,0,0,0,0,0,0,0,0,0.107517004561523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222458269244507,0,0,0,0,0,0,0.0507755703449324,0,0.0286671199686787,0,0,0.154933805244924,0,-0.000350336592855082,0.00733846711584957,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.181799927481322,0.105532538355826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208242253203164,0.153550709835417,0.0261550149554627,0,0,0,0,0,0,0,0.00581654377632246,0,0,0,0,0,0,0,0.0369896813560601,0,0,0.0264476153127247,0,0.0425498250598524,0.169491548545952,0,0,0,-0.0186435666979082,0,0,0,0,-0.0190366669111973,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965890790367449,0,0.206631915473405,0,0,0.0156392164755181,0,0.154659574215794,0,0,0,0,0.0176792271136451,0,0,0,0,-0.0113476687016755,-0.04451212888579,0,0,0,0,0,0,0,0,0,0,-0.100792759194487,0,0,0,0.132146382557827,0,0,0.0846870423207444,0.0348996153560981,0.00868200299059389,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0670055348204863,0.0462330368845135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601366604210002,0,0.167868338981134,0.0174875253061309,0,0.0602420792480389,0,0,0.143021265452729,0,0,0.0329340149292258,0,0,0,0,0,0,0,0.044665071281596,0,0,0.0512360618657317,0,0,0,0,0,0,0,-0.0249529569209388,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.143091729689952,0,0,0,0,0,0,0,0,0,0.0463192675228915,0,0,0,0,0,0,0,0,0.00441589516625776,0,0,0,0,0,0,0.0398040383819614,0.119920222707578,0,0,0,0,0,0,0.107430512025715,0,0,0,0.0217418484636175,0,0,0,0.195889837272536,0.025787709967562,0,-0.00935265835607443,-0.0291305637515857,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0111555180970952,0.0368853606152411,0,0,0,0,0.0326651847612767,0,0.0344300849272667,0,0,0,0,0,0,0,0,0,0.0875769139035691,0.198302132245144,-0.04669415572425,0,0,0,0,0,0.0542540251461669,0,6.93889390390723e-18,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0892816135932054,0,0,0.159629722711382,0.306238882273085,0,0.0164922169462131,-0.0188483309720568,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.251107605597385,0.444274350881232,0,0,0,0,0,0,0,0,0,0,0,0,0.0084143098278128,0,0,0,0,0,0,0,0,0,0.185283190882617,0,0.111446406149464,0.0168735472862748,0,0,0,0,0,0,0,0,0,0,0.0704822738455914,0.00757160483668198,0,-0.0824250758940485,0,0,0,0,0,-0.0486650451911788,0,0,0,0.0417356403332102,0,0
X000898.SZ,0,0,0,0,0,0.0641873062607591,0,0,0.130397187180453,0,0,0,0,0,0,0,0,0.203311683773023,0,0,0,0,0,0,0.103991265968834,0.0024139545101682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124778313501633,0,0,0,0,0,0,0,0.0498695958137397,0,0.0105010006071131,-0.0111913757404228,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0.0694276965078121,0,0,0,0,0,0,0,0.0304390441437627,0,0,0,0,0,0.12266255128938,0,0,0,0,0.0549234383096521,0.0165759063698385,0.0644851035802406,0.329277279935438,0,0,0,0,0,0,0,0,0,0,0,0,0.0575718932547718,0,0,0,0.0193088584251549,0,0,0.0395742350073707,0,0,0,0.00187430050656853,0.0517195155230264,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0485741174370372,0.116617564048053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482540912306013,0,0.599689780656686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341637901723031,0,0,0,0,0,-0.0260824459977783,0.0116851903952546,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.215090745531472,0,0,0,0,0,0.0559577530759248,0,0.335737007410601,0,0,0,0,0,0,0.207022947446127,0.0237881414448951,0,0.0310174729489036,0,0.0816370835412218,0,0,0,0,0,0,-0.0391421697731486,0,0,0,0.026179682921961,0,0,0,0,0,-0.0436435209185656,0,0,0,0.151595642350761,0,0,0.0208045128769006,0.0215873471903817,0,0,0,-0.112522738858022,0,0
X000723.SZ,0,0,0,-0.0213361249813418,0,0.360989258832982,0.0784609247102125,0,0,0,-0.0336018771896327,0,0,0,0,0,0,0,0,0,0,0,-0.355004828881646,0,0,0,-0.0700737901211362,0.476413024476231,0,0,0.0748419220292263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230134946200099,0,0.401379109245272,0,0,0,0,0,0.0339466933424828,0,0,0,0.0840088666759165,0.0649279756140289,0
X600176.SH,0,0,0,0,0,0.0664567296579325,0,0,0,0,0,0,0,0,0,0,0,0.0759073516978317,0,0,0,0,0,0,0,0.0605947452700034,0,0.0349884750782614,0,0,0.21506241786006,0.0807328903450183,0,0,0,0,0,0,0,0,0,0.108159705313503,0.0372671096035831,0,0,0,0,0,0,0,0,0.00641890540359421,0.0241514161724471,0,0,0,-0.0315058653320621,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761421888743464,0,0,0,0.165885778992574,0.778332498699812,0,0,0.0540107274322083,0,0,0,0,0,0,0,0,0.18944688281285,0,0,0.165141351558563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545727390447137,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.145428208809907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330471351640646,0.039057866211859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063129324849852,0,0,0.0330926359868102,0,-3.46944695195361e-18,0,0,0,0,-0.0264355511052276,0,0,0,0,0,0,0
X600801.SH,0,0,8.67361737988404e-19,0.516252613099763,0,0.0262689036627627,0,0,0,0,-0.0331003016710937,0,0,0,0,0.0252489670364829,0,0,0,0.139791025507017,0.186190061678447,0,0,0,0,0.00901268773171138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730902381082897,0,0,0,0,0.0186665513301717,-0.0497146169290312,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0.204934523072489,0,0,0,0,0,0,0,0.288577679420043,0,0,0,0,0,0,0,0,0,0.240946234701822,0,0.00895190613423646,0,0,0,0,0,0,-0.0292489770472705,0,0.0215609787940352,0,0,0,0,0,0,0,0.236366666605359,0,0.0689362440776073,0,0,0,-0.13836703916799,0.169552868508819,0,-0.00559831969368016,0,0,0,0,-0.0823875250558892,0,0
X600299.SH,0,0,0,0,0,0,0,0.178220091748688,0,0,0.150172455464648,0,0,0,0,0,0,0,0,0,0.157113085671097,0,0,0,0,0,0.031377276942656,0,0,0,0.141440688393322,0,0.107520320045249,0,0,-0.0386409003870392,0,0,0,0,0,0,0.0822705610496949,0.127570845025005,0.0578588709863475,0,-0.0933066666558331,0,0,0,0.0290000135965791,-0.00952867155233173,-0.0262818862351323,0,0,0,0,0,0
X000990.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109013035872728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294083058401455,0,0,0,0.144681693260615,0,0,0.230359629464795,0,0,0,0,0,0,0.188355868074667,0.0979978914656735,0,-0.105338723981375,0,0,0.586889370565918,0,0,-0.0846836652993225,0.0282582287185308,0.0311469909060016,0,0,0,-0.211538901970074,0,0
X600219.SH,0,0,0,0,0,0,0.0348812470042177,0.114281656352187,0.274839066050498,0,0,0,0,0,0,0.21579360060145,0,0,0,0,0.032480479844238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119364004030914,0,0,0,0,0,0,0,0,0.0179844888155861,0,0,0,0.0858499725355783,0,0,-0.00962313313902348,0,0,0,0,0,0,0
X002271.SZ,0,0.187280924031012,0,0,0,0,0,0,0,0,0,0,0.134550843606781,0.0187799213733872,0,0,0,0,0,0,0.0352412354412397,0,0,0,0,0,0,-0.00257379089764868,0,0,0.317684720393609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137685446394872,0,0,0.190261382468647,0,0.0298012116463856,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837541943557347,0,0.151618440934778,0,0,0,0,0,0.171165232589081,0,0,0,0.273762679783332,0.400075688079894,0,0,0,0,0,0.0446679746071948,0,0,0,0,0.109189046479264,0,0.00627593809357519,0.0257419461303712,0,0,0,0,0,0
X600808.SH,0,0,0.104155899781784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171204287261271,0,0,0.0623639041148514,0,0.0056865502478245,0,0,0,0.000183379944462834,0.0713931175321762,0,0,0,0,0,0,0,0.161981821880197,0,0,0,0.0841770986660993,0,0,0.0459430204699484,0,0,0,0,0.0074932162033488,0,-0.00651160877834969,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0.0187399089100561,0,0.0943155765959963,0,0,0,0,0,0,0,0,0,0.228635363542338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167670418981996,0.0335287979659245,0.0296378551961069,0,0,0,0,0,0.0876523252594534,0,0,0.0295379768074118,0,0,0,0,0.104543841123682,0,0.00132067089366013,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.512743840858753,0,0,0,0,0,0,0,0.109469685477623,0,0,0,0.0375733863179656,0,0,0,0,0.0548503751342557,0,0,0,0,0,0.0550399791903942,0,0.157010996424656,0,0,0,0,0,0,0,0,0,0,3.09864131914708e-05,0,0,0,0,0,-0.0467568031564039,0,0,0,0,0,0
X601158.SH,0,0,0.0349936634671579,0,0,0.104742774734225,0,0.0502386453790925,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0657325398015019,0,0,0,0,0.101992978311574,0,0,0,0,0.0860892020337318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094161813560671,0.00736315403412475,0,0.00317776634028369,2.16840434497101e-19,0,0,0,-0.00544381280252717,0,0,0,0,-0.0587565030634524,0,0
X600583.SH,0,0,0,0,0,0.100906975373151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855061247809802,0.100236872056657,0,0,0,0,0,0.0765937222555911,0.00760672290263115,0,0.0328124203419228,0,0,0,0,0,0.107363114695902,0,0,0,0,0,0.231615532511186,0,0.0800606235272691,0,-0.0312617872195263,0.0367102785907193,0,0,0,0.0178319237774448,0,0
X002110.SZ,0,0,0,0.156899721841444,0,0.104822503665518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888749257109797,0.0874637012267555,0,0,0.104900931875526,0,0,0,0,0,0,0.044442900574978,0,0,0,0,0.231517609341994,0,0,0,0,0,0,0.0344259548409288,0,0.194401641949403,0,0,0,0,0.027896251117816,0.0206199096777363,0,0,0,-0.121033957352749,0,0
X000553.SZ,0,0,0,0,0,0.0265107747157945,0,0,0.0323928946337491,0,0,0,0,0,0,0.021824979392207,0,0,0,0,0,0,0.0351175026148699,0.031353464694547,0.0709201113716361,0,0,0,0,0,0.0626755546819521,0.163538496203984,0.0319538767443406,0.0387023987756936,0,0,0,0,0,0,0,0,0,0,0,0,0.0649956189413251,0.201208695504113,0,0,0,0,-0.0063933981685297,0,0,0,0,0,0
X000630.SZ,0,0,0.152035611595284,0,0,0,0,0,0,0,0.0193119837341327,0,0,0,0,0,0,0,0,0,0.0608276319958475,0,0,0,0,0,0.095619098726828,-0.209393897077886,0,-0.0675094073335974,0,0,-0.0330797160151006,0.772759044026161,0,0,0,0,0,0,0,0,0.00370090062258033,0,0.0597146516024521,0,0,0,0.0823699666080924,0,0,-0.0106033551044838,0,0,0.00684278745729238,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595477123960817,0,0,0,0,0,0,0,0.636807721346928,-0.495881423844521,0.25688079109572,0,0,0,0,0,0,0,0.497396086963111,0,0,0.109999390945655,0,0,0,0,0.0231447783470617,0.128396147595665,0,0,0,0.126323458530871,0,0
X000883.SZ,0,0,0,0,0,0.0103192751765986,0,0,0,0,0,0.0412838023417365,0,0,0,0.0155368410343515,0,0,0,0,0,0,0.0277244089479248,0,0,0,0,0,0,0,0,0,0,0.196871549863593,0.0647020116225849,0,0,0,0,0,0,0,0,0,0.0646171403699199,0,0.0139559575833762,0,0.164800835289745,0.080138712398876,0,-0.00882002445194005,-5.42101086242752e-20,0,0,0,0,0,0
X600985.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142281843298297,0,0,0,0.0235376747419905,0,0,0,0.113813412266784,0,0,0,0,-0.0739038355174994,0,0.245687375382442,0,0,0,0,0,0,0,0.0632005460157325,0,0.151320404810229,0,0,0,0.0337342966519572,0,0,0.0298391691180241,-0.0329705024052598,0,0,0,-0.283417748907725,0,0
X600339.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2216873691894,0,0,0,0,0,0,0,0,0.0336911717368061,0.0563912450210407,0,0,0,0,0.0757143890927572,0.026596204495222,0.0121201171698024,0,0,0,0,0,0,0,0.342014112128185,0,-3.46944695195361e-18,0,0.0318786607117338,0,0,0,0,0,0,1.35525271560688e-20,0.0258776859106022,0,0,0,-0.193963301683854,0,0
