,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X000723.SZ,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600801.SH,X601992.SH,X600027.SH,X600111.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X600299.SH,X600489.SH,X000629.SZ,X601158.SH,X002110.SZ,X600219.SH,X000990.SZ,X600808.SH,X000883.SZ,X600985.SH,X000553.SZ,X000630.SZ,X000027.SZ,X600583.SH,X000825.SZ,X600157.SH,X600339.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0812196048054046,0,0,0,0,0,0,0,0,0,0,0.0469108491862466,0,0,0.0385437183987121,0,0,0,0,0,0,0.0204265089405444,0,0,0,0,0,0,0,0,0,0,0.105069823121527,0,0,0,0,0,0.000242837577607131,0.0479569659806067,0,0,-0.00527876393010706,-0.0104450526380587,0,0,0,0,0,0
X600028.SH,0,0,0.109881821075396,0,0,0.00641111012583089,0,0,0,0.0952889598409964,0,0,0,0,0,0,0,0,0,0,0.0530706687009098,0,0,0,0,0,0,0,0,0,0,0.0670784292020879,0,0,0,0,0,0,0.027874828245571,0,0,0,0,0.0513359735189524,0,0,0,0.00720480880969623,0.0667117304467241,0,0,0,-0.0231005312159874,0,0,0,0,0,0
X601088.SH,0,0,0,0.166262405850027,0,0,0,0,0,0.0843931601276233,0,0,-0.186178694549666,0,0,0,0.0808623224882396,0,0,0,0.202245528390408,0,0,0.0199985696447939,0,0,0.0248802608235394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465397919807497,0,0,0,0.0170519228040257,-0.0341345238003761,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.146778887101064,0,0,0,0,0,1.0842021724855e-19,-0.0218849441449867,0,0,0,0,0,0,0,0.494487470422838,0,0,0,0,0,0,0,0,0,0,0,-0.0376916863641731,0,0,0,0.0379663891109801,0,-0.00182012455855996,0,0,0,0,0,0,0,0,-0.00579151796640872,0,0,0,-0.0149653916361091,0.00408421051090034,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0410544080419253,0,0.0547283409868658,0,0,0,0,0,0,0,0,0.190977674910101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763571145443158,0,0,0,0,0,0.132795066862355,0,0,0,0,0,0,0,0,0.0155166064329915,0,0
X600309.SH,0,0,0,0.173831340312045,0,0,0,0,0,0,0,0,0.137290599612203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133863923387251,0.00323186152182285,0,0,0,0,0,0,0,0,0.215211380002369,-0.0775599414533028,0.145976905877043,0,0,0,0,0,0,0,0,0,0,0,0,0.0492510341638397,-0.0877058369862855,0,-0.0323144047257318,0,-0.0798777192634414,0,0
X600011.SH,0,0,0,0,0,0.0131117060931869,0,0,0,0.0804266504269745,0,0,0.161590062922294,0,0,0,0,0,0.0945926050437297,0,0,0,0.298819091314099,0,0,0,0,-0.00101262710634086,0,0,-0.0811632064677767,0,0,0,8.67361737988404e-19,0,0,0,-0.0539026690103717,0,0,0,0,0,0,0,0,0.0149450872003695,0,0,0,0.0419243222482691,0,0,0,0,0.00447231822728659,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0228074718748829,0,0,0,0,0,0,0,0,0,0.0101010410393195,0,0,0,0.0927623336592281,0,0,0,0,0,0,0.073626566664547,0,0,0,0.0583902857283702,0,0,0.202300554438807,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.229416670845427,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.032332679027162,0.0119076568246951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131145773627431,0.46995610080113,0,0,0,0,0.0219897519204641,0,0,0,0.0111511149404705,0,-0.0596250343948619,0,0,0.0909657729183081,0,0,0,-0.00432431398204871,0,0,0,0,0.0312256186117417,0,0
X601600.SH,0,0,0,0,0,0,0,0.129466739098908,0,0,0,0.00479561045509567,0,0,0,0,0,0,0,0.0968886822780602,0.0635207774782615,0,0,0.142685360139333,0,0,0,0.00335856697443958,0,0,0,0,0,0,0.03539554480502,0,0,0.261039165740504,0,0,0,0,0.0910299468158507,0,0,0,0,0,0,0,0,-0.00472445010104069,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.00296097706920919,-0.0216120129453257,0,0,0,0.314781300358278,0,0,0.0771888751304206,0.00934249406048674,0,0,0.137456405672004,0,0,0,0,0,0,-6.93889390390723e-18,0.0974996191394744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440270598979129,0,0,0,-0.0236807350447295,0,0,0,0,-0.0123646253813009,0,0
X000723.SZ,0,0,0,0.317063572329849,0.270443126236374,0,0,0,0,0,0,0,0.506399998909524,0,0,0,0,0,0,0,0,-0.0715089591152483,0,0,0,-0.312352364947389,0,0.34492640100825,0,0,0,0.548474856937383,0,0,0,0,0.318977488818018,0,0,0,0,-0.0073136272653238,0,0,0,0,0,0.126034730843989,0,0,0,0.0132169068373183,0,0,0,0,-0.0569909155181538,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.140451606234486,0,0,0.0779609968290001,0,0,0,0,0,0,0,0,0.193154473332084,0,0,0,0,0,0.341843580208394,-0.254289924873065,0,0,0,0,0,0,0,0,0,0,0.0594225779040368,0,0,0,0.0497933433465125,0.26358325966292,0,0,0,-0.114757212526246,0,0,0,-0.13618233901587,0.250787939811345,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903674991885481,0,0.0173650551871921,0.00274282772494108,0.0524559371544303,0,0,0,0,0,0,0,0,0,0,0.132282754705021,0,0,0.131316361857141,0.025676105325639,0,0,0,0,0,0,0,0.0446759662907472,0.0603187445872001,0,0,0,0,-0.00705750184830249,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0349838143942333,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0837709524118422,0.0592756665415081,0,0.153378122833654,0.130579105373217,0,0,0,0,0,0.00754801993938559,0,0,0,0,0,0.0030188388140553,0,0,0,0,0,0,0,0,0.0328465623280342,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0.0256986296956389,0,0,0.099486578554086,0,3.46944695195361e-18,0,0.169584449501718,0,-0.0185449573444257,0,0,0,0,0,0,0,0,0,0,0,0.0219842235786723,0,0,0,0,0,0,0,0.0308030370761018,0,0,0,0,0,0,0,0.101938886595812,0,0,0,0.015060911232747,0,0,0,0.0286908754704789,0,0,0,-0.00864097449769185,-0.0473343590503151,0,0,0,-0.0335335524245601,0,0
X600188.SH,0,0,0,0,0,0,0,0.0298905002839619,0,0,0,0.0409945536006293,0,0,0,0,0,0,0,0.189580389055817,0.0145604811138956,0,0,0,0,0.0034861577414419,0,0.0716148114843449,0,0,0.0962604110081391,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0896743005164209,0,0,0,0,0,0,0,0,0,0,0
