,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600352.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002466.SZ,X002460.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X600808.SH,X000883.SZ,X000553.SZ,X000630.SZ,X600583.SH,X600985.SH,X000990.SZ,X600426.SH,X000825.SZ,X000027.SZ,X601699.SH,X002110.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00199592094436647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433602480641501,0.0383830951770306,0,0,0,0,0,0,0,0,0.0394021318056061,0,0,0,0,0,0,0,0,0,0,0,0.110279810678068,0,0,0,0.0381250687350916,0,0,0,0,0,-0.0399043799964322,0,0,0,0,0,0
X600028.SH,0,0,0.0892905557579085,0,0,0.0383748582914508,0,0,0.0703022621207036,0,0,0,0,0,0,0,0,0,0,0,0,0.0483476123418302,0.0567165612336318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000847155142984458,0,0,0.00159469000951779,0.0951822704448382,0,0,0,0,0,0,0,-0.0352883762578403,0,0,0,0,0,0
X601088.SH,0,0,0,0.0380431465995508,0,0,0,0,0,0,0,0,-0.0601339979409274,0,0,0.00144635106880571,0.150244759313399,0,0,0,0.0770955721369392,0.104132726863732,0,0,0,0,0.0966831225529138,0.0329924879512246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438578356679103,-0.055855984381433,0,0,0,0,0,0
X600585.SH,0,0,0.0169667203341349,0,0,0.0836512458980765,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.481399575972814,0,0,0,0,0,0,0,0,0,0,-0.0191515689214579,0,0,0,0,0,0,0,0,0,0,-0.00299770161873495,0,0,0,0,0,0,0,-0.00643082802787395,0,0,0,0,-0.0182188882393743,0,0
X600019.SH,0,0,0.0802589042119895,0,0,0,0,0,0.0430230655258375,0,0,0,0,0,0,0.0450459402197837,0,0,0.00986167520068223,0,0,0.16113190156553,0,0,0,0,0.0198050713034659,0,0,0,0,0,0.0315641118314322,0,0,0,0,0,0,0,0,0,0.0616729344620289,0,0,0,0,0,0,0.122210593989303,0,0,-0.0258793771011468,0,0,0,-0.00687648401971098,0,0
X600309.SH,0,0,0,0.0357694563354732,0,0,0,0,0,0,0,0,0.162036940711598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125596868378303,0,0,0,0,0,0,0,0.0898070634328989,0.142201075504837,0,0,0,0.424128619995314,0,0,0.0481913242768523,0,0,0,0,-0.0198424571314513,0,0
X600011.SH,0,0,0,0,0,0,0,0.0420247081661971,0,0,0,0,0.205195685399997,0,0,0,0,0,0,0,0,0,0,0.525999551312306,0,0,0,-0.125964702405919,0,0,-0.0017764218903163,0,0,0,0,0,0,0,0,0,0.0268652015639228,0,0.0337318766423153,-0.0270733919886579,0,0,0,0,0,0.0426560082905769,0,0.0393299086458418,-4.33680868994202e-19,0,0,0,0.00187021069217783,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.101552623845095,0,0,0,0,0,0.213581267038225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175846449632902,0.239297046065927,0,0.0209968554969785,0,0,0,0,0.00243841249564967,0,0.133793813738538,-3.46944695195361e-18,0,0,0.0521348513825816,0,0,0.160291531620919,0,0.0268575689260678,-0.0481672098096337,0,0,0,-0.0522240971942947,0,0
X601600.SH,0,0,0,0,0,0,0,0.348905167151446,0,0,0,0,0,0,0,0,0,0,0.229650542115484,0,0.0147715509071532,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.023447385752459,0,0,0,0,0.0450941615598919,0,0,0,0.0164272491013048,0,0,0.0758931180307065,0,0.024738713826169,0,0,0,0.058789080070023,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0357652102722045,0,0,0,0,0,0,0,-0.054830347937001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433998655530342,0,0,0.0863913069773077,0,0,-0.0187081510956066,0,0,0,0,0,0,0.104699878021231,0,0.0152924380231947,-0.0276666575197101,0,0,0,0.00751305499322,0,0
