,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X000708.SZ,X600010.SH,X000301.SZ,X002271.SZ,X600886.SH,X600795.SH,X000877.SZ,X601600.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601699.SH,X600803.SH,X601991.SH,X000983.SZ,X000629.SZ,X000408.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600348.SH,X600489.SH,X002080.SZ,X600995.SH,X600096.SH,X000933.SZ,X600378.SH,X000807.SZ,X600157.SH,X600688.SH,X600985.SH,X600141.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.576715310900148,0,0,0,0,0,0,0.270852125505883,0.0183690311328224,0,0,0,0,0,0,0,0,0,0,0,0.106806302305049,0,0,0,-0.0197898880947193,0,0,0.0196554587419157,0.0434450338154851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799340949480138,-0.010043195486719,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.363063896588012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744021727332855,0,0.0404262503433475,0.150874229411132,0.0147193095905947,-4.33680868994202e-19,0,0,0.0447755025957332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833029761713172,0,-0.039400905259006,0,0,0,0,0,0,0,0,0
X600028.SH,0.554943446947271,0,0,0,0,0,0,0,0.00982985880199694,0,0,0,0,0,0,0,0,0,0.00833947329623868,0,0,0,0,0,0,0,0,-0.00962792014105462,0.0922575963917172,0.0525483301455698,0.0104950202318846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74672393173143e-06,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228564414516172,0,0,0,0,0,0.244994325190069,0,0,0.170877947033677,0.0577189752662753,0.143432716537738,0,0,0,0,0,0.166744681886988,0,0,-0.32509398264171,0.160048918189826,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103492286410581,0,0,0,0,0,0
X600188.SH,0,0.738635812275399,0,-0.004950193448918,0,0,0,0,0,0.0337382650505964,0,0,0,0,0,0,0,0.0711712217733784,-0.0818651284726482,0,0,0,0,0,0,0,0,0,0,0,0.0728380738945087,0,-0.0701630388908037,0,0,0,0,0.0652469965045515,0,0,0,0,0.198741334237943,0,0,0,0,-0.0181235950958836,0,0,0,0,0.0541334598907158,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.17184197460944,0,0,0,0,0,0.0166427427806251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298006125781431,0,0,0.161741114161837,0,0,0,0,0,0,0,0,0.0207682655785303,0,0.0788755835810361,0.0453420009408276,0.234818818661404,0,0,0,0,0,0,0.00129556850403407,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0912641416454867,0,0,0.0700511749188926,0,0,0,0.0778429018175697,0,0.00788514712180376,0.00221356328811156,0,0,0.00159989660536545,0,0,0,0,0,-0.116447912528855,0,0,0,0,0.00216948184896993,0,0.453942677353145,0,0,0,0,0,0,0,0,0,0,0,0,0.125455046950735,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.330498744930737,0,0,0,0,0,0,0,0,0,0.0414854931462176,-0.0620853715441937,0,0.0765992485873242,0,0,0,0,0,0,0,0,0,0.0924626900709162,0,0,0,0.392923338808923,-0.0289217039473342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486956432487481,0,0.134555345188756,0,-0.0105373933627196,-0.00437894473773918,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.237365409552799,0,0.00743083748895359,0,0,0,0,0,0.244312383525199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211408514789297,0,0.0387435733248732,0.0258826734724036,0,0,0,0,0,0,0,0,0.0310123224683901,0,0,0,0.126582360073984,0,0.070891516322778,-0.00856292888993217,0,0,0,0,0,0,0
X601898.SH,-3.46944695195361e-18,0,0.196483919385337,0,0.143974171167553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103997228591502,0.0027427272255003,0.108952922096809,0,0.360444243843543,0,0,0,0,0,0,0,0,0,0,0,0.058414851738848,0,0,0,0,0.018532015527953,0,-0.0485213041728756,0,-0.0329248425902539,0,0,0,0,0,0,0
X600019.SH,0.0705889069306088,0,0,0.00530377102925309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261764076306492,0.0945744443678821,0,0,0,0,0.0313650526541602,0,0,0,0,0,0.120176776573851,0,0,-0.0982357449479435,0,0,-0.0755019393534614,0,0,0,0,0.0532897775872892,0,0.0319116255614532,0,-0.0466467425487712,0,-0.00883876671327636,0.0478692058409171,0,0,0,0,0,0
