,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600011.SH,X600585.SH,X600547.SH,X601600.SH,X600660.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X002466.SZ,X601699.SH,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000877.SZ,X601168.SH,X000933.SZ,X000408.SZ,X000883.SZ,X600096.SH,X000027.SZ,X002353.SZ,X000932.SZ,X600995.SH,X002271.SZ,X600378.SH,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.419116742556034,0,0,0,0,0.143946184800443,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0479740509037568,0.129424077537307,0,0,0,0,0,0,-0.0306738973251234,0,-0.0459345852716058,0,0.0712510848944869,0,0,0,0,-0.138539451662481,0,0,0,0,0,0.132949128042389,0,0,0,-0.0481452593841026,0,0.0538737690222951,0,0,-0.00481331384216301,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0788769608888741,0,0
X600028.SH,0.527149278809699,0,0.0223096166909058,0,0,0.12639327495608,0,0,0,0,0,0,0,0,0,-0.00282563313780114,0,0,0,0,0,0,0,-0.134209025652188,0,-0.0693068168885527,0,0,0,0,-0.00508310772137774,0,0,-0.0194271575450103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476406295796153,0,0
X601088.SH,0,0.177257129896827,0,0,0,0,0.181338362971174,0,0,0.0438919226802573,0,0.160292274866582,0.103380936819492,0,0,0,0,0,0,0,0.216134766073913,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0249129243517111,0,0,0,0,0,0,0,0,-0.129274337223173,0,-0.0600675829406493,0,0.0224310117227008,0,0,-0.0785409665620728,0,0,0,0,0.0115592373740219,0,0,0,0.0279673422985556,0,0
X600309.SH,-0.122769800877265,0,0,0,0,0,-0.0188947025751764,0,0,0,0,0,0,0,0,0,0.0418343208439343,0,0,0,0.0397458271062359,0,0,0,0,0,0.0816759925635381,0,0.00775678100921869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159317983398323,0,0,0.202580757572248,0,0,0,0,-0.0446359539964765,0.0153831982286407,0,0,0.00743439146869805,0,0
X601898.SH,0,0.141556955346293,0,0,0,0,0.129294955792592,0,0,0,0,0.166625730483392,0,0,0,0,0,0,0,0,0,0.0913446564834216,0.0347241755629171,0,0,0,0,0,0,0.168034192506377,0,0,0,0,0,0,0.115608395357853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260131950123656,0,0,0,0,-0.00750241351213102,0,0
X600019.SH,0,0.287908865990564,0.0417260710214725,0,0.0968843881282746,0,0,0,0,0,0,0,0.0664533103360121,0,0,0,0,0,0.213917816800388,0,0,0.111913888635135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618071333474721,0,-0.0831575926814072,0,0,0,0,0.100375904839176,0,0.171494320392299,-0.061175898833956,0.0191686120543821,0,0.0816873171758654,0,0,0,0,-0.0115404727468348,0,0
X600188.SH,0,0,0.245028132590473,0,0.0339814047856143,0,0,0,0,0,0,0,0,0,0,0,0,0.167562166323362,0,0.0465926445418769,0,0,0,0,0,0,0,0.173399056179639,0,0.61499891100735,0,0,0,0,-0.00305237489697994,0,0.0557955243815036,0,0,0,0,0,-0.109348556041295,0,0,0,0,-0.17588663513683,0,0,0,-0.0453338834549502,0,0,0,0,0,0,0
X600886.SH,0.0926692446370921,0,0,0,0,0,0,0,0,0,0,0,0,0.291131616874957,0,0.110740072051464,0,0,0,0,0,0,0,0,0,-0.0627881343648044,0,0,-8.67361737988404e-19,0,-0.0158181225034735,0,-0.199464136400076,0,0.243188254302345,0,0,0,0,-0.121909621368397,-0.237580641178427,0,0,0,0,0,0,0,0,0,-0.0994386702797259,0,0,0.14873819044262,0,0,-0.039124949614927,0,0
X600011.SH,0.0157885837126951,0,0,0,0,0,0,0,0,0,0,0,0,0.123338948519003,0,0,0,0,0,0,0,0.171290777385679,0.312503616844035,0,0,-0.0999314162829104,0,0,0,0,-0.0563675952339046,0.0597050367373476,0,0.0629305367674794,0,0,0,0,0,0.0828503929507162,0,0,0,0,0,0,0,-0.0631330072695325,0,0.070129586977165,0,0,0.0516518062086131,0,0,0,-0.0552998010644385,0,0
X600585.SH,0,0,0.0664329754290953,0,0,0,0,0,0,0,0,0,0,0,0.177177825542629,0.123127983545152,0,0,0,-0.0785011256287989,0,-0.00784260107319982,0,0,0,-0.060898429223327,0,0,0,0,0,0.0158736112340903,0.287978043324353,0,0,0,-0.0210666297554289,0,0,0,0,0,0,0,0,0,0,0,-0.0194519249057472,0,0,0,0.0204755482239213,0.0218110375989685,0,0,0.00995745970807563,0,0
