,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X002466.SZ,X600547.SH,X000786.SZ,X600176.SH,X600362.SH,X000301.SZ,X600426.SH,X600011.SH,X600111.SH,X600886.SH,X601898.SH,X601600.SH,X600010.SH,X600486.SH,X600352.SH,X002080.SZ,X600188.SH,X002353.SZ,X601991.SH,X600801.SH,X600795.SH,X600489.SH,X600803.SH,X600219.SH,X600688.SH,X300037.SZ,X600299.SH,X600027.SH,X600516.SH,X000932.SZ,X600157.SH,X601168.SH,X600399.SH,X000723.SZ,X601992.SH,X000027.SZ,X002409.SZ,X000898.SZ,X600315.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0156022979000725,-0.00741283717288321,0,-0.00889458933618334,0,0,0,0,0.0469710522767911,0.0226750914171827,0,0.0441959043616997,0,0,0,0,0,0,0,0,0.0513208084733206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652564383177466,0,0,0,0,0,0,0,0,0,-0.00196948546434888,0,0,0,0,0,0,0
X600028.SH,0,0,0.00509105677505104,0,0,0,0,-0.0299764965345225,0,0,-0.0113518306861434,0,0,0,0,0,0.0573679107802196,0,0,0.12981293025267,0.0223416546581794,0,0,0,0,0.000338451350850319,0,-0.03477701507379,0,0,0,0,0,0,0.00877329892932682,0,0,0,0,0,0,0,0,0,0,0,0,0.197229138282142,-0.0168950490390096,0,0,-0.00375479386386946,0,0,0,0,-0.00468700274915419,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535127783950091,0,0,0,0,0,0.111770745303232,0,0,0,0,0,0.438345801070224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031146347257295,-0.054059812321801,0,0,0,-0.0248465311312467,0,0,0,0,0.02330269936028,0,0,0,0,-0.0218750055760978,0,0
X600309.SH,0,0,0,0,0,0.0339632768590611,0,0,0,0.0898583245197909,0.019507952568743,0,0,0,0,0.0245686280071593,0.0103660583644725,0,0,0,0,0,0,0.195321511964612,0,0.092891762770177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075502307293093,0,0,0,0,0,0.147059225893493,0,0,0,0.0318180530825363,0,0,0,-0.0109131691160095,0,0
X600585.SH,0,0,0,0,0,0.0245535940459742,0,0,0,0,0,0,-0.105707169586662,-0.0120132473276761,0,0,0,0,-0.00264679141586651,0,0.0429527885920392,0,0,0,0,0,0,-0.0178009772849525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883155731002019,0,0,0,0,0,0,0,-0.000773695745987775,0,0.00766773800537424,0,0,0,0,-0.00926827253425042,0,0
X002460.SZ,0,0,0,0,0,0,0,0.320086573742117,0,0,0.425032512850132,0,0,0,0,0.0175272280817651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257312653159886,0,0,0,0,0,0.160403694674868,0,0.0206147478455882,0,0,0,-0.0853533593916362,0,0.223681333221445,0,-0.032879164016798,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.293286475837195,0,-0.0171091788236039,0,0,0,0,0,0,0,0.272208155058722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10797745618984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201692809189117,-0.0689443963021481,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0887203586675055,0,0,0,0.0373291988809424,0,0,0,0,0.071749342031078,0.123299929657436,0,0,-0.0485345083195656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688116541353219,0,0,0,0,0,0,0.0698589401393381,-0.206665589787855,0,0,0,0,0,0,0,-0.0500507872497714,0.0543988299550494,0,0,0,0.0309783129040739,0,0
X000708.SZ,0,0,0,0,0,0,0.101872564046666,0,0,0,-0.0265855877799913,0,0,0,0.0188834668224087,-0.0180218599792081,0.109061485221152,0,0,0,0,0,0,0,0,-0.210334337084477,0,0,0,0,0,0,0,0.00536659517114885,0,0,0,0,0,0,0.0716596508462415,0.269613308874328,0,0,0,0,0,0.134899911167019,0,0,0,-0.00647818917629193,0.0120677518539,0,0,0,0.0145382964769123,0,0
X002271.SZ,0,0,0,0.0477772997707865,0,0,0,0.22444553887542,-0.0228751783177197,0,0.0845350431812825,0,0,0.168091613288683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385861982164897,0,0,0,0,0,0,0,0,0,0.170873050374749,0,0,0,-0.0620578262950213,0,0,0,0,-0.0212406696077203,0,0,0,0,0.017385661047624,0,0
X002466.SZ,0,0,0,0,0,0,-0.448408412338402,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.365238441099671,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.163022789813361,0,0,-0.0580505830227596,0.12696907871358,0,0.282093091768309,0,0,0,0,0,0,0,0.636855205275656,0,0,0,-0.251338652957946,0,0.0992370061085032,0,0,0,0,0,0,0.0879979805048711,0,0
X600547.SH,0,0,0,0.0900367294733071,0,0.0450688176446452,0,0,-0.0150653252305162,0,0.0289115260139518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608974981009429,0,0.0180859071206485,0,0,0,0,0,0,0,0,0.0176405926721772,0,0,0,0,0,0,0,-0.04327430500198,-0.0138516623025002,0,0,0,0,0.01482354801653,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,-0.00164668735014139,-0.181998319883134,0,0,0,0,0.0174112435760686,0.0804614345163281,-0.212169352188086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0907475014936709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032101388986626,0,0,0.0189983407932766,0,0,0,0,-0.0177847421819905,0,0
X600176.SH,0,0,0,0,0,0.0243194413400361,0,0,0,0,-0.0632708535239905,0,0,0,0.17729671983215,0,0,-0.0482403422740312,0.0502363696209427,0,0,0,0,0.0388244366126144,0,0.236045465976459,0,0,-0.177886543972289,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.086495207003228,0,0,0,0,0,0,0.431659367555226,0,0,0.0446889090584049,0,0,0,-0.00945361821349485,0,0
